option_code,underlying_etf,option_type,strike,expiry
10003073.SH,510300,P,4.639,2021-02-24
10003074.SH,510300,P,4.737,2021-02-24
10003075.SH,510300,P,4.836,2021-02-24
10003076.SH,510300,P,4.935,2021-02-24
10003077.SH,510300,P,5.182,2021-02-24
10003078.SH,510300,P,5.428,2021-02-24
10003079.SH,510300,P,5.675,2021-02-24
10003080.SH,510300,P,5.922,2021-02-24
10003081.SH,510300,C,6.169,2021-02-24
10003082.SH,510300,P,6.169,2021-02-24
10003093.SH,510300,C,6.415,2021-01-27
10003094.SH,510300,P,6.415,2021-01-27
10003095.SH,510300,C,6.415,2021-02-24
10003096.SH,510300,P,6.415,2021-02-24
10003097.SH,510300,C,6.415,2021-03-24
10003098.SH,510300,P,6.415,2021-03-24
10003099.SH,510300,C,6.415,2021-06-23
10003100.SH,510300,P,6.415,2021-06-23
10003117.SH,510300,C,6.662,2021-01-27
10003118.SH,510300,P,6.662,2021-01-27
10003119.SH,510300,C,6.662,2021-02-24
10003120.SH,510300,P,6.662,2021-02-24
10003121.SH,510300,C,6.662,2021-03-24
10003122.SH,510300,P,6.662,2021-03-24
10003123.SH,510300,C,6.662,2021-06-23
10003124.SH,510300,P,6.662,2021-06-23
10003125.SH,510300,C,4.8,2021-01-27
10003126.SH,510300,C,4.9,2021-01-27
10003127.SH,510300,C,5.0,2021-01-27
10003128.SH,510300,C,5.25,2021-01-27
10003129.SH,510300,C,5.5,2021-01-27
10003130.SH,510300,C,5.75,2021-01-27
10003131.SH,510300,C,6.0,2021-01-27
10003132.SH,510300,C,6.25,2021-01-27
10003133.SH,510300,C,6.5,2021-01-27
10003134.SH,510300,P,4.8,2021-01-27
10003135.SH,510300,P,4.9,2021-01-27
10003136.SH,510300,P,5.0,2021-01-27
10003137.SH,510300,P,5.25,2021-01-27
10003138.SH,510300,P,5.5,2021-01-27
10003139.SH,510300,P,5.75,2021-01-27
10003140.SH,510300,P,6.0,2021-01-27
10003141.SH,510300,P,6.25,2021-01-27
10003142.SH,510300,P,6.5,2021-01-27
10003143.SH,510300,C,4.8,2021-02-24
10003144.SH,510300,C,4.9,2021-02-24
10003145.SH,510300,C,5.0,2021-02-24
10003146.SH,510300,C,5.25,2021-02-24
10003147.SH,510300,C,5.5,2021-02-24
10003148.SH,510300,C,5.75,2021-02-24
10003149.SH,510300,C,6.0,2021-02-24
10003150.SH,510300,C,6.25,2021-02-24
10003151.SH,510300,C,6.5,2021-02-24
10003152.SH,510300,P,4.8,2021-02-24
10003153.SH,510300,P,4.9,2021-02-24
10003154.SH,510300,P,5.0,2021-02-24
10003155.SH,510300,P,5.25,2021-02-24
10003156.SH,510300,P,5.5,2021-02-24
10003157.SH,510300,P,5.75,2021-02-24
10003158.SH,510300,P,6.0,2021-02-24
10003159.SH,510300,P,6.25,2021-02-24
10003160.SH,510300,P,6.5,2021-02-24
10003161.SH,510300,C,4.8,2021-03-24
10003162.SH,510300,C,4.9,2021-03-24
10003163.SH,510300,C,5.0,2021-03-24
10003164.SH,510300,C,5.25,2021-03-24
10003165.SH,510300,C,5.5,2021-03-24
10003166.SH,510300,C,5.75,2021-03-24
10003167.SH,510300,C,6.0,2021-03-24
10003168.SH,510300,C,6.25,2021-03-24
10003169.SH,510300,C,6.5,2021-03-24
10003170.SH,510300,P,4.8,2021-03-24
10003171.SH,510300,P,4.9,2021-03-24
10003172.SH,510300,P,5.0,2021-03-24
10003173.SH,510300,P,5.25,2021-03-24
10003174.SH,510300,P,5.5,2021-03-24
10003175.SH,510300,P,5.75,2021-03-24
10003176.SH,510300,P,6.0,2021-03-24
10003177.SH,510300,P,6.25,2021-03-24
10003178.SH,510300,P,6.5,2021-03-24
10003179.SH,510300,C,4.8,2021-06-23
10003180.SH,510300,C,4.9,2021-06-23
10003181.SH,510300,C,5.0,2021-06-23
10003182.SH,510300,C,5.25,2021-06-23
10003183.SH,510300,C,5.5,2021-06-23
10003184.SH,510300,C,5.75,2021-06-23
10003185.SH,510300,C,6.0,2021-06-23
10003186.SH,510300,C,6.25,2021-06-23
10003187.SH,510300,C,6.5,2021-06-23
10003188.SH,510300,P,4.8,2021-06-23
10003189.SH,510300,P,4.9,2021-06-23
10003190.SH,510300,P,5.0,2021-06-23
10003191.SH,510300,P,5.25,2021-06-23
10003192.SH,510300,P,5.5,2021-06-23
10003193.SH,510300,P,5.75,2021-06-23
10003194.SH,510300,P,6.0,2021-06-23
10003195.SH,510300,P,6.25,2021-06-23
10003196.SH,510300,P,6.5,2021-06-23
10003197.SH,510300,C,6.75,2021-01-27
10003198.SH,510300,P,6.75,2021-01-27
10003199.SH,510300,C,6.75,2021-02-24
10003200.SH,510300,P,6.75,2021-02-24
10003201.SH,510300,C,6.75,2021-03-24
10003202.SH,510300,P,6.75,2021-03-24
10003203.SH,510300,C,6.75,2021-06-23
10003204.SH,510300,P,6.75,2021-06-23
10003223.SH,510300,C,4.8,2021-09-22
10003224.SH,510300,C,4.9,2021-09-22
10003225.SH,510300,C,5.0,2021-09-22
10003226.SH,510300,C,5.25,2021-09-22
10003227.SH,510300,C,5.5,2021-09-22
10003228.SH,510300,C,5.75,2021-09-22
10003229.SH,510300,C,6.0,2021-09-22
10003230.SH,510300,C,6.25,2021-09-22
10003231.SH,510300,C,6.5,2021-09-22
10003232.SH,510300,P,4.8,2021-09-22
10003233.SH,510300,P,4.9,2021-09-22
10003234.SH,510300,P,5.0,2021-09-22
10003235.SH,510300,P,5.25,2021-09-22
10003236.SH,510300,P,5.5,2021-09-22
10003237.SH,510300,P,5.75,2021-09-22
10003238.SH,510300,P,6.0,2021-09-22
10003239.SH,510300,P,6.25,2021-09-22
10003240.SH,510300,P,6.5,2021-09-22
10003243.SH,510300,C,4.7,2021-02-24
10003244.SH,510300,P,4.7,2021-02-24
10003245.SH,510300,C,4.7,2021-03-24
10003246.SH,510300,P,4.7,2021-03-24
10003247.SH,510300,C,4.7,2021-06-23
10003248.SH,510300,P,4.7,2021-06-23
10003249.SH,510300,C,4.7,2021-09-22
10003250.SH,510300,P,4.7,2021-09-22
10003253.SH,510300,C,6.75,2021-09-22
10003254.SH,510300,P,6.75,2021-09-22
10003281.SH,510300,C,4.8,2021-04-28
10003282.SH,510300,C,4.9,2021-04-28
10003283.SH,510300,C,5.0,2021-04-28
10003284.SH,510300,C,5.25,2021-04-28
10003285.SH,510300,C,5.5,2021-04-28
10003286.SH,510300,C,5.75,2021-04-28
10003287.SH,510300,C,6.0,2021-04-28
10003288.SH,510300,C,6.25,2021-04-28
10003289.SH,510300,C,6.5,2021-04-28
10003290.SH,510300,P,4.8,2021-04-28
10003291.SH,510300,P,4.9,2021-04-28
10003292.SH,510300,P,5.0,2021-04-28
10003293.SH,510300,P,5.25,2021-04-28
10003294.SH,510300,P,5.5,2021-04-28
10003295.SH,510300,P,5.75,2021-04-28
10003296.SH,510300,P,6.0,2021-04-28
10003297.SH,510300,P,6.25,2021-04-28
10003298.SH,510300,P,6.5,2021-04-28
10003301.SH,510300,C,4.7,2021-04-28
10003302.SH,510300,P,4.7,2021-04-28
10003307.SH,510300,C,4.6,2021-03-24
10003308.SH,510300,P,4.6,2021-03-24
10003309.SH,510300,C,4.6,2021-04-28
10003310.SH,510300,P,4.6,2021-04-28
10003311.SH,510300,C,4.6,2021-06-23
10003312.SH,510300,P,4.6,2021-06-23
10003313.SH,510300,C,4.6,2021-09-22
10003314.SH,510300,P,4.6,2021-09-22
10003319.SH,510300,C,4.5,2021-04-28
10003320.SH,510300,P,4.5,2021-04-28
10003321.SH,510300,C,4.5,2021-06-23
10003322.SH,510300,P,4.5,2021-06-23
10003323.SH,510300,C,4.5,2021-09-22
10003324.SH,510300,P,4.5,2021-09-22
10003343.SH,510300,C,4.5,2021-05-26
10003344.SH,510300,C,4.6,2021-05-26
10003345.SH,510300,C,4.7,2021-05-26
10003346.SH,510300,C,4.8,2021-05-26
10003347.SH,510300,C,4.9,2021-05-26
10003348.SH,510300,C,5.0,2021-05-26
10003349.SH,510300,C,5.25,2021-05-26
10003350.SH,510300,C,5.5,2021-05-26
10003351.SH,510300,C,5.75,2021-05-26
10003352.SH,510300,P,4.5,2021-05-26
10003353.SH,510300,P,4.6,2021-05-26
10003354.SH,510300,P,4.7,2021-05-26
10003355.SH,510300,P,4.8,2021-05-26
10003356.SH,510300,P,4.9,2021-05-26
10003357.SH,510300,P,5.0,2021-05-26
10003358.SH,510300,P,5.25,2021-05-26
10003359.SH,510300,P,5.5,2021-05-26
10003360.SH,510300,P,5.75,2021-05-26
10003361.SH,510300,C,6.0,2021-05-26
10003362.SH,510300,P,6.0,2021-05-26
10003365.SH,510300,C,6.25,2021-05-26
10003366.SH,510300,P,6.25,2021-05-26
10003391.SH,510300,C,4.7,2021-12-22
10003392.SH,510300,C,4.8,2021-12-22
10003393.SH,510300,C,4.9,2021-12-22
10003394.SH,510300,C,5.0,2021-12-22
10003395.SH,510300,C,5.25,2021-12-22
10003396.SH,510300,C,5.5,2021-12-22
10003397.SH,510300,C,5.75,2021-12-22
10003398.SH,510300,C,6.0,2021-12-22
10003399.SH,510300,C,6.25,2021-12-22
10003400.SH,510300,P,4.7,2021-12-22
10003401.SH,510300,P,4.8,2021-12-22
10003402.SH,510300,P,4.9,2021-12-22
10003403.SH,510300,P,5.0,2021-12-22
10003404.SH,510300,P,5.25,2021-12-22
10003405.SH,510300,P,5.5,2021-12-22
10003406.SH,510300,P,5.75,2021-12-22
10003407.SH,510300,P,6.0,2021-12-22
10003408.SH,510300,P,6.25,2021-12-22
10003411.SH,510300,C,4.6,2021-12-22
10003412.SH,510300,P,4.6,2021-12-22
10003433.SH,510300,C,4.7,2021-07-28
10003434.SH,510300,C,4.8,2021-07-28
10003435.SH,510300,C,4.9,2021-07-28
10003436.SH,510300,C,5.0,2021-07-28
10003437.SH,510300,C,5.25,2021-07-28
10003438.SH,510300,C,5.5,2021-07-28
10003439.SH,510300,C,5.75,2021-07-28
10003440.SH,510300,C,6.0,2021-07-28
10003441.SH,510300,C,6.25,2021-07-28
10003442.SH,510300,P,4.7,2021-07-28
10003443.SH,510300,P,4.8,2021-07-28
10003444.SH,510300,P,4.9,2021-07-28
10003445.SH,510300,P,5.0,2021-07-28
10003446.SH,510300,P,5.25,2021-07-28
10003447.SH,510300,P,5.5,2021-07-28
10003448.SH,510300,P,5.75,2021-07-28
10003449.SH,510300,P,6.0,2021-07-28
10003450.SH,510300,P,6.25,2021-07-28
10003457.SH,510300,C,4.6,2021-07-28
10003458.SH,510300,P,4.6,2021-07-28
10003479.SH,510300,C,4.7,2021-08-25
10003480.SH,510300,C,4.8,2021-08-25
10003481.SH,510300,C,4.9,2021-08-25
10003482.SH,510300,C,5.0,2021-08-25
10003483.SH,510300,C,5.25,2021-08-25
10003484.SH,510300,C,5.5,2021-08-25
10003485.SH,510300,C,5.75,2021-08-25
10003486.SH,510300,C,6.0,2021-08-25
10003487.SH,510300,C,6.25,2021-08-25
10003488.SH,510300,P,4.7,2021-08-25
10003489.SH,510300,P,4.8,2021-08-25
10003490.SH,510300,P,4.9,2021-08-25
10003491.SH,510300,P,5.0,2021-08-25
10003492.SH,510300,P,5.25,2021-08-25
10003493.SH,510300,P,5.5,2021-08-25
10003494.SH,510300,P,5.75,2021-08-25
10003495.SH,510300,P,6.0,2021-08-25
10003496.SH,510300,P,6.25,2021-08-25
10003499.SH,510300,C,4.6,2021-08-25
10003500.SH,510300,P,4.6,2021-08-25
10003517.SH,510300,C,4.4,2021-07-28
10003518.SH,510300,C,4.5,2021-07-28
10003519.SH,510300,P,4.4,2021-07-28
10003520.SH,510300,P,4.5,2021-07-28
10003521.SH,510300,C,4.4,2021-08-25
10003522.SH,510300,C,4.5,2021-08-25
10003523.SH,510300,P,4.4,2021-08-25
10003524.SH,510300,P,4.5,2021-08-25
10003525.SH,510300,C,4.4,2021-09-22
10003526.SH,510300,P,4.4,2021-09-22
10003527.SH,510300,C,4.4,2021-12-22
10003528.SH,510300,C,4.5,2021-12-22
10003529.SH,510300,P,4.4,2021-12-22
10003530.SH,510300,P,4.5,2021-12-22
10003549.SH,510300,C,4.332,2022-03-23
10003550.SH,510300,C,4.431,2022-03-23
10003551.SH,510300,C,4.529,2022-03-23
10003552.SH,510300,C,4.628,2022-03-23
10003553.SH,510300,C,4.726,2022-03-23
10003554.SH,510300,C,4.825,2022-03-23
10003555.SH,510300,C,4.923,2022-03-23
10003556.SH,510300,C,5.169,2022-03-23
10003557.SH,510300,C,5.416,2022-03-23
10003558.SH,510300,P,4.332,2022-03-23
10003559.SH,510300,P,4.431,2022-03-23
10003560.SH,510300,P,4.529,2022-03-23
10003561.SH,510300,P,4.628,2022-03-23
10003562.SH,510300,P,4.726,2022-03-23
10003563.SH,510300,P,4.825,2022-03-23
10003564.SH,510300,P,4.923,2022-03-23
10003565.SH,510300,P,5.169,2022-03-23
10003566.SH,510300,P,5.416,2022-03-23
10003567.SH,510300,C,5.662,2022-03-23
10003568.SH,510300,P,5.662,2022-03-23
10003569.SH,510300,C,5.908,2022-03-23
10003570.SH,510300,P,5.908,2022-03-23
10003599.SH,510300,C,4.6,2021-10-27
10003600.SH,510300,C,4.7,2021-10-27
10003601.SH,510300,C,4.8,2021-10-27
10003602.SH,510300,C,4.9,2021-10-27
10003603.SH,510300,C,5.0,2021-10-27
10003604.SH,510300,C,5.25,2021-10-27
10003605.SH,510300,C,5.5,2021-10-27
10003606.SH,510300,C,5.75,2021-10-27
10003607.SH,510300,C,6.0,2021-10-27
10003608.SH,510300,P,4.6,2021-10-27
10003609.SH,510300,P,4.7,2021-10-27
10003610.SH,510300,P,4.8,2021-10-27
10003611.SH,510300,P,4.9,2021-10-27
10003612.SH,510300,P,5.0,2021-10-27
10003613.SH,510300,P,5.25,2021-10-27
10003614.SH,510300,P,5.5,2021-10-27
10003615.SH,510300,P,5.75,2021-10-27
10003616.SH,510300,P,6.0,2021-10-27
10003619.SH,510300,C,4.5,2021-10-27
10003620.SH,510300,P,4.5,2021-10-27
10003641.SH,510300,C,4.5,2021-11-24
10003642.SH,510300,C,4.6,2021-11-24
10003643.SH,510300,C,4.7,2021-11-24
10003644.SH,510300,C,4.8,2021-11-24
10003645.SH,510300,C,4.9,2021-11-24
10003646.SH,510300,C,5.0,2021-11-24
10003647.SH,510300,C,5.25,2021-11-24
10003648.SH,510300,C,5.5,2021-11-24
10003649.SH,510300,C,5.75,2021-11-24
10003650.SH,510300,P,4.5,2021-11-24
10003651.SH,510300,P,4.6,2021-11-24
10003652.SH,510300,P,4.7,2021-11-24
10003653.SH,510300,P,4.8,2021-11-24
10003654.SH,510300,P,4.9,2021-11-24
10003655.SH,510300,P,5.0,2021-11-24
10003656.SH,510300,P,5.25,2021-11-24
10003657.SH,510300,P,5.5,2021-11-24
10003658.SH,510300,P,5.75,2021-11-24
10003659.SH,510300,C,6.0,2021-11-24
10003660.SH,510300,P,6.0,2021-11-24
10003687.SH,510300,C,4.529,2022-06-22
10003688.SH,510300,C,4.628,2022-06-22
10003689.SH,510300,C,4.726,2022-06-22
10003690.SH,510300,C,4.825,2022-06-22
10003691.SH,510300,C,4.923,2022-06-22
10003692.SH,510300,C,5.169,2022-06-22
10003693.SH,510300,C,5.416,2022-06-22
10003694.SH,510300,C,5.662,2022-06-22
10003695.SH,510300,C,5.908,2022-06-22
10003696.SH,510300,P,4.529,2022-06-22
10003697.SH,510300,P,4.628,2022-06-22
10003698.SH,510300,P,4.726,2022-06-22
10003699.SH,510300,P,4.825,2022-06-22
10003700.SH,510300,P,4.923,2022-06-22
10003701.SH,510300,P,5.169,2022-06-22
10003702.SH,510300,P,5.416,2022-06-22
10003703.SH,510300,P,5.662,2022-06-22
10003704.SH,510300,P,5.908,2022-06-22
10003705.SH,510300,C,4.431,2022-06-22
10003706.SH,510300,P,4.431,2022-06-22
10003727.SH,510300,C,4.529,2022-01-26
10003728.SH,510300,C,4.628,2022-01-26
10003729.SH,510300,C,4.726,2022-01-26
10003730.SH,510300,C,4.825,2022-01-26
10003731.SH,510300,C,4.923,2022-01-26
10003732.SH,510300,C,5.169,2022-01-26
10003733.SH,510300,C,5.416,2022-01-26
10003734.SH,510300,C,5.662,2022-01-26
10003735.SH,510300,C,5.908,2022-01-26
10003736.SH,510300,P,4.529,2022-01-26
10003737.SH,510300,P,4.628,2022-01-26
10003738.SH,510300,P,4.726,2022-01-26
10003739.SH,510300,P,4.825,2022-01-26
10003740.SH,510300,P,4.923,2022-01-26
10003741.SH,510300,P,5.169,2022-01-26
10003742.SH,510300,P,5.416,2022-01-26
10003743.SH,510300,P,5.662,2022-01-26
10003744.SH,510300,P,5.908,2022-01-26
10003745.SH,510300,C,4.431,2022-01-26
10003746.SH,510300,P,4.431,2022-01-26
10003835.SH,510300,C,6.154,2022-01-26
10003836.SH,510300,P,6.154,2022-01-26
10003837.SH,510300,C,6.154,2022-03-23
10003838.SH,510300,P,6.154,2022-03-23
10003839.SH,510300,C,6.154,2022-06-22
10003840.SH,510300,P,6.154,2022-06-22
10003859.SH,510300,C,4.529,2022-02-23
10003860.SH,510300,C,4.628,2022-02-23
10003861.SH,510300,C,4.726,2022-02-23
10003862.SH,510300,C,4.825,2022-02-23
10003863.SH,510300,C,4.923,2022-02-23
10003864.SH,510300,C,5.169,2022-02-23
10003865.SH,510300,C,5.416,2022-02-23
10003866.SH,510300,C,5.662,2022-02-23
10003867.SH,510300,C,5.908,2022-02-23
10003868.SH,510300,P,4.529,2022-02-23
10003869.SH,510300,P,4.628,2022-02-23
10003870.SH,510300,P,4.726,2022-02-23
10003871.SH,510300,P,4.825,2022-02-23
10003872.SH,510300,P,4.923,2022-02-23
10003873.SH,510300,P,5.169,2022-02-23
10003874.SH,510300,P,5.416,2022-02-23
10003875.SH,510300,P,5.662,2022-02-23
10003876.SH,510300,P,5.908,2022-02-23
10003879.SH,510300,C,4.431,2022-02-23
10003880.SH,510300,P,4.431,2022-02-23
10003881.SH,510300,C,4.332,2022-01-26
10003882.SH,510300,P,4.332,2022-01-26
10003883.SH,510300,C,4.332,2022-02-23
10003884.SH,510300,P,4.332,2022-02-23
10003885.SH,510300,C,4.332,2022-06-22
10003886.SH,510300,P,4.332,2022-06-22
10003895.SH,510300,C,4.4,2022-01-26
10003896.SH,510300,C,4.5,2022-01-26
10003897.SH,510300,C,4.6,2022-01-26
10003898.SH,510300,C,4.7,2022-01-26
10003899.SH,510300,C,4.8,2022-01-26
10003900.SH,510300,C,4.9,2022-01-26
10003901.SH,510300,C,5.0,2022-01-26
10003902.SH,510300,C,5.25,2022-01-26
10003903.SH,510300,C,5.5,2022-01-26
10003904.SH,510300,P,4.4,2022-01-26
10003905.SH,510300,P,4.5,2022-01-26
10003906.SH,510300,P,4.6,2022-01-26
10003907.SH,510300,P,4.7,2022-01-26
10003908.SH,510300,P,4.8,2022-01-26
10003909.SH,510300,P,4.9,2022-01-26
10003910.SH,510300,P,5.0,2022-01-26
10003911.SH,510300,P,5.25,2022-01-26
10003912.SH,510300,P,5.5,2022-01-26
10003913.SH,510300,C,4.4,2022-02-23
10003914.SH,510300,C,4.5,2022-02-23
10003915.SH,510300,C,4.6,2022-02-23
10003916.SH,510300,C,4.7,2022-02-23
10003917.SH,510300,C,4.8,2022-02-23
10003918.SH,510300,C,4.9,2022-02-23
10003919.SH,510300,C,5.0,2022-02-23
10003920.SH,510300,C,5.25,2022-02-23
10003921.SH,510300,C,5.5,2022-02-23
10003922.SH,510300,P,4.4,2022-02-23
10003923.SH,510300,P,4.5,2022-02-23
10003924.SH,510300,P,4.6,2022-02-23
10003925.SH,510300,P,4.7,2022-02-23
10003926.SH,510300,P,4.8,2022-02-23
10003927.SH,510300,P,4.9,2022-02-23
10003928.SH,510300,P,5.0,2022-02-23
10003929.SH,510300,P,5.25,2022-02-23
10003930.SH,510300,P,5.5,2022-02-23
10003931.SH,510300,C,4.4,2022-03-23
10003932.SH,510300,C,4.5,2022-03-23
10003933.SH,510300,C,4.6,2022-03-23
10003934.SH,510300,C,4.7,2022-03-23
10003935.SH,510300,C,4.8,2022-03-23
10003936.SH,510300,C,4.9,2022-03-23
10003937.SH,510300,C,5.0,2022-03-23
10003938.SH,510300,C,5.25,2022-03-23
10003939.SH,510300,C,5.5,2022-03-23
10003940.SH,510300,P,4.4,2022-03-23
10003941.SH,510300,P,4.5,2022-03-23
10003942.SH,510300,P,4.6,2022-03-23
10003943.SH,510300,P,4.7,2022-03-23
10003944.SH,510300,P,4.8,2022-03-23
10003945.SH,510300,P,4.9,2022-03-23
10003946.SH,510300,P,5.0,2022-03-23
10003947.SH,510300,P,5.25,2022-03-23
10003948.SH,510300,P,5.5,2022-03-23
10003949.SH,510300,C,4.4,2022-06-22
10003950.SH,510300,C,4.5,2022-06-22
10003951.SH,510300,C,4.6,2022-06-22
10003952.SH,510300,C,4.7,2022-06-22
10003953.SH,510300,C,4.8,2022-06-22
10003954.SH,510300,C,4.9,2022-06-22
10003955.SH,510300,C,5.0,2022-06-22
10003956.SH,510300,C,5.25,2022-06-22
10003957.SH,510300,C,5.5,2022-06-22
10003958.SH,510300,P,4.4,2022-06-22
10003959.SH,510300,P,4.5,2022-06-22
10003960.SH,510300,P,4.6,2022-06-22
10003961.SH,510300,P,4.7,2022-06-22
10003962.SH,510300,P,4.8,2022-06-22
10003963.SH,510300,P,4.9,2022-06-22
10003964.SH,510300,P,5.0,2022-06-22
10003965.SH,510300,P,5.25,2022-06-22
10003966.SH,510300,P,5.5,2022-06-22
10003967.SH,510300,C,4.3,2022-01-26
10003968.SH,510300,P,4.3,2022-01-26
10003969.SH,510300,C,4.3,2022-02-23
10003970.SH,510300,P,4.3,2022-02-23
10003971.SH,510300,C,4.3,2022-03-23
10003972.SH,510300,P,4.3,2022-03-23
10003973.SH,510300,C,4.3,2022-06-22
10003974.SH,510300,P,4.3,2022-06-22
10003993.SH,510300,C,4.3,2022-09-28
10003994.SH,510300,C,4.4,2022-09-28
10003995.SH,510300,C,4.5,2022-09-28
10003996.SH,510300,C,4.6,2022-09-28
10003997.SH,510300,C,4.7,2022-09-28
10003998.SH,510300,C,4.8,2022-09-28
10003999.SH,510300,C,4.9,2022-09-28
10004000.SH,510300,C,5.0,2022-09-28
10004001.SH,510300,C,5.25,2022-09-28
10004002.SH,510300,P,4.3,2022-09-28
10004003.SH,510300,P,4.4,2022-09-28
10004004.SH,510300,P,4.5,2022-09-28
10004005.SH,510300,P,4.6,2022-09-28
10004006.SH,510300,P,4.7,2022-09-28
10004007.SH,510300,P,4.8,2022-09-28
10004008.SH,510300,P,4.9,2022-09-28
10004009.SH,510300,P,5.0,2022-09-28
10004010.SH,510300,P,5.25,2022-09-28
10004011.SH,510300,C,4.2,2022-02-23
10004012.SH,510300,P,4.2,2022-02-23
10004013.SH,510300,C,4.2,2022-03-23
10004014.SH,510300,P,4.2,2022-03-23
10004015.SH,510300,C,4.2,2022-06-22
10004016.SH,510300,P,4.2,2022-06-22
10004017.SH,510300,C,4.2,2022-09-28
10004018.SH,510300,P,4.2,2022-09-28
10004027.SH,510300,C,4.1,2022-02-23
10004028.SH,510300,P,4.1,2022-02-23
10004029.SH,510300,C,4.1,2022-03-23
10004030.SH,510300,P,4.1,2022-03-23
10004031.SH,510300,C,4.1,2022-06-22
10004032.SH,510300,P,4.1,2022-06-22
10004033.SH,510300,C,4.1,2022-09-28
10004034.SH,510300,P,4.1,2022-09-28
10004053.SH,510300,C,4.2,2022-04-27
10004054.SH,510300,C,4.3,2022-04-27
10004055.SH,510300,C,4.4,2022-04-27
10004056.SH,510300,C,4.5,2022-04-27
10004057.SH,510300,C,4.6,2022-04-27
10004058.SH,510300,C,4.7,2022-04-27
10004059.SH,510300,C,4.8,2022-04-27
10004060.SH,510300,C,4.9,2022-04-27
10004061.SH,510300,C,5.0,2022-04-27
10004062.SH,510300,P,4.2,2022-04-27
10004063.SH,510300,P,4.3,2022-04-27
10004064.SH,510300,P,4.4,2022-04-27
