etf_code,strategy_name,strategy_label,parameter_role,target_delta,coverage,window_cycles,window_start,window_end,net_option_yield_non_compound,gross_premium_yield_non_compound,covered_call_return_non_compound,relative_to_buyhold_return_non_compound,net_option_pnl_cash,upside_cap_pnl_cash,cash_target_02_met,cash_target_04_met,cash_target_06_met
510500,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2022-09-30,2023-09-27,0.04634268273910806,0.21640969411863464,0.06591970560809546,0.04634268273910806,4.6342682739108065,6.484662317725339,True,True,False
510500,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2022-10-26,2023-10-25,0.08999144001244236,0.21863075445541236,0.00680130932443819,0.08999144001244239,8.999144001244236,4.19380024875982,True,True,True
510500,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2022-11-23,2023-11-22,0.07195531840403939,0.2095461238297433,0.0018131827790536376,0.07195531840403942,7.195531840403938,5.990504108280584,True,True,True
510500,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2022-12-28,2023-12-27,0.06627652133743113,0.20371872817391132,-0.01611472603955626,0.06627652133743113,6.627652133743113,5.990504108280584,True,True,True
510500,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2023-01-30,2024-01-24,0.1379161847696448,0.22526192392720165,-0.08073260669752896,0.1379161847696448,13.79161847696448,2.0355669906735145,True,True,True
510500,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2023-02-22,2024-02-28,0.1133347184327067,0.23035399577119903,-0.07173600204177139,0.1133347184327067,11.33347184327067,4.493713624367323,True,True,True
510500,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2023-03-22,2024-03-27,0.13459844861034997,0.2521741396169079,-0.03794167305105954,0.13459844861034997,13.459844861034998,4.493713624367323,True,True,True
510500,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2023-04-26,2024-04-24,0.11940018743117678,0.2559805037482952,-0.012134915760498018,0.1194001874311768,11.94001874311768,4.493713624367323,True,True,True
510500,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2023-05-24,2024-05-22,0.10628730060436264,0.2549942720897153,0.018514901167922513,0.10628730060436264,10.628730060436265,4.743321027620258,True,True,True
510500,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2023-06-28,2024-06-26,0.10984704438238957,0.25337866757160976,-0.05088067115418826,0.10984704438238957,10.984704438238959,4.743321027620258,True,True,True
510500,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2023-07-26,2024-07-24,0.13661730410156137,0.2626435127955762,-0.10276086594789871,0.13661730410156137,13.661730410156137,4.743321027620258,True,True,True
510500,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2023-08-23,2024-08-28,0.13414687106270562,0.26010843528007516,-0.08048542152231677,0.13414687106270562,13.414687106270561,4.743321027620258,True,True,True
510500,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2023-09-27,2024-09-25,0.08697166933965483,0.2534671938924293,-0.08204337833189841,0.08697166933965483,8.697166933965484,7.865937052138649,True,True,True
510500,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2023-10-25,2024-10-23,-0.13481812442249924,0.2537924892615009,-0.029621033691805645,-0.13481812442249924,-13.481812442249925,27.970902769986143,False,False,False
510500,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2023-11-22,2024-11-27,-0.09611584132226518,0.2875009747817258,-0.02308435843650676,-0.09611584132226517,-9.611584132226518,26.17419891046538,False,False,False
510500,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2023-12-27,2024-12-25,-0.0846367934599537,0.3038055588735206,0.046723530241294955,-0.0846367934599537,-8.46367934599537,26.17419891046538,False,False,False
