option_code,underlying_etf,option_type,strike,expiry
90000749.SZ,159919,P,4.833,2022-03-23
90000750.SZ,159919,P,4.931,2022-03-23
90000751.SZ,159919,P,5.178,2022-03-23
90000752.SZ,159919,P,5.424,2022-03-23
90000753.SZ,159919,C,5.671,2022-03-23
90000754.SZ,159919,P,5.671,2022-03-23
90000755.SZ,159919,C,5.917,2022-03-23
90000756.SZ,159919,P,5.917,2022-03-23
90000757.SZ,159919,C,4.537,2021-10-27
90000758.SZ,159919,C,4.635,2021-10-27
90000759.SZ,159919,C,4.734,2021-10-27
90000760.SZ,159919,C,4.833,2021-10-27
90000761.SZ,159919,C,4.931,2021-10-27
90000762.SZ,159919,C,5.178,2021-10-27
90000763.SZ,159919,C,5.424,2021-10-27
90000764.SZ,159919,C,5.671,2021-10-27
90000765.SZ,159919,C,5.917,2021-10-27
90000766.SZ,159919,P,4.537,2021-10-27
90000767.SZ,159919,P,4.635,2021-10-27
90000768.SZ,159919,P,4.734,2021-10-27
90000769.SZ,159919,P,4.833,2021-10-27
90000770.SZ,159919,P,4.931,2021-10-27
90000771.SZ,159919,P,5.178,2021-10-27
90000772.SZ,159919,P,5.424,2021-10-27
90000773.SZ,159919,P,5.671,2021-10-27
90000774.SZ,159919,P,5.917,2021-10-27
90000775.SZ,159919,C,4.438,2021-10-27
90000776.SZ,159919,P,4.438,2021-10-27
90000777.SZ,159919,C,4.6,2021-09-22
90000778.SZ,159919,C,4.7,2021-09-22
90000779.SZ,159919,C,4.8,2021-09-22
90000780.SZ,159919,C,4.9,2021-09-22
90000781.SZ,159919,C,5.0,2021-09-22
90000782.SZ,159919,C,5.25,2021-09-22
90000783.SZ,159919,C,5.5,2021-09-22
90000784.SZ,159919,C,5.75,2021-09-22
90000785.SZ,159919,C,6.0,2021-09-22
90000786.SZ,159919,P,4.6,2021-09-22
90000787.SZ,159919,P,4.7,2021-09-22
90000788.SZ,159919,P,4.8,2021-09-22
90000789.SZ,159919,P,4.9,2021-09-22
90000790.SZ,159919,P,5.0,2021-09-22
90000791.SZ,159919,P,5.25,2021-09-22
90000792.SZ,159919,P,5.5,2021-09-22
90000793.SZ,159919,P,5.75,2021-09-22
90000794.SZ,159919,P,6.0,2021-09-22
90000795.SZ,159919,C,4.6,2021-10-27
90000796.SZ,159919,C,4.7,2021-10-27
90000797.SZ,159919,C,4.8,2021-10-27
90000798.SZ,159919,C,4.9,2021-10-27
90000799.SZ,159919,C,5.0,2021-10-27
90000800.SZ,159919,C,5.25,2021-10-27
90000801.SZ,159919,C,5.5,2021-10-27
90000802.SZ,159919,C,5.75,2021-10-27
90000803.SZ,159919,C,6.0,2021-10-27
90000804.SZ,159919,P,4.6,2021-10-27
90000805.SZ,159919,P,4.7,2021-10-27
90000806.SZ,159919,P,4.8,2021-10-27
90000807.SZ,159919,P,4.9,2021-10-27
90000808.SZ,159919,P,5.0,2021-10-27
90000809.SZ,159919,P,5.25,2021-10-27
90000810.SZ,159919,P,5.5,2021-10-27
90000811.SZ,159919,P,5.75,2021-10-27
90000812.SZ,159919,P,6.0,2021-10-27
90000813.SZ,159919,C,4.6,2021-12-22
90000814.SZ,159919,C,4.7,2021-12-22
90000815.SZ,159919,C,4.8,2021-12-22
90000816.SZ,159919,C,4.9,2021-12-22
90000817.SZ,159919,C,5.0,2021-12-22
90000818.SZ,159919,C,5.25,2021-12-22
90000819.SZ,159919,C,5.5,2021-12-22
90000820.SZ,159919,C,5.75,2021-12-22
90000821.SZ,159919,C,6.0,2021-12-22
90000822.SZ,159919,P,4.6,2021-12-22
90000823.SZ,159919,P,4.7,2021-12-22
90000824.SZ,159919,P,4.8,2021-12-22
90000825.SZ,159919,P,4.9,2021-12-22
90000826.SZ,159919,P,5.0,2021-12-22
90000827.SZ,159919,P,5.25,2021-12-22
90000828.SZ,159919,P,5.5,2021-12-22
90000829.SZ,159919,P,5.75,2021-12-22
90000830.SZ,159919,P,6.0,2021-12-22
90000831.SZ,159919,C,4.6,2022-03-23
90000832.SZ,159919,C,4.7,2022-03-23
90000833.SZ,159919,C,4.8,2022-03-23
90000834.SZ,159919,C,4.9,2022-03-23
90000835.SZ,159919,C,5.0,2022-03-23
90000836.SZ,159919,C,5.25,2022-03-23
90000837.SZ,159919,C,5.5,2022-03-23
90000838.SZ,159919,C,5.75,2022-03-23
90000839.SZ,159919,C,6.0,2022-03-23
90000840.SZ,159919,P,4.6,2022-03-23
90000841.SZ,159919,P,4.7,2022-03-23
90000842.SZ,159919,P,4.8,2022-03-23
90000843.SZ,159919,P,4.9,2022-03-23
90000844.SZ,159919,P,5.0,2022-03-23
90000845.SZ,159919,P,5.25,2022-03-23
90000846.SZ,159919,P,5.5,2022-03-23
90000847.SZ,159919,P,5.75,2022-03-23
90000848.SZ,159919,P,6.0,2022-03-23
90000849.SZ,159919,C,4.5,2021-09-22
90000850.SZ,159919,P,4.5,2021-09-22
90000851.SZ,159919,C,4.5,2021-10-27
90000852.SZ,159919,P,4.5,2021-10-27
90000853.SZ,159919,C,4.5,2021-12-22
90000854.SZ,159919,P,4.5,2021-12-22
90000855.SZ,159919,C,4.5,2022-03-23
90000856.SZ,159919,P,4.5,2022-03-23
90000857.SZ,159919,C,4.4,2021-09-22
90000858.SZ,159919,P,4.4,2021-09-22
90000859.SZ,159919,C,4.4,2021-10-27
90000860.SZ,159919,P,4.4,2021-10-27
90000861.SZ,159919,C,4.4,2021-12-22
90000862.SZ,159919,P,4.4,2021-12-22
90000863.SZ,159919,C,4.4,2022-03-23
90000864.SZ,159919,P,4.4,2022-03-23
90000865.SZ,159919,C,4.4,2021-11-24
90000866.SZ,159919,C,4.5,2021-11-24
90000867.SZ,159919,C,4.6,2021-11-24
90000868.SZ,159919,C,4.7,2021-11-24
90000869.SZ,159919,C,4.8,2021-11-24
90000870.SZ,159919,C,4.9,2021-11-24
90000871.SZ,159919,C,5.0,2021-11-24
90000872.SZ,159919,C,5.25,2021-11-24
90000873.SZ,159919,C,5.5,2021-11-24
90000874.SZ,159919,P,4.4,2021-11-24
90000875.SZ,159919,P,4.5,2021-11-24
90000876.SZ,159919,P,4.6,2021-11-24
90000877.SZ,159919,P,4.7,2021-11-24
90000878.SZ,159919,P,4.8,2021-11-24
90000879.SZ,159919,P,4.9,2021-11-24
90000880.SZ,159919,P,5.0,2021-11-24
90000881.SZ,159919,P,5.25,2021-11-24
90000882.SZ,159919,P,5.5,2021-11-24
90000883.SZ,159919,C,5.75,2021-11-24
90000884.SZ,159919,P,5.75,2021-11-24
90000885.SZ,159919,C,6.0,2021-11-24
90000886.SZ,159919,P,6.0,2021-11-24
90000887.SZ,159919,C,4.5,2022-06-22
90000888.SZ,159919,C,4.6,2022-06-22
90000889.SZ,159919,C,4.7,2022-06-22
90000890.SZ,159919,C,4.8,2022-06-22
90000891.SZ,159919,C,4.9,2022-06-22
90000892.SZ,159919,C,5.0,2022-06-22
90000893.SZ,159919,C,5.25,2022-06-22
90000894.SZ,159919,C,5.5,2022-06-22
90000895.SZ,159919,C,5.75,2022-06-22
90000896.SZ,159919,P,4.5,2022-06-22
90000897.SZ,159919,P,4.6,2022-06-22
90000898.SZ,159919,P,4.7,2022-06-22
90000899.SZ,159919,P,4.8,2022-06-22
90000900.SZ,159919,P,4.9,2022-06-22
90000901.SZ,159919,P,5.0,2022-06-22
90000902.SZ,159919,P,5.25,2022-06-22
90000903.SZ,159919,P,5.5,2022-06-22
90000904.SZ,159919,P,5.75,2022-06-22
90000905.SZ,159919,C,4.4,2022-06-22
90000906.SZ,159919,P,4.4,2022-06-22
90000907.SZ,159919,C,4.5,2022-01-26
90000908.SZ,159919,C,4.6,2022-01-26
90000909.SZ,159919,C,4.7,2022-01-26
90000910.SZ,159919,C,4.8,2022-01-26
90000911.SZ,159919,C,4.9,2022-01-26
90000912.SZ,159919,C,5.0,2022-01-26
90000913.SZ,159919,C,5.25,2022-01-26
90000914.SZ,159919,C,5.5,2022-01-26
90000915.SZ,159919,C,5.75,2022-01-26
90000916.SZ,159919,P,4.5,2022-01-26
90000917.SZ,159919,P,4.6,2022-01-26
90000918.SZ,159919,P,4.7,2022-01-26
90000919.SZ,159919,P,4.8,2022-01-26
90000920.SZ,159919,P,4.9,2022-01-26
90000921.SZ,159919,P,5.0,2022-01-26
90000922.SZ,159919,P,5.25,2022-01-26
90000923.SZ,159919,P,5.5,2022-01-26
90000924.SZ,159919,P,5.75,2022-01-26
90000925.SZ,159919,C,4.4,2022-01-26
90000926.SZ,159919,P,4.4,2022-01-26
90000927.SZ,159919,C,6.0,2022-01-26
90000928.SZ,159919,P,6.0,2022-01-26
90000929.SZ,159919,C,6.0,2022-06-22
90000930.SZ,159919,P,6.0,2022-06-22
90000931.SZ,159919,C,4.5,2022-02-23
90000932.SZ,159919,C,4.6,2022-02-23
90000933.SZ,159919,C,4.7,2022-02-23
90000934.SZ,159919,C,4.8,2022-02-23
90000935.SZ,159919,C,4.9,2022-02-23
90000936.SZ,159919,C,5.0,2022-02-23
90000937.SZ,159919,C,5.25,2022-02-23
90000938.SZ,159919,C,5.5,2022-02-23
90000939.SZ,159919,C,5.75,2022-02-23
90000940.SZ,159919,P,4.5,2022-02-23
90000941.SZ,159919,P,4.6,2022-02-23
90000942.SZ,159919,P,4.7,2022-02-23
90000943.SZ,159919,P,4.8,2022-02-23
90000944.SZ,159919,P,4.9,2022-02-23
90000945.SZ,159919,P,5.0,2022-02-23
90000946.SZ,159919,P,5.25,2022-02-23
90000947.SZ,159919,P,5.5,2022-02-23
90000948.SZ,159919,P,5.75,2022-02-23
90000949.SZ,159919,C,6.0,2022-02-23
90000950.SZ,159919,P,6.0,2022-02-23
90000951.SZ,159919,C,4.4,2022-02-23
90000952.SZ,159919,P,4.4,2022-02-23
90000953.SZ,159919,C,4.3,2022-01-26
90000954.SZ,159919,P,4.3,2022-01-26
90000955.SZ,159919,C,4.3,2022-02-23
90000956.SZ,159919,P,4.3,2022-02-23
90000957.SZ,159919,C,4.3,2022-03-23
90000958.SZ,159919,P,4.3,2022-03-23
90000959.SZ,159919,C,4.3,2022-06-22
90000960.SZ,159919,P,4.3,2022-06-22
90000961.SZ,159919,C,4.3,2022-09-28
90000962.SZ,159919,C,4.4,2022-09-28
90000963.SZ,159919,C,4.5,2022-09-28
90000964.SZ,159919,C,4.6,2022-09-28
90000965.SZ,159919,C,4.7,2022-09-28
90000966.SZ,159919,C,4.8,2022-09-28
90000967.SZ,159919,C,4.9,2022-09-28
90000968.SZ,159919,C,5.0,2022-09-28
90000969.SZ,159919,C,5.25,2022-09-28
90000970.SZ,159919,P,4.3,2022-09-28
90000971.SZ,159919,P,4.4,2022-09-28
90000972.SZ,159919,P,4.5,2022-09-28
90000973.SZ,159919,P,4.6,2022-09-28
90000974.SZ,159919,P,4.7,2022-09-28
90000975.SZ,159919,P,4.8,2022-09-28
90000976.SZ,159919,P,4.9,2022-09-28
90000977.SZ,159919,P,5.0,2022-09-28
90000978.SZ,159919,P,5.25,2022-09-28
90000979.SZ,159919,C,4.2,2022-02-23
90000980.SZ,159919,P,4.2,2022-02-23
90000981.SZ,159919,C,4.2,2022-03-23
90000982.SZ,159919,P,4.2,2022-03-23
90000983.SZ,159919,C,4.2,2022-06-22
90000984.SZ,159919,P,4.2,2022-06-22
90000985.SZ,159919,C,4.2,2022-09-28
90000986.SZ,159919,P,4.2,2022-09-28
90000987.SZ,159919,C,4.2,2022-04-27
90000988.SZ,159919,C,4.3,2022-04-27
90000989.SZ,159919,C,4.4,2022-04-27
90000990.SZ,159919,C,4.5,2022-04-27
90000991.SZ,159919,C,4.6,2022-04-27
90000992.SZ,159919,C,4.7,2022-04-27
90000993.SZ,159919,C,4.8,2022-04-27
90000994.SZ,159919,C,4.9,2022-04-27
90000995.SZ,159919,C,5.0,2022-04-27
90000996.SZ,159919,P,4.2,2022-04-27
90000997.SZ,159919,P,4.3,2022-04-27
90000998.SZ,159919,P,4.4,2022-04-27
90000999.SZ,159919,P,4.5,2022-04-27
90001000.SZ,159919,P,4.6,2022-04-27
90001001.SZ,159919,P,4.7,2022-04-27
90001002.SZ,159919,P,4.8,2022-04-27
90001003.SZ,159919,P,4.9,2022-04-27
90001004.SZ,159919,P,5.0,2022-04-27
90001005.SZ,159919,C,4.1,2022-03-23
90001006.SZ,159919,P,4.1,2022-03-23
90001007.SZ,159919,C,4.1,2022-04-27
90001008.SZ,159919,P,4.1,2022-04-27
90001009.SZ,159919,C,4.1,2022-06-22
90001010.SZ,159919,P,4.1,2022-06-22
90001011.SZ,159919,C,4.1,2022-09-28
90001012.SZ,159919,P,4.1,2022-09-28
90001013.SZ,159919,C,3.9,2022-03-23
90001014.SZ,159919,C,4.0,2022-03-23
90001015.SZ,159919,P,3.9,2022-03-23
90001016.SZ,159919,P,4.0,2022-03-23
90001017.SZ,159919,C,3.9,2022-04-27
90001018.SZ,159919,C,4.0,2022-04-27
90001019.SZ,159919,P,3.9,2022-04-27
90001020.SZ,159919,P,4.0,2022-04-27
90001021.SZ,159919,C,3.9,2022-06-22
90001022.SZ,159919,C,4.0,2022-06-22
90001023.SZ,159919,P,3.9,2022-06-22
90001024.SZ,159919,P,4.0,2022-06-22
90001025.SZ,159919,C,3.9,2022-09-28
90001026.SZ,159919,C,4.0,2022-09-28
90001027.SZ,159919,P,3.9,2022-09-28
90001028.SZ,159919,P,4.0,2022-09-28
90001029.SZ,159919,C,3.8,2022-03-23
90001030.SZ,159919,P,3.8,2022-03-23
90001031.SZ,159919,C,3.8,2022-04-27
90001032.SZ,159919,P,3.8,2022-04-27
90001033.SZ,159919,C,3.8,2022-06-22
