etf_code,implementation_name,p95_short_call_mtm_loss,p99_short_call_mtm_loss,max_short_call_mtm_loss,mean_short_call_mtm_loss,stress_obs
510050,D28_Q100,0.013071895424836603,0.0792741935483874,0.16669354838709677,0.0031644612757612558,881
510050,D35_Q80,0.01338217338217338,0.06341935483870992,0.13335483870967743,0.003127524123152157,881
510050,D40_Q70,0.015096350963509635,0.06449032258064534,0.12523790322580644,0.0031904019926440427,881
510050,D50_Q56,0.015251371410132301,0.051592258064516276,0.10019032258064517,0.0032143052881614016,881
510300,D28_Q100,0.011911220715166461,0.09258491652274094,0.21718480138169255,0.0032570695062472507,881
510300,D35_Q80,0.013025903785937943,0.0908324697754753,0.19067357512953367,0.0035438068321239314,881
510300,D40_Q70,0.01199124162802679,0.07947841105354088,0.16683937823834197,0.0034828783544454582,881
510300,D50_Q56,0.014846975088967974,0.06358272884283271,0.13347150259067359,0.0036222541956436806,881
