etf_code,coverage,coverage_label,delta_rule,nearest_moneyness_rule,delta_avg_realized_moneyness,nearest_avg_realized_moneyness,delta_sharpe_range,nearest_moneyness_sharpe_range,moneyness_median_sharpe_range,delta_option_leg_range,nearest_moneyness_option_leg_range,moneyness_median_option_leg_range,delta_sharpe_range_minus_nearest,delta_option_range_minus_nearest,delta_sharpe_range_minus_moneyness_median,delta_option_range_minus_moneyness_median,delta_less_phase_sensitive_than_nearest,delta_less_phase_sensitive_than_moneyness_median
510050,0.7,Q70,D40,OTM1,0.013834601321291688,0.011024920257050031,0.03100537046436469,0.04796737331357137,0.029344680628647923,0.0059858218617732896,0.008506421686777883,0.006003603665174247,-0.01696200284920668,-0.0025205998250045934,0.0016606898357167665,-1.778180340095744e-05,True,False
510300,0.7,Q70,D40,OTM1,0.014209446077329024,0.007870870626854168,0.013506393318028276,0.019758512575245635,0.012099797562919234,0.0017251208614229427,0.004924560196615439,0.0017421124263402596,-0.006252119257217359,-0.0031994393351924963,0.0014065957551090413,-1.6991564917316973e-05,True,False
