etf_code,strategy_name,strategy_label,delta_buyback_threshold,delta_buyback_label,early_close_rule,early_close_parameter,early_close_label,cycle_count,selected_cycle_count,buyback_count,buyback_rate,baseline_assignment_count,residual_assignment_count,baseline_net_option_yield_sum,delta_buyback_net_option_yield_sum,net_option_yield_change_sum,baseline_strategy_return_sum,delta_buyback_strategy_return_sum,strategy_return_change_sum,baseline_upside_cost_sum,delta_buyback_close_cost_sum,added_buyback_cost_sum,triggered_cycle_strategy_change_median
510500,ATM_Q100,ATM / Q100,0.7,Delta >= 0.70,delta,0.7,Delta >= 0.70,44,44,33,0.75,24,0,-0.369820489898983,-0.2723456999415874,0.09747478995739564,0.12248028065631583,0.2199550706137119,0.09747478995739599,1.247448504233549,1.1213785609713844,0.0285951533047703,-0.011372004112918437
510500,ATM_Q100,ATM / Q100,0.8,Delta >= 0.80,delta,0.8,Delta >= 0.80,44,44,29,0.6590909090909091,24,2,-0.369820489898983,-0.4322287675273589,-0.0624082776283759,0.12248028065631583,0.06007200302794051,-0.062408277628375294,1.247448504233549,1.2785927959090784,0.03126398595284769,-0.007338957055214639
510500,ATM_Q100,ATM / Q100,0.9,Delta >= 0.90,delta,0.9,Delta >= 0.90,44,44,25,0.5681818181818182,24,6,-0.369820489898983,-0.54420429609781,-0.17438380619882687,0.12248028065631583,-0.051903525542510605,-0.1743838061988264,1.247448504233549,1.3907826212866898,0.031049689145686815,-0.009243384181727658
510500,BuyHold,ETF BuyHold,0.7,Delta >= 0.70,delta,0.7,Delta >= 0.70,44,0,0,,0,0,0.0,0.0,0.0,0.49230077055529897,0.49230077055529897,0.0,0.0,0.0,0.0,
510500,BuyHold,ETF BuyHold,0.8,Delta >= 0.80,delta,0.8,Delta >= 0.80,44,0,0,,0,0,0.0,0.0,0.0,0.49230077055529897,0.49230077055529897,0.0,0.0,0.0,0.0,
510500,BuyHold,ETF BuyHold,0.9,Delta >= 0.90,delta,0.9,Delta >= 0.90,44,0,0,,0,0,0.0,0.0,0.0,0.49230077055529897,0.49230077055529897,0.0,0.0,0.0,0.0,
510500,D10_Q100,D10 / Q100,0.7,Delta >= 0.70,delta,0.7,Delta >= 0.70,44,44,2,0.045454545454545456,3,1,-0.0998277662489939,-0.020888959770222048,0.07893880647877186,0.39247300430630716,0.47141181078507916,0.07893880647877194,0.2039698722844454,0.12212490254469277,0.002906163260980761,0.03946940323938597
510500,D10_Q100,D10 / Q100,0.8,Delta >= 0.80,delta,0.8,Delta >= 0.80,44,44,2,0.045454545454545456,3,1,-0.0998277662489939,-0.11926340512140304,-0.019435638872409164,0.39247300430630716,0.3730373654338982,-0.019435638872409067,0.2039698722844454,0.2180531768998181,0.005352334257036457,-0.009717819436204533
510500,D10_Q100,D10 / Q100,0.9,Delta >= 0.90,delta,0.9,Delta >= 0.90,44,44,2,0.045454545454545456,3,1,-0.0998277662489939,-0.16065332331485005,-0.06082555706585617,0.39247300430630716,0.33164744724045114,-0.06082555706585607,0.2039698722844454,0.25841389673740656,0.006381532612894963,-0.030412778532928036
510500,D20_Q100,D20 / Q100,0.7,Delta >= 0.70,delta,0.7,Delta >= 0.70,44,44,4,0.09090909090909091,10,6,-0.12486788870424537,-0.004415212950873225,0.12045267575337215,0.36743288185105516,0.4878855576044274,0.12045267575337228,0.3656353313895928,0.24018367226245976,0.004998983373760847,0.03100927496268966
510500,D20_Q100,D20 / Q100,0.8,Delta >= 0.80,delta,0.8,Delta >= 0.80,44,44,3,0.06818181818181818,10,7,-0.12486788870424537,0.0013677815203234451,0.12623567022456883,0.36743288185105516,0.4936685520756241,0.12623567022456894,0.3656353313895928,0.23474404322732506,0.004655617937698781,0.05955665997322619
510500,D20_Q100,D20 / Q100,0.9,Delta >= 0.90,delta,0.9,Delta >= 0.90,44,44,2,0.045454545454545456,10,8,-0.12486788870424537,-0.17262044557623799,-0.04775255687199256,0.36743288185105516,0.3196803249790627,-0.04775255687199255,0.3656353313895928,0.40521096198177253,0.00817692627981279,-0.023876278435996275
510500,D30_Q100,D30 / Q100,0.7,Delta >= 0.70,delta,0.7,Delta >= 0.70,44,44,13,0.29545454545454547,14,4,-0.31462606748172034,-0.13142434829548177,0.1832017191862386,0.1776747030735796,0.3608764222598184,0.18320171918623882,0.7219018929515474,0.5273898071265224,0.011310366638786514,0.01055951832831599
510500,D30_Q100,D30 / Q100,0.8,Delta >= 0.80,delta,0.8,Delta >= 0.80,44,44,10,0.22727272727272727,14,5,-0.31462606748172034,-0.08961078485559652,0.22501528262612383,0.1776747030735796,0.4026899856997035,0.22501528262612397,0.7219018929515474,0.4873337282404663,0.009552882084957269,0.022754545033741205
510500,D30_Q100,D30 / Q100,0.9,Delta >= 0.90,delta,0.9,Delta >= 0.90,44,44,8,0.18181818181818182,14,6,-0.31462606748172034,-0.3097003409076118,0.00492572657410861,0.1776747030735796,0.18260042964768844,0.004925726574108856,0.7219018929515474,0.7030859852991294,0.013890181078309347,0.007887125251442874
510500,D40_Q100,D40 / Q100,0.7,Delta >= 0.70,delta,0.7,Delta >= 0.70,44,44,24,0.5454545454545454,19,2,-0.3722467963497739,-0.29236798151800625,0.07987881483176765,0.1200539742055255,0.19993278903729336,0.07987881483176781,0.9775479315665963,0.8771399943742063,0.02052912236062309,-0.004625506665877582
510500,D40_Q100,D40 / Q100,0.8,Delta >= 0.80,delta,0.8,Delta >= 0.80,44,44,18,0.4090909090909091,19,4,-0.3722467963497739,-0.28656631494969614,0.08568048140007775,0.1200539742055255,0.2057344556056035,0.08568048140007797,0.9775479315665963,0.8723476842010796,0.019519765965439216,-0.0016935813551006498
510500,D40_Q100,D40 / Q100,0.9,Delta >= 0.90,delta,0.9,Delta >= 0.90,44,44,13,0.29545454545454547,19,7,-0.3722467963497739,-0.40853288188234826,-0.036286085532574314,0.1200539742055255,0.08376788867295148,-0.036286085532574036,0.9775479315665963,0.9941704586222359,0.01966355847693486,-0.006658340626640998
510500,D50_Q100,D50 / Q100,0.7,Delta >= 0.70,delta,0.7,Delta >= 0.70,44,44,32,0.7272727272727273,23,0,-0.39851142959237973,-0.28747376861699,0.11103766097538978,0.0937893409629193,0.20482700193830938,0.1110376609753901,1.2225720346475888,1.0838950498997568,0.027639323772443797,-0.00940310272333755
510500,D50_Q100,D50 / Q100,0.8,Delta >= 0.80,delta,0.8,Delta >= 0.80,44,44,28,0.6363636363636364,23,2,-0.39851142959237973,-0.4014381503664492,-0.002926720774069448,0.0937893409629193,0.09086262018885022,-0.0029267207740689555,1.2225720346475888,1.1963324093266636,0.029166346094996114,-0.00660622125379305
510500,D50_Q100,D50 / Q100,0.9,Delta >= 0.90,delta,0.9,Delta >= 0.90,44,44,22,0.5,23,6,-0.39851142959237973,-0.38275798468346817,0.015753444908911632,0.0937893409629193,0.10954278587183142,0.015753444908912152,1.2225720346475888,1.1811154143693827,0.02570317536929548,-0.007519471209607288
588000,ATM_Q100,ATM / Q100,0.7,Delta >= 0.70,delta,0.7,Delta >= 0.70,35,35,20,0.5714285714285714,15,4,-0.6396721136913077,-0.1262662706793064,0.5134058430120014,0.1642640019008195,0.6776698449128213,0.5134058430120019,1.7126639619541637,1.1712002135871644,0.02805790535499845,-0.026653449121817288
588000,ATM_Q100,ATM / Q100,0.8,Delta >= 0.80,delta,0.8,Delta >= 0.80,35,35,15,0.42857142857142855,15,4,-0.6396721136913077,-0.018117213953146846,0.621554899738161,0.1642640019008195,0.785818901638981,0.6215548997381617,1.7126639619541637,1.0657403825523915,0.025368679663611737,0.0018108504398826955
