etf_code,sleeve_name,classification,annualized_return_cagr,sharpe_daily_mean,max_drawdown,annualized_volatility,option_leg_annualized_pnl_contribution,premium_capture_ratio_agg,payoff_burden_agg,p99_short_call_mtm_loss,beats_buyhold_sharpe,improves_buyhold_mdd,option_leg_positive,return_not_materially_worse,recommendation_status,reason,caveat
510050,510050_ETF_BuyHold,Pure ETF Preferred,0.0369531891288013,0.30252811798423157,0.21586521586521545,0.16450411657033476,0.0,,,0.0,False,False,False,True,rejected,ETF-only baseline for comparison.,No option leg.
510050,510050_DTE30_D40_Q50_Hold,Positive Carry Overlay,0.04983423212948823,0.43942657819319386,0.16705213882879033,0.1298285417741345,0.0072747243447271424,0.08812541151942675,0.8863745884805773,0.04606451612903237,True,True,True,True,backup_for_portfolio_layer,Net option leg is positive while Sharpe improves and max drawdown is lower than BuyHold.,This is structural risk compensation with path and sample risk.
510050,510050_DTE30_D40_Q70_Hold,Positive Carry Overlay,0.054365852652003666,0.5058925476248612,0.14697701092109272,0.1185297324025002,0.01018461408261801,0.0881254115194268,0.8863745884805772,0.06449032258064531,True,True,True,True,primary_for_portfolio_layer,Net option leg is positive while Sharpe improves and max drawdown is lower than BuyHold.,This is structural risk compensation with path and sample risk.
510050,510050_DTE30_D40_Q100_Hold,Stress / Diagnostic Only,0.060479472903560705,0.6076861114793295,0.11614354129247229,0.10586567921380673,0.014549448689454285,0.08812541151942675,0.8863745884805773,0.09212903225806474,True,True,True,True,diagnostic_only,"Q100 is retained as a stress diagnostic, not a default sleeve.",Do not promote Q100 by default.
510050,510050_DTE30_ATM_Q100_Hold,Stress / Diagnostic Only,0.06698118540802223,0.7522934099264679,0.09406153755849422,0.0917984089540148,0.019270319221135,0.06858707986726838,0.9059129201327344,0.09212903225806474,True,True,True,True,diagnostic_only,"Q100 is retained as a stress diagnostic, not a default sleeve.",Do not promote Q100 by default.
