portfolio_name,source_portfolio_name,universe_short,role,sample_start,sample_end,n_trading_days,cumulative_return,annualized_return_cagr,arithmetic_annualized_return,annualized_volatility,sharpe_daily_mean,cagr_vol_ratio,sortino_ratio,calmar_ratio,max_drawdown,max_drawdown_start,max_drawdown_trough,max_drawdown_recovery,drawdown_duration,monthly_win_rate,worst_month_return,best_month_return,n_obs,final_nav,option_leg_annualized_pnl_contribution
B_v31_D20_51030070_51005014_15991516,B_v31_D20_51030070_51005014_15991516,B,3.1 主线组合（D20 回撤预算）,2022-09-30,2026-05-27,881,0.38602696548720616,0.09798966867309944,0.10351666226467879,0.1415479286858574,0.7313188064688477,0.6922720069650159,1.2280092013406587,0.49105124989704024,0.19955079779075025,2023-01-30,2024-02-02,2024-10-08,408,0.5681818181818182,-0.0750636786397707,0.13846842206073573,881,1.3860269654872062,0.0016656313994060797
