ts_code,exchange,name,per_unit,opt_code,opt_type,call_put,exercise_type,exercise_price,s_month,maturity_date,list_price,list_date,delist_date,last_edate,last_ddate,quote_unit,min_price_chg
10011777.SH,SSE,科创50购7月1650,10000.0,OP588000.SH,ETF期权,C,欧式,1.65,202607,20260722,0.2179,20260601,20260722,20260722,20260723,人民币元,0.0001
10011778.SH,SSE,科创50沽7月1650,10000.0,OP588000.SH,ETF期权,P,欧式,1.65,202607,20260722,0.0559,20260601,20260722,20260722,20260723,人民币元,0.0001
10011779.SH,SSE,科创板50购7月1600,10000.0,OP588080.SH,ETF期权,C,欧式,1.6,202607,20260722,0.2136,20260601,20260722,20260722,20260723,人民币元,0.0001
10011780.SH,SSE,科创板50沽7月1600,10000.0,OP588080.SH,ETF期权,P,欧式,1.6,202607,20260722,0.0553,20260601,20260722,20260722,20260723,人民币元,0.0001
10011774.SH,SSE,华夏上证科创板50ETF期权2607认沽2.15,10000.0,OP588000.SH,ETF期权,P,欧式,2.15,202607,20260722,0.3084,20260529,20260722,20260722,20260723,人民币元,0.0001
10011772.SH,SSE,南方中证500ETF期权2607认沽9.75,10000.0,OP510500.SH,ETF期权,P,欧式,9.75,202607,20260722,1.2146,20260529,20260722,20260722,20260723,人民币元,0.0001
10011773.SH,SSE,华夏上证科创板50ETF期权2607认购2.15,10000.0,OP588000.SH,ETF期权,C,欧式,2.15,202607,20260722,0.0528,20260529,20260722,20260722,20260723,人民币元,0.0001
10011771.SH,SSE,南方中证500ETF期权2607认购9.75,10000.0,OP510500.SH,ETF期权,C,欧式,9.75,202607,20260722,0.0382,20260529,20260722,20260722,20260723,人民币元,0.0001
10011776.SH,SSE,易方达上证科创板50ETF期权2607认沽2.10,10000.0,OP588080.SH,ETF期权,P,欧式,2.1,202607,20260722,0.3147,20260529,20260722,20260722,20260723,人民币元,0.0001
10011775.SH,SSE,易方达上证科创板50ETF期权2607认购2.10,10000.0,OP588080.SH,ETF期权,C,欧式,2.1,202607,20260722,0.0513,20260529,20260722,20260722,20260723,人民币元,0.0001
10011735.SH,SSE,华夏上证科创板50ETF期权2607认购1.70,10000.0,OP588000.SH,ETF期权,C,欧式,1.7,202607,20260722,0.2187,20260528,20260722,20260722,20260723,人民币元,0.0001
10011714.SH,SSE,华泰柏瑞沪深300ETF期权2607认沽5.25,10000.0,OP510300.SH,ETF期权,P,欧式,5.25,202607,20260722,0.4029,20260528,20260722,20260722,20260723,人民币元,0.0001
10011752.SH,SSE,华夏上证科创板50ETF期权2607认沽2.10,10000.0,OP588000.SH,ETF期权,P,欧式,2.1,202607,20260722,0.3025,20260528,20260722,20260722,20260723,人民币元,0.0001
10011693.SH,SSE,华夏上证50ETF期权2607认沽2.95,10000.0,OP510050.SH,ETF期权,P,欧式,2.95,202607,20260722,0.0573,20260528,20260722,20260722,20260723,人民币元,0.0001
10011723.SH,SSE,南方中证500ETF期权2607认购9.00,10000.0,OP510500.SH,ETF期权,C,欧式,9.0,202607,20260722,0.1701,20260528,20260722,20260722,20260723,人民币元,0.0001
10011746.SH,SSE,华夏上证科创板50ETF期权2607认沽1.80,10000.0,OP588000.SH,ETF期权,P,欧式,1.8,202607,20260722,0.1002,20260528,20260722,20260722,20260723,人民币元,0.0001
10011745.SH,SSE,华夏上证科创板50ETF期权2607认沽1.75,10000.0,OP588000.SH,ETF期权,P,欧式,1.75,202607,20260722,0.0791,20260528,20260722,20260722,20260723,人民币元,0.0001
10011753.SH,SSE,易方达上证科创板50ETF期权2607认购1.65,10000.0,OP588080.SH,ETF期权,C,欧式,1.65,202607,20260722,0.2145,20260528,20260722,20260722,20260723,人民币元,0.0001
10011748.SH,SSE,华夏上证科创板50ETF期权2607认沽1.90,10000.0,OP588000.SH,ETF期权,P,欧式,1.9,202607,20260722,0.1558,20260528,20260722,20260722,20260723,人民币元,0.0001
10011768.SH,SSE,易方达上证科创板50ETF期权2607认沽1.95,10000.0,OP588080.SH,ETF期权,P,欧式,1.95,202607,20260722,0.2266,20260528,20260722,20260722,20260723,人民币元,0.0001
10011718.SH,SSE,南方中证500ETF期权2607认购7.75,10000.0,OP510500.SH,ETF期权,C,欧式,7.75,202607,20260722,0.8992,20260528,20260722,20260722,20260723,人民币元,0.0001
10011730.SH,SSE,南方中证500ETF期权2607认沽8.50,10000.0,OP510500.SH,ETF期权,P,欧式,8.5,202607,20260722,0.3527,20260528,20260722,20260722,20260723,人民币元,0.0001
10011721.SH,SSE,南方中证500ETF期权2607认购8.50,10000.0,OP510500.SH,ETF期权,C,欧式,8.5,202607,20260722,0.3595,20260528,20260722,20260722,20260723,人民币元,0.0001
10011741.SH,SSE,华夏上证科创板50ETF期权2607认购2.00,10000.0,OP588000.SH,ETF期权,C,欧式,2.0,202607,20260722,0.0877,20260528,20260722,20260722,20260723,人民币元,0.0001
10011692.SH,SSE,华夏上证50ETF期权2607认沽2.90,10000.0,OP510050.SH,ETF期权,P,欧式,2.9,202607,20260722,0.0419,20260528,20260722,20260722,20260723,人民币元,0.0001
10011716.SH,SSE,华泰柏瑞沪深300ETF期权2607认沽5.75,10000.0,OP510300.SH,ETF期权,P,欧式,5.75,202607,20260722,0.879,20260528,20260722,20260722,20260723,人民币元,0.0001
10011698.SH,SSE,华夏上证50ETF期权2607认沽3.40,10000.0,OP510050.SH,ETF期权,P,欧式,3.4,202607,20260722,0.4033,20260528,20260722,20260722,20260723,人民币元,0.0001
10011720.SH,SSE,南方中证500ETF期权2607认购8.25,10000.0,OP510500.SH,ETF期权,C,欧式,8.25,202607,20260722,0.5017,20260528,20260722,20260722,20260723,人民币元,0.0001
10011740.SH,SSE,华夏上证科创板50ETF期权2607认购1.95,10000.0,OP588000.SH,ETF期权,C,欧式,1.95,202607,20260722,0.1022,20260528,20260722,20260722,20260723,人民币元,0.0001
10011686.SH,SSE,华夏上证50ETF期权2607认购3.10,10000.0,OP510050.SH,ETF期权,C,欧式,3.1,202607,20260722,0.0471,20260528,20260722,20260722,20260723,人民币元,0.0001
10011713.SH,SSE,华泰柏瑞沪深300ETF期权2607认沽5.00,10000.0,OP510300.SH,ETF期权,P,欧式,5.0,202607,20260722,0.2045,20260528,20260722,20260722,20260723,人民币元,0.0001
10011731.SH,SSE,南方中证500ETF期权2607认沽8.75,10000.0,OP510500.SH,ETF期权,P,欧式,8.75,202607,20260722,0.4902,20260528,20260722,20260722,20260723,人民币元,0.0001
10011736.SH,SSE,华夏上证科创板50ETF期权2607认购1.75,10000.0,OP588000.SH,ETF期权,C,欧式,1.75,202607,20260722,0.1891,20260528,20260722,20260722,20260723,人民币元,0.0001
10011728.SH,SSE,南方中证500ETF期权2607认沽8.00,10000.0,OP510500.SH,ETF期权,P,欧式,8.0,202607,20260722,0.1706,20260528,20260722,20260722,20260723,人民币元,0.0001
10011705.SH,SSE,华泰柏瑞沪深300ETF期权2607认购5.25,10000.0,OP510300.SH,ETF期权,C,欧式,5.25,202607,20260722,0.0388,20260528,20260722,20260722,20260723,人民币元,0.0001
10011687.SH,SSE,华夏上证50ETF期权2607认购3.20,10000.0,OP510050.SH,ETF期权,C,欧式,3.2,202607,20260722,0.0256,20260528,20260722,20260722,20260723,人民币元,0.0001
10011712.SH,SSE,华泰柏瑞沪深300ETF期权2607认沽4.90,10000.0,OP510300.SH,ETF期权,P,欧式,4.9,202607,20260722,0.1477,20260528,20260722,20260722,20260723,人民币元,0.0001
10011739.SH,SSE,华夏上证科创板50ETF期权2607认购1.90,10000.0,OP588000.SH,ETF期权,C,欧式,1.9,202607,20260722,0.1199,20260528,20260722,20260722,20260723,人民币元,0.0001
10011761.SH,SSE,易方达上证科创板50ETF期权2607认购2.05,10000.0,OP588080.SH,ETF期权,C,欧式,2.05,202607,20260722,0.0619,20260528,20260722,20260722,20260723,人民币元,0.0001
10011699.SH,SSE,华泰柏瑞沪深300ETF期权2607认购4.50,10000.0,OP510300.SH,ETF期权,C,欧式,4.5,202607,20260722,0.4429,20260528,20260722,20260722,20260723,人民币元,0.0001
10011706.SH,SSE,华泰柏瑞沪深300ETF期权2607认购5.50,10000.0,OP510300.SH,ETF期权,C,欧式,5.5,202607,20260722,0.0217,20260528,20260722,20260722,20260723,人民币元,0.0001
10011685.SH,SSE,华夏上证50ETF期权2607认购3.00,10000.0,OP510050.SH,ETF期权,C,欧式,3.0,202607,20260722,0.0871,20260528,20260722,20260722,20260723,人民币元,0.0001
10011734.SH,SSE,南方中证500ETF期权2607认沽9.50,10000.0,OP510500.SH,ETF期权,P,欧式,9.5,202607,20260722,1.0714,20260528,20260722,20260722,20260723,人民币元,0.0001
10011747.SH,SSE,华夏上证科创板50ETF期权2607认沽1.85,10000.0,OP588000.SH,ETF期权,P,欧式,1.85,202607,20260722,0.1275,20260528,20260722,20260722,20260723,人民币元,0.0001
10011702.SH,SSE,华泰柏瑞沪深300ETF期权2607认购4.80,10000.0,OP510300.SH,ETF期权,C,欧式,4.8,202607,20260722,0.1925,20260528,20260722,20260722,20260723,人民币元,0.0001
10011729.SH,SSE,南方中证500ETF期权2607认沽8.25,10000.0,OP510500.SH,ETF期权,P,欧式,8.25,202607,20260722,0.2389,20260528,20260722,20260722,20260723,人民币元,0.0001
10011754.SH,SSE,易方达上证科创板50ETF期权2607认购1.70,10000.0,OP588080.SH,ETF期权,C,欧式,1.7,202607,20260722,0.1822,20260528,20260722,20260722,20260723,人民币元,0.0001
10011719.SH,SSE,南方中证500ETF期权2607认购8.00,10000.0,OP510500.SH,ETF期权,C,欧式,8.0,202607,20260722,0.6639,20260528,20260722,20260722,20260723,人民币元,0.0001
10011749.SH,SSE,华夏上证科创板50ETF期权2607认沽1.95,10000.0,OP588000.SH,ETF期权,P,欧式,1.95,202607,20260722,0.1876,20260528,20260722,20260722,20260723,人民币元,0.0001
10011756.SH,SSE,易方达上证科创板50ETF期权2607认购1.80,10000.0,OP588080.SH,ETF期权,C,欧式,1.8,202607,20260722,0.1339,20260528,20260722,20260722,20260723,人民币元,0.0001
10011722.SH,SSE,南方中证500ETF期权2607认购8.75,10000.0,OP510500.SH,ETF期权,C,欧式,8.75,202607,20260722,0.25,20260528,20260722,20260722,20260723,人民币元,0.0001
10011701.SH,SSE,华泰柏瑞沪深300ETF期权2607认购4.70,10000.0,OP510300.SH,ETF期权,C,欧式,4.7,202607,20260722,0.2533,20260528,20260722,20260722,20260723,人民币元,0.0001
10011766.SH,SSE,易方达上证科创板50ETF期权2607认沽1.85,10000.0,OP588080.SH,ETF期权,P,欧式,1.85,202607,20260722,0.1553,20260528,20260722,20260722,20260723,人民币元,0.0001
10011743.SH,SSE,华夏上证科创板50ETF期权2607认购2.10,10000.0,OP588000.SH,ETF期权,C,欧式,2.1,202607,20260722,0.0643,20260528,20260722,20260722,20260723,人民币元,0.0001
10011770.SH,SSE,易方达上证科创板50ETF期权2607认沽2.05,10000.0,OP588080.SH,ETF期权,P,欧式,2.05,202607,20260722,0.304,20260528,20260722,20260722,20260723,人民币元,0.0001
10011683.SH,SSE,华夏上证50ETF期权2607认购2.90,10000.0,OP510050.SH,ETF期权,C,欧式,2.9,202607,20260722,0.1508,20260528,20260722,20260722,20260723,人民币元,0.0001
10011696.SH,SSE,华夏上证50ETF期权2607认沽3.20,10000.0,OP510050.SH,ETF期权,P,欧式,3.2,202607,20260722,0.2165,20260528,20260722,20260722,20260723,人民币元,0.0001
10011682.SH,SSE,华夏上证50ETF期权2607认购2.85,10000.0,OP510050.SH,ETF期权,C,欧式,2.85,202607,20260722,0.19,20260528,20260722,20260722,20260723,人民币元,0.0001
10011764.SH,SSE,易方达上证科创板50ETF期权2607认沽1.75,10000.0,OP588080.SH,ETF期权,P,欧式,1.75,202607,20260722,0.1001,20260528,20260722,20260722,20260723,人民币元,0.0001
10011755.SH,SSE,易方达上证科创板50ETF期权2607认购1.75,10000.0,OP588080.SH,ETF期权,C,欧式,1.75,202607,20260722,0.1566,20260528,20260722,20260722,20260723,人民币元,0.0001
10011726.SH,SSE,南方中证500ETF期权2607认沽7.50,10000.0,OP510500.SH,ETF期权,P,欧式,7.5,202607,20260722,0.081,20260528,20260722,20260722,20260723,人民币元,0.0001
10011744.SH,SSE,华夏上证科创板50ETF期权2607认沽1.70,10000.0,OP588000.SH,ETF期权,P,欧式,1.7,202607,20260722,0.0606,20260528,20260722,20260722,20260723,人民币元,0.0001
10011708.SH,SSE,华泰柏瑞沪深300ETF期权2607认沽4.50,10000.0,OP510300.SH,ETF期权,P,欧式,4.5,202607,20260722,0.0369,20260528,20260722,20260722,20260723,人民币元,0.0001
10011695.SH,SSE,华夏上证50ETF期权2607认沽3.10,10000.0,OP510050.SH,ETF期权,P,欧式,3.1,202607,20260722,0.1386,20260528,20260722,20260722,20260723,人民币元,0.0001
10011732.SH,SSE,南方中证500ETF期权2607认沽9.00,10000.0,OP510500.SH,ETF期权,P,欧式,9.0,202607,20260722,0.655,20260528,20260722,20260722,20260723,人民币元,0.0001
10011688.SH,SSE,华夏上证50ETF期权2607认购3.30,10000.0,OP510050.SH,ETF期权,C,欧式,3.3,202607,20260722,0.0167,20260528,20260722,20260722,20260723,人民币元,0.0001
10011710.SH,SSE,华泰柏瑞沪深300ETF期权2607认沽4.70,10000.0,OP510300.SH,ETF期权,P,欧式,4.7,202607,20260722,0.0721,20260528,20260722,20260722,20260723,人民币元,0.0001
10011751.SH,SSE,华夏上证科创板50ETF期权2607认沽2.05,10000.0,OP588000.SH,ETF期权,P,欧式,2.05,202607,20260722,0.2631,20260528,20260722,20260722,20260723,人民币元,0.0001
10011738.SH,SSE,华夏上证科创板50ETF期权2607认购1.85,10000.0,OP588000.SH,ETF期权,C,欧式,1.85,202607,20260722,0.1387,20260528,20260722,20260722,20260723,人民币元,0.0001
10011759.SH,SSE,易方达上证科创板50ETF期权2607认购1.95,10000.0,OP588080.SH,ETF期权,C,欧式,1.95,202607,20260722,0.0831,20260528,20260722,20260722,20260723,人民币元,0.0001
10011694.SH,SSE,华夏上证50ETF期权2607认沽3.00,10000.0,OP510050.SH,ETF期权,P,欧式,3.0,202607,20260722,0.0793,20260528,20260722,20260722,20260723,人民币元,0.0001
10011733.SH,SSE,南方中证500ETF期权2607认沽9.25,10000.0,OP510500.SH,ETF期权,P,欧式,9.25,202607,20260722,0.8462,20260528,20260722,20260722,20260723,人民币元,0.0001
10011715.SH,SSE,华泰柏瑞沪深300ETF期权2607认沽5.50,10000.0,OP510300.SH,ETF期权,P,欧式,5.5,202607,20260722,0.6362,20260528,20260722,20260722,20260723,人民币元,0.0001
10011765.SH,SSE,易方达上证科创板50ETF期权2607认沽1.80,10000.0,OP588080.SH,ETF期权,P,欧式,1.8,202607,20260722,0.1267,20260528,20260722,20260722,20260723,人民币元,0.0001
10011717.SH,SSE,南方中证500ETF期权2607认购7.50,10000.0,OP510500.SH,ETF期权,C,欧式,7.5,202607,20260722,1.114,20260528,20260722,20260722,20260723,人民币元,0.0001
10011704.SH,SSE,华泰柏瑞沪深300ETF期权2607认购5.00,10000.0,OP510300.SH,ETF期权,C,欧式,5.0,202607,20260722,0.0953,20260528,20260722,20260722,20260723,人民币元,0.0001
10011725.SH,SSE,南方中证500ETF期权2607认购9.50,10000.0,OP510500.SH,ETF期权,C,欧式,9.5,202607,20260722,0.077,20260528,20260722,20260722,20260723,人民币元,0.0001
10011684.SH,SSE,华夏上证50ETF期权2607认购2.95,10000.0,OP510050.SH,ETF期权,C,欧式,2.95,202607,20260722,0.1168,20260528,20260722,20260722,20260723,人民币元,0.0001
10011711.SH,SSE,华泰柏瑞沪深300ETF期权2607认沽4.80,10000.0,OP510300.SH,ETF期权,P,欧式,4.8,202607,20260722,0.1034,20260528,20260722,20260722,20260723,人民币元,0.0001
10011737.SH,SSE,华夏上证科创板50ETF期权2607认购1.80,10000.0,OP588000.SH,ETF期权,C,欧式,1.8,202607,20260722,0.1625,20260528,20260722,20260722,20260723,人民币元,0.0001
10011697.SH,SSE,华夏上证50ETF期权2607认沽3.30,10000.0,OP510050.SH,ETF期权,P,欧式,3.3,202607,20260722,0.3079,20260528,20260722,20260722,20260723,人民币元,0.0001
10011760.SH,SSE,易方达上证科创板50ETF期权2607认购2.00,10000.0,OP588080.SH,ETF期权,C,欧式,2.0,202607,20260722,0.0714,20260528,20260722,20260722,20260723,人民币元,0.0001
10011690.SH,SSE,华夏上证50ETF期权2607认沽2.80,10000.0,OP510050.SH,ETF期权,P,欧式,2.8,202607,20260722,0.0229,20260528,20260722,20260722,20260723,人民币元,0.0001
10011727.SH,SSE,南方中证500ETF期权2607认沽7.75,10000.0,OP510500.SH,ETF期权,P,欧式,7.75,202607,20260722,0.1175,20260528,20260722,20260722,20260723,人民币元,0.0001
10011758.SH,SSE,易方达上证科创板50ETF期权2607认购1.90,10000.0,OP588080.SH,ETF期权,C,欧式,1.9,202607,20260722,0.0974,20260528,20260722,20260722,20260723,人民币元,0.0001
10011750.SH,SSE,华夏上证科创板50ETF期权2607认沽2.00,10000.0,OP588000.SH,ETF期权,P,欧式,2.0,202607,20260722,0.2256,20260528,20260722,20260722,20260723,人民币元,0.0001
10011763.SH,SSE,易方达上证科创板50ETF期权2607认沽1.70,10000.0,OP588080.SH,ETF期权,P,欧式,1.7,202607,20260722,0.0787,20260528,20260722,20260722,20260723,人民币元,0.0001
10011762.SH,SSE,易方达上证科创板50ETF期权2607认沽1.65,10000.0,OP588080.SH,ETF期权,P,欧式,1.65,202607,20260722,0.0602,20260528,20260722,20260722,20260723,人民币元,0.0001
10011707.SH,SSE,华泰柏瑞沪深300ETF期权2607认购5.75,10000.0,OP510300.SH,ETF期权,C,欧式,5.75,202607,20260722,0.0136,20260528,20260722,20260722,20260723,人民币元,0.0001
10011700.SH,SSE,华泰柏瑞沪深300ETF期权2607认购4.60,10000.0,OP510300.SH,ETF期权,C,欧式,4.6,202607,20260722,0.3529,20260528,20260722,20260722,20260723,人民币元,0.0001
10011767.SH,SSE,易方达上证科创板50ETF期权2607认沽1.90,10000.0,OP588080.SH,ETF期权,P,欧式,1.9,202607,20260722,0.1897,20260528,20260722,20260722,20260723,人民币元,0.0001
10011709.SH,SSE,华泰柏瑞沪深300ETF期权2607认沽4.60,10000.0,OP510300.SH,ETF期权,P,欧式,4.6,202607,20260722,0.0518,20260528,20260722,20260722,20260723,人民币元,0.0001
10011681.SH,SSE,华夏上证50ETF期权2607认购2.80,10000.0,OP510050.SH,ETF期权,C,欧式,2.8,202607,20260722,0.2305,20260528,20260722,20260722,20260723,人民币元,0.0001
10011703.SH,SSE,华泰柏瑞沪深300ETF期权2607认购4.90,10000.0,OP510300.SH,ETF期权,C,欧式,4.9,202607,20260722,0.1387,20260528,20260722,20260722,20260723,人民币元,0.0001
10011742.SH,SSE,华夏上证科创板50ETF期权2607认购2.05,10000.0,OP588000.SH,ETF期权,C,欧式,2.05,202607,20260722,0.0745,20260528,20260722,20260722,20260723,人民币元,0.0001
10011689.SH,SSE,华夏上证50ETF期权2607认购3.40,10000.0,OP510050.SH,ETF期权,C,欧式,3.4,202607,20260722,0.0131,20260528,20260722,20260722,20260723,人民币元,0.0001
10011691.SH,SSE,华夏上证50ETF期权2607认沽2.85,10000.0,OP510050.SH,ETF期权,P,欧式,2.85,202607,20260722,0.0302,20260528,20260722,20260722,20260723,人民币元,0.0001
10011757.SH,SSE,易方达上证科创板50ETF期权2607认购1.85,10000.0,OP588080.SH,ETF期权,C,欧式,1.85,202607,20260722,0.1136,20260528,20260722,20260722,20260723,人民币元,0.0001
10011724.SH,SSE,南方中证500ETF期权2607认购9.25,10000.0,OP510500.SH,ETF期权,C,欧式,9.25,202607,20260722,0.1134,20260528,20260722,20260722,20260723,人民币元,0.0001
10011769.SH,SSE,易方达上证科创板50ETF期权2607认沽2.00,10000.0,OP588080.SH,ETF期权,P,欧式,2.0,202607,20260722,0.2615,20260528,20260722,20260722,20260723,人民币元,0.0001
10011680.SH,SSE,易方达上证科创板50ETF期权2612认沽2.15,10000.0,OP588080.SH,ETF期权,P,欧式,2.15,202612,20261223,0.4228,20260526,20261223,20261223,20261224,人民币元,0.0001
10011664.SH,SSE,华夏上证科创板50ETF期权2612认沽2.20,10000.0,OP588000.SH,ETF期权,P,欧式,2.2,202612,20261223,0.4187,20260526,20261223,20261223,20261224,人民币元,0.0001
10011663.SH,SSE,华夏上证科创板50ETF期权2612认购2.20,10000.0,OP588000.SH,ETF期权,C,欧式,2.2,202612,20261223,0.1187,20260526,20261223,20261223,20261224,人民币元,0.0001
10011679.SH,SSE,易方达上证科创板50ETF期权2612认沽2.10,10000.0,OP588080.SH,ETF期权,P,欧式,2.1,202612,20261223,0.3908,20260526,20261223,20261223,20261224,人民币元,0.0001
10011678.SH,SSE,易方达上证科创板50ETF期权2612认购2.15,10000.0,OP588080.SH,ETF期权,C,欧式,2.15,202612,20261223,0.109,20260526,20261223,20261223,20261224,人民币元,0.0001
10011677.SH,SSE,易方达上证科创板50ETF期权2612认购2.10,10000.0,OP588080.SH,ETF期权,C,欧式,2.1,202612,20261223,0.1251,20260526,20261223,20261223,20261224,人民币元,0.0001
10011676.SH,SSE,易方达上证科创板50ETF期权2609认沽2.15,10000.0,OP588080.SH,ETF期权,P,欧式,2.15,202609,20260923,0.3686,20260526,20260923,20260923,20260924,人民币元,0.0001
10011675.SH,SSE,易方达上证科创板50ETF期权2609认沽2.10,10000.0,OP588080.SH,ETF期权,P,欧式,2.1,202609,20260923,0.3358,20260526,20260923,20260923,20260924,人民币元,0.0001
10011673.SH,SSE,易方达上证科创板50ETF期权2609认购2.10,10000.0,OP588080.SH,ETF期权,C,欧式,2.1,202609,20260923,0.096,20260526,20260923,20260923,20260924,人民币元,0.0001
10011661.SH,SSE,华夏上证科创板50ETF期权2609认购2.20,10000.0,OP588000.SH,ETF期权,C,欧式,2.2,202609,20260923,0.0848,20260526,20260923,20260923,20260924,人民币元,0.0001
10011662.SH,SSE,华夏上证科创板50ETF期权2609认沽2.20,10000.0,OP588000.SH,ETF期权,P,欧式,2.2,202609,20260923,0.3647,20260526,20260923,20260923,20260924,人民币元,0.0001
10011674.SH,SSE,易方达上证科创板50ETF期权2609认购2.15,10000.0,OP588080.SH,ETF期权,C,欧式,2.15,202609,20260923,0.0811,20260526,20260923,20260923,20260924,人民币元,0.0001
10011669.SH,SSE,易方达上证科创板50ETF期权2606认购2.10,10000.0,OP588080.SH,ETF期权,C,欧式,2.1,202606,20260624,0.0378,20260526,20260624,20260624,20260625,人民币元,0.0001
10011660.SH,SSE,华夏上证科创板50ETF期权2606认沽2.20,10000.0,OP588000.SH,ETF期权,P,欧式,2.2,202606,20260624,0.2727,20260526,20260624,20260624,20260625,人民币元,0.0001
10011659.SH,SSE,华夏上证科创板50ETF期权2606认购2.20,10000.0,OP588000.SH,ETF期权,C,欧式,2.2,202606,20260624,0.0329,20260526,20260624,20260624,20260625,人民币元,0.0001
10011670.SH,SSE,易方达上证科创板50ETF期权2606认购2.15,10000.0,OP588080.SH,ETF期权,C,欧式,2.15,202606,20260624,0.0274,20260526,20260624,20260624,20260625,人民币元,0.0001
10011671.SH,SSE,易方达上证科创板50ETF期权2606认沽2.10,10000.0,OP588080.SH,ETF期权,P,欧式,2.1,202606,20260624,0.2348,20260526,20260624,20260624,20260625,人民币元,0.0001
10011672.SH,SSE,易方达上证科创板50ETF期权2606认沽2.15,10000.0,OP588080.SH,ETF期权,P,欧式,2.15,202606,20260624,0.2711,20260526,20260624,20260624,20260625,人民币元,0.0001
10011666.SH,SSE,易方达上证科创板50ETF期权2605认购2.15,10000.0,OP588080.SH,ETF期权,C,欧式,2.15,202605,20260527,0.0008,20260526,20260527,20260527,20260528,人民币元,0.0001
10011667.SH,SSE,易方达上证科创板50ETF期权2605认沽2.10,10000.0,OP588080.SH,ETF期权,P,欧式,2.1,202605,20260527,0.1712,20260526,20260527,20260527,20260528,人民币元,0.0001
10011658.SH,SSE,华夏上证科创板50ETF期权2605认沽2.20,10000.0,OP588000.SH,ETF期权,P,欧式,2.2,202605,20260527,0.213,20260526,20260527,20260527,20260528,人民币元,0.0001
10011657.SH,SSE,华夏上证科创板50ETF期权2605认购2.20,10000.0,OP588000.SH,ETF期权,C,欧式,2.2,202605,20260527,0.0022,20260526,20260527,20260527,20260528,人民币元,0.0001
10011668.SH,SSE,易方达上证科创板50ETF期权2605认沽2.15,10000.0,OP588080.SH,ETF期权,P,欧式,2.15,202605,20260527,0.2172,20260526,20260527,20260527,20260528,人民币元,0.0001
10011665.SH,SSE,易方达上证科创板50ETF期权2605认购2.10,10000.0,OP588080.SH,ETF期权,C,欧式,2.1,202605,20260527,0.0024,20260526,20260527,20260527,20260528,人民币元,0.0001
10011647.SH,SSE,华夏上证科创板50ETF期权2612认沽2.10,10000.0,OP588000.SH,ETF期权,P,欧式,2.1,202612,20261223,0.3656,20260521,20261223,20261223,20261224,人民币元,0.0001
10011648.SH,SSE,华夏上证科创板50ETF期权2612认沽2.15,10000.0,OP588000.SH,ETF期权,P,欧式,2.15,202612,20261223,0.3977,20260521,20261223,20261223,20261224,人民币元,0.0001
10011655.SH,SSE,易方达上证科创板50ETF期权2612认购2.05,10000.0,OP588080.SH,ETF期权,C,欧式,2.05,202612,20261223,0.1176,20260521,20261223,20261223,20261224,人民币元,0.0001
10011646.SH,SSE,华夏上证科创板50ETF期权2612认购2.15,10000.0,OP588000.SH,ETF期权,C,欧式,2.15,202612,20261223,0.106,20260521,20261223,20261223,20261224,人民币元,0.0001
10011645.SH,SSE,华夏上证科创板50ETF期权2612认购2.10,10000.0,OP588000.SH,ETF期权,C,欧式,2.1,202612,20261223,0.1219,20260521,20261223,20261223,20261224,人民币元,0.0001
10011656.SH,SSE,易方达上证科创板50ETF期权2612认沽2.05,10000.0,OP588080.SH,ETF期权,P,欧式,2.05,202612,20261223,0.3716,20260521,20261223,20261223,20261224,人民币元,0.0001
10011642.SH,SSE,华夏上证科创板50ETF期权2609认购2.15,10000.0,OP588000.SH,ETF期权,C,欧式,2.15,202609,20260923,0.0717,20260521,20260923,20260923,20260924,人民币元,0.0001
10011643.SH,SSE,华夏上证科创板50ETF期权2609认沽2.10,10000.0,OP588000.SH,ETF期权,P,欧式,2.1,202609,20260923,0.3162,20260521,20260923,20260923,20260924,人民币元,0.0001
10011644.SH,SSE,华夏上证科创板50ETF期权2609认沽2.15,10000.0,OP588000.SH,ETF期权,P,欧式,2.15,202609,20260923,0.3493,20260521,20260923,20260923,20260924,人民币元,0.0001
10011653.SH,SSE,易方达上证科创板50ETF期权2609认购2.05,10000.0,OP588080.SH,ETF期权,C,欧式,2.05,202609,20260923,0.0853,20260521,20260923,20260923,20260924,人民币元,0.0001
10011641.SH,SSE,华夏上证科创板50ETF期权2609认购2.10,10000.0,OP588000.SH,ETF期权,C,欧式,2.1,202609,20260923,0.0861,20260521,20260923,20260923,20260924,人民币元,0.0001
10011654.SH,SSE,易方达上证科创板50ETF期权2609认沽2.05,10000.0,OP588080.SH,ETF期权,P,欧式,2.05,202609,20260923,0.3211,20260521,20260923,20260923,20260924,人民币元,0.0001
10011639.SH,SSE,华夏上证科创板50ETF期权2606认沽2.10,10000.0,OP588000.SH,ETF期权,P,欧式,2.1,202606,20260624,0.2309,20260521,20260624,20260624,20260625,人民币元,0.0001
10011640.SH,SSE,华夏上证科创板50ETF期权2606认沽2.15,10000.0,OP588000.SH,ETF期权,P,欧式,2.15,202606,20260624,0.2678,20260521,20260624,20260624,20260625,人民币元,0.0001
10011651.SH,SSE,易方达上证科创板50ETF期权2606认购2.05,10000.0,OP588080.SH,ETF期权,C,欧式,2.05,202606,20260624,0.0321,20260521,20260624,20260624,20260625,人民币元,0.0001
