ts_code,exchange,name,per_unit,opt_code,opt_type,call_put,exercise_type,exercise_price,s_month,maturity_date,list_price,list_date,delist_date,last_edate,last_ddate,quote_unit,min_price_chg
90006112.SZ,SZSE,沪深300ETF沽12月5171A,10000.0,OP159919.SZ,ETF期权,P,欧式,5.171,202512,20251224,0.6038,20250826,20251224,20251224,20251225,人民币元,0.0001
90006099.SZ,SZSE,创业板ETF购12月2900,10000.0,OP159915.SZ,ETF期权,C,欧式,2.9,202512,20251224,0.164,20250826,20251224,20251224,20251225,人民币元,0.0001
90006100.SZ,SZSE,创业板ETF购12月2950,10000.0,OP159915.SZ,ETF期权,C,欧式,2.95,202512,20251224,0.1467,20250826,20251224,20251224,20251225,人民币元,0.0001
90006101.SZ,SZSE,创业板ETF沽12月2900,10000.0,OP159915.SZ,ETF期权,P,欧式,2.9,202512,20251224,0.3314,20250826,20251224,20251224,20251225,人民币元,0.0001
90006102.SZ,SZSE,创业板ETF沽12月2950,10000.0,OP159915.SZ,ETF期权,P,欧式,2.95,202512,20251224,0.3631,20250826,20251224,20251224,20251225,人民币元,0.0001
90006087.SZ,SZSE,深证100ETF购12月3610A,10000.0,OP159901.SZ,ETF期权,C,欧式,3.61,202512,20251224,0.0688,20250826,20251224,20251224,20251225,人民币元,0.0001
90006088.SZ,SZSE,深证100ETF沽12月3610A,10000.0,OP159901.SZ,ETF期权,P,欧式,3.61,202512,20251224,0.5028,20250826,20251224,20251224,20251225,人民币元,0.0001
90006119.SZ,SZSE,中证500ETF购12月2961A,10000.0,OP159922.SZ,ETF期权,C,欧式,2.961,202512,20251224,0.0723,20250826,20251224,20251224,20251225,人民币元,0.0001
90006120.SZ,SZSE,中证500ETF沽12月2961A,10000.0,OP159922.SZ,ETF期权,P,欧式,2.961,202512,20251224,0.3205,20250826,20251224,20251224,20251225,人民币元,0.0001
90006109.SZ,SZSE,沪深300ETF购9月5250,10000.0,OP159919.SZ,ETF期权,C,欧式,5.25,202509,20250924,0.0187,20250826,20250924,20250924,20250925,人民币元,0.0001
90006110.SZ,SZSE,沪深300ETF沽9月5250,10000.0,OP159919.SZ,ETF期权,P,欧式,5.25,202509,20250924,0.5484,20250826,20250924,20250924,20250925,人民币元,0.0001
90006095.SZ,SZSE,创业板ETF购9月2900,10000.0,OP159915.SZ,ETF期权,C,欧式,2.9,202509,20250924,0.0813,20250826,20250924,20250924,20250925,人民币元,0.0001
90006096.SZ,SZSE,创业板ETF购9月2950,10000.0,OP159915.SZ,ETF期权,C,欧式,2.95,202509,20250924,0.0669,20250826,20250924,20250924,20250925,人民币元,0.0001
90006097.SZ,SZSE,创业板ETF沽9月2900,10000.0,OP159915.SZ,ETF期权,P,欧式,2.9,202509,20250924,0.244,20250826,20250924,20250924,20250925,人民币元,0.0001
90006098.SZ,SZSE,创业板ETF沽9月2950,10000.0,OP159915.SZ,ETF期权,P,欧式,2.95,202509,20250924,0.2791,20250826,20250924,20250924,20250925,人民币元,0.0001
90006085.SZ,SZSE,深证100ETF购9月3700,10000.0,OP159901.SZ,ETF期权,C,欧式,3.7,202509,20250924,0.0202,20250826,20250924,20250924,20250925,人民币元,0.0001
90006086.SZ,SZSE,深证100ETF沽9月3700,10000.0,OP159901.SZ,ETF期权,P,欧式,3.7,202509,20250924,0.4491,20250826,20250924,20250924,20250925,人民币元,0.0001
90006117.SZ,SZSE,中证500ETF购9月3000,10000.0,OP159922.SZ,ETF期权,C,欧式,3.0,202509,20250924,0.0295,20250826,20250924,20250924,20250925,人民币元,0.0001
90006118.SZ,SZSE,中证500ETF沽9月3000,10000.0,OP159922.SZ,ETF期权,P,欧式,3.0,202509,20250924,0.2302,20250826,20250924,20250924,20250925,人民币元,0.0001
90006107.SZ,SZSE,沪深300ETF购8月5250,10000.0,OP159919.SZ,ETF期权,C,欧式,5.25,202508,20250827,0.0001,20250826,20250827,20250827,20250828,人民币元,0.0001
90006108.SZ,SZSE,沪深300ETF沽8月5250,10000.0,OP159919.SZ,ETF期权,P,欧式,5.25,202508,20250827,0.5373,20250826,20250827,20250827,20250828,人民币元,0.0001
90006091.SZ,SZSE,创业板ETF购8月2900,10000.0,OP159915.SZ,ETF期权,C,欧式,2.9,202508,20250827,0.0051,20250826,20250827,20250827,20250828,人民币元,0.0001
90006092.SZ,SZSE,创业板ETF购8月2950,10000.0,OP159915.SZ,ETF期权,C,欧式,2.95,202508,20250827,0.0021,20250826,20250827,20250827,20250828,人民币元,0.0001
90006093.SZ,SZSE,创业板ETF沽8月2900,10000.0,OP159915.SZ,ETF期权,P,欧式,2.9,202508,20250827,0.1687,20250826,20250827,20250827,20250828,人民币元,0.0001
90006094.SZ,SZSE,创业板ETF沽8月2950,10000.0,OP159915.SZ,ETF期权,P,欧式,2.95,202508,20250827,0.2151,20250826,20250827,20250827,20250828,人民币元,0.0001
90006083.SZ,SZSE,深证100ETF购8月3700,10000.0,OP159901.SZ,ETF期权,C,欧式,3.7,202508,20250827,0.0003,20250826,20250827,20250827,20250828,人民币元,0.0001
90006084.SZ,SZSE,深证100ETF沽8月3700,10000.0,OP159901.SZ,ETF期权,P,欧式,3.7,202508,20250827,0.4271,20250826,20250827,20250827,20250828,人民币元,0.0001
90006115.SZ,SZSE,中证500ETF购8月3000,10000.0,OP159922.SZ,ETF期权,C,欧式,3.0,202508,20250827,0.0005,20250826,20250827,20250827,20250828,人民币元,0.0001
90006116.SZ,SZSE,中证500ETF沽8月3000,10000.0,OP159922.SZ,ETF期权,P,欧式,3.0,202508,20250827,0.1902,20250826,20250827,20250827,20250828,人民币元,0.0001
90006081.SZ,SZSE,沪深300ETF购3月4925A,10000.0,OP159919.SZ,ETF期权,C,欧式,4.925,202603,20260325,0.1526,20250825,20260325,20260325,20260326,人民币元,0.0001
90006082.SZ,SZSE,沪深300ETF沽3月4925A,10000.0,OP159919.SZ,ETF期权,P,欧式,4.925,202603,20260325,0.5383,20250825,20260325,20260325,20260326,人民币元,0.0001
90006073.SZ,SZSE,创业板ETF购3月2850,10000.0,OP159915.SZ,ETF期权,C,欧式,2.85,202603,20260325,0.1783,20250825,20260325,20260325,20260326,人民币元,0.0001
90006074.SZ,SZSE,创业板ETF沽3月2850,10000.0,OP159915.SZ,ETF期权,P,欧式,2.85,202603,20260325,0.3715,20250825,20260325,20260325,20260326,人民币元,0.0001
90006065.SZ,SZSE,深证100ETF购3月3513A,10000.0,OP159901.SZ,ETF期权,C,欧式,3.513,202603,20260325,0.107,20250825,20260325,20260325,20260326,人民币元,0.0001
90006066.SZ,SZSE,深证100ETF沽3月3513A,10000.0,OP159901.SZ,ETF期权,P,欧式,3.513,202603,20260325,0.5234,20250825,20260325,20260325,20260326,人民币元,0.0001
90006079.SZ,SZSE,沪深300ETF购12月4925A,10000.0,OP159919.SZ,ETF期权,C,欧式,4.925,202512,20251224,0.0977,20250825,20251224,20251224,20251225,人民币元,0.0001
90006080.SZ,SZSE,沪深300ETF沽12月4925A,10000.0,OP159919.SZ,ETF期权,P,欧式,4.925,202512,20251224,0.4695,20250825,20251224,20251224,20251225,人民币元,0.0001
90006071.SZ,SZSE,创业板ETF购12月2850,10000.0,OP159915.SZ,ETF期权,C,欧式,2.85,202512,20251224,0.1284,20250825,20251224,20251224,20251225,人民币元,0.0001
90006072.SZ,SZSE,创业板ETF沽12月2850,10000.0,OP159915.SZ,ETF期权,P,欧式,2.85,202512,20251224,0.3181,20250825,20251224,20251224,20251225,人民币元,0.0001
90006063.SZ,SZSE,深证100ETF购12月3513A,10000.0,OP159901.SZ,ETF期权,C,欧式,3.513,202512,20251224,0.0608,20250825,20251224,20251224,20251225,人民币元,0.0001
90006064.SZ,SZSE,深证100ETF沽12月3513A,10000.0,OP159901.SZ,ETF期权,P,欧式,3.513,202512,20251224,0.4542,20250825,20251224,20251224,20251225,人民币元,0.0001
90006077.SZ,SZSE,沪深300ETF购9月5000,10000.0,OP159919.SZ,ETF期权,C,欧式,5.0,202509,20250924,0.0266,20250825,20250924,20250924,20250925,人民币元,0.0001
90006078.SZ,SZSE,沪深300ETF沽9月5000,10000.0,OP159919.SZ,ETF期权,P,欧式,5.0,202509,20250924,0.3996,20250825,20250924,20250924,20250925,人民币元,0.0001
90006069.SZ,SZSE,创业板ETF购9月2850,10000.0,OP159915.SZ,ETF期权,C,欧式,2.85,202509,20250924,0.0559,20250825,20250924,20250924,20250925,人民币元,0.0001
90006070.SZ,SZSE,创业板ETF沽9月2850,10000.0,OP159915.SZ,ETF期权,P,欧式,2.85,202509,20250924,0.2407,20250825,20250924,20250924,20250925,人民币元,0.0001
90006061.SZ,SZSE,深证100ETF购9月3600,10000.0,OP159901.SZ,ETF期权,C,欧式,3.6,202509,20250924,0.0156,20250825,20250924,20250924,20250925,人民币元,0.0001
90006062.SZ,SZSE,深证100ETF沽9月3600,10000.0,OP159901.SZ,ETF期权,P,欧式,3.6,202509,20250924,0.4052,20250825,20250924,20250924,20250925,人民币元,0.0001
90006067.SZ,SZSE,创业板ETF购8月2850,10000.0,OP159915.SZ,ETF期权,C,欧式,2.85,202508,20250827,0.0048,20250825,20250827,20250827,20250828,人民币元,0.0001
90006068.SZ,SZSE,创业板ETF沽8月2850,10000.0,OP159915.SZ,ETF期权,P,欧式,2.85,202508,20250827,0.1914,20250825,20250827,20250827,20250828,人民币元,0.0001
90006059.SZ,SZSE,深证100ETF购8月3600,10000.0,OP159901.SZ,ETF期权,C,欧式,3.6,202508,20250827,0.0006,20250825,20250827,20250827,20250828,人民币元,0.0001
90006060.SZ,SZSE,深证100ETF沽8月3600,10000.0,OP159901.SZ,ETF期权,P,欧式,3.6,202508,20250827,0.3936,20250825,20250827,20250827,20250828,人民币元,0.0001
90006075.SZ,SZSE,沪深300ETF购8月5000,10000.0,OP159919.SZ,ETF期权,C,欧式,5.0,202508,20250827,0.001,20250825,20250827,20250827,20250828,人民币元,0.0001
90006076.SZ,SZSE,沪深300ETF沽8月5000,10000.0,OP159919.SZ,ETF期权,P,欧式,5.0,202508,20250827,0.3809,20250825,20250827,20250827,20250828,人民币元,0.0001
90006057.SZ,SZSE,中证500ETF购3月2912A,10000.0,OP159922.SZ,ETF期权,C,欧式,2.912,202603,20260325,0.0782,20250821,20260325,20260325,20260326,人民币元,0.0001
90006058.SZ,SZSE,中证500ETF沽3月2912A,10000.0,OP159922.SZ,ETF期权,P,欧式,2.912,202603,20260325,0.4074,20250821,20260325,20260325,20260326,人民币元,0.0001
90006055.SZ,SZSE,中证500ETF购12月2912A,10000.0,OP159922.SZ,ETF期权,C,欧式,2.912,202512,20251224,0.0618,20250821,20251224,20251224,20251225,人民币元,0.0001
90006056.SZ,SZSE,中证500ETF沽12月2912A,10000.0,OP159922.SZ,ETF期权,P,欧式,2.912,202512,20251224,0.3426,20250821,20251224,20251224,20251225,人民币元,0.0001
90006053.SZ,SZSE,中证500ETF购9月2950,10000.0,OP159922.SZ,ETF期权,C,欧式,2.95,202509,20250924,0.0228,20250821,20250924,20250924,20250925,人民币元,0.0001
90006054.SZ,SZSE,中证500ETF沽9月2950,10000.0,OP159922.SZ,ETF期权,P,欧式,2.95,202509,20250924,0.2615,20250821,20250924,20250924,20250925,人民币元,0.0001
90006051.SZ,SZSE,中证500ETF购8月2950,10000.0,OP159922.SZ,ETF期权,C,欧式,2.95,202508,20250827,0.0023,20250821,20250827,20250827,20250828,人民币元,0.0001
90006052.SZ,SZSE,中证500ETF沽8月2950,10000.0,OP159922.SZ,ETF期权,P,欧式,2.95,202508,20250827,0.2223,20250821,20250827,20250827,20250828,人民币元,0.0001
90006031.SZ,SZSE,创业板ETF购3月2750,10000.0,OP159915.SZ,ETF期权,C,欧式,2.75,202603,20260325,0.1797,20250819,20260325,20260325,20260326,人民币元,0.0001
90006032.SZ,SZSE,创业板ETF购3月2800,10000.0,OP159915.SZ,ETF期权,C,欧式,2.8,202603,20260325,0.162,20250819,20260325,20260325,20260326,人民币元,0.0001
90006033.SZ,SZSE,创业板ETF沽3月2750,10000.0,OP159915.SZ,ETF期权,P,欧式,2.75,202603,20260325,0.361,20250819,20260325,20260325,20260326,人民币元,0.0001
90006034.SZ,SZSE,创业板ETF沽3月2800,10000.0,OP159915.SZ,ETF期权,P,欧式,2.8,202603,20260325,0.392,20250819,20260325,20260325,20260326,人民币元,0.0001
90006017.SZ,SZSE,深证100ETF购3月3415A,10000.0,OP159901.SZ,ETF期权,C,欧式,3.415,202603,20260325,0.1035,20250819,20260325,20260325,20260326,人民币元,0.0001
90006018.SZ,SZSE,深证100ETF沽3月3415A,10000.0,OP159901.SZ,ETF期权,P,欧式,3.415,202603,20260325,0.4972,20250819,20260325,20260325,20260326,人民币元,0.0001
90006049.SZ,SZSE,中证500ETF购3月2862A,10000.0,OP159922.SZ,ETF期权,C,欧式,2.862,202603,20260325,0.0822,20250819,20260325,20260325,20260326,人民币元,0.0001
90006050.SZ,SZSE,中证500ETF沽3月2862A,10000.0,OP159922.SZ,ETF期权,P,欧式,2.862,202603,20260325,0.3885,20250819,20260325,20260325,20260326,人民币元,0.0001
90006041.SZ,SZSE,沪深300ETF购3月4826A,10000.0,OP159919.SZ,ETF期权,C,欧式,4.826,202603,20260325,0.1294,20250819,20260325,20260325,20260326,人民币元,0.0001
90006042.SZ,SZSE,沪深300ETF沽3月4826A,10000.0,OP159919.SZ,ETF期权,P,欧式,4.826,202603,20260325,0.562,20250819,20260325,20260325,20260326,人民币元,0.0001
90006027.SZ,SZSE,创业板ETF购12月2750,10000.0,OP159915.SZ,ETF期权,C,欧式,2.75,202512,20251224,0.1294,20250819,20251224,20251224,20251225,人民币元,0.0001
90006028.SZ,SZSE,创业板ETF购12月2800,10000.0,OP159915.SZ,ETF期权,C,欧式,2.8,202512,20251224,0.1129,20250819,20251224,20251224,20251225,人民币元,0.0001
90006029.SZ,SZSE,创业板ETF沽12月2750,10000.0,OP159915.SZ,ETF期权,P,欧式,2.75,202512,20251224,0.3084,20250819,20251224,20251224,20251225,人民币元,0.0001
90006030.SZ,SZSE,创业板ETF沽12月2800,10000.0,OP159915.SZ,ETF期权,P,欧式,2.8,202512,20251224,0.3407,20250819,20251224,20251224,20251225,人民币元,0.0001
90006015.SZ,SZSE,深证100ETF购12月3415A,10000.0,OP159901.SZ,ETF期权,C,欧式,3.415,202512,20251224,0.0615,20250819,20251224,20251224,20251225,人民币元,0.0001
90006016.SZ,SZSE,深证100ETF沽12月3415A,10000.0,OP159901.SZ,ETF期权,P,欧式,3.415,202512,20251224,0.458,20250819,20251224,20251224,20251225,人民币元,0.0001
90006047.SZ,SZSE,中证500ETF购12月2862A,10000.0,OP159922.SZ,ETF期权,C,欧式,2.862,202512,20251224,0.0593,20250819,20251224,20251224,20251225,人民币元,0.0001
90006048.SZ,SZSE,中证500ETF沽12月2862A,10000.0,OP159922.SZ,ETF期权,P,欧式,2.862,202512,20251224,0.3274,20250819,20251224,20251224,20251225,人民币元,0.0001
90006039.SZ,SZSE,沪深300ETF购12月4826A,10000.0,OP159919.SZ,ETF期权,C,欧式,4.826,202512,20251224,0.0865,20250819,20251224,20251224,20251225,人民币元,0.0001
90006040.SZ,SZSE,沪深300ETF沽12月4826A,10000.0,OP159919.SZ,ETF期权,P,欧式,4.826,202512,20251224,0.5076,20250819,20251224,20251224,20251225,人民币元,0.0001
90006023.SZ,SZSE,创业板ETF购9月2750,10000.0,OP159915.SZ,ETF期权,C,欧式,2.75,202509,20250924,0.0671,20250819,20250924,20250924,20250925,人民币元,0.0001
90006024.SZ,SZSE,创业板ETF购9月2800,10000.0,OP159915.SZ,ETF期权,C,欧式,2.8,202509,20250924,0.0537,20250819,20250924,20250924,20250925,人民币元,0.0001
90006025.SZ,SZSE,创业板ETF沽9月2750,10000.0,OP159915.SZ,ETF期权,P,欧式,2.75,202509,20250924,0.2384,20250819,20250924,20250924,20250925,人民币元,0.0001
90006026.SZ,SZSE,创业板ETF沽9月2800,10000.0,OP159915.SZ,ETF期权,P,欧式,2.8,202509,20250924,0.2741,20250819,20250924,20250924,20250925,人民币元,0.0001
90006013.SZ,SZSE,深证100ETF购9月3500,10000.0,OP159901.SZ,ETF期权,C,欧式,3.5,202509,20250924,0.0178,20250819,20250924,20250924,20250925,人民币元,0.0001
90006014.SZ,SZSE,深证100ETF沽9月3500,10000.0,OP159901.SZ,ETF期权,P,欧式,3.5,202509,20250924,0.4269,20250819,20250924,20250924,20250925,人民币元,0.0001
90006045.SZ,SZSE,中证500ETF购9月2900,10000.0,OP159922.SZ,ETF期权,C,欧式,2.9,202509,20250924,0.0251,20250819,20250924,20250924,20250925,人民币元,0.0001
90006046.SZ,SZSE,中证500ETF沽9月2900,10000.0,OP159922.SZ,ETF期权,P,欧式,2.9,202509,20250924,0.2472,20250819,20250924,20250924,20250925,人民币元,0.0001
90006037.SZ,SZSE,沪深300ETF购9月4900,10000.0,OP159919.SZ,ETF期权,C,欧式,4.9,202509,20250924,0.0249,20250819,20250924,20250924,20250925,人民币元,0.0001
90006038.SZ,SZSE,沪深300ETF沽9月4900,10000.0,OP159919.SZ,ETF期权,P,欧式,4.9,202509,20250924,0.4498,20250819,20250924,20250924,20250925,人民币元,0.0001
90006019.SZ,SZSE,创业板ETF购8月2750,10000.0,OP159915.SZ,ETF期权,C,欧式,2.75,202508,20250827,0.0228,20250819,20250827,20250827,20250828,人民币元,0.0001
90006020.SZ,SZSE,创业板ETF购8月2800,10000.0,OP159915.SZ,ETF期权,C,欧式,2.8,202508,20250827,0.0147,20250819,20250827,20250827,20250828,人民币元,0.0001
90006021.SZ,SZSE,创业板ETF沽8月2750,10000.0,OP159915.SZ,ETF期权,P,欧式,2.75,202508,20250827,0.1896,20250819,20250827,20250827,20250828,人民币元,0.0001
90006022.SZ,SZSE,创业板ETF沽8月2800,10000.0,OP159915.SZ,ETF期权,P,欧式,2.8,202508,20250827,0.2313,20250819,20250827,20250827,20250828,人民币元,0.0001
90006011.SZ,SZSE,深证100ETF购8月3500,10000.0,OP159901.SZ,ETF期权,C,欧式,3.5,202508,20250827,0.0023,20250819,20250827,20250827,20250828,人民币元,0.0001
90006012.SZ,SZSE,深证100ETF沽8月3500,10000.0,OP159901.SZ,ETF期权,P,欧式,3.5,202508,20250827,0.4136,20250819,20250827,20250827,20250828,人民币元,0.0001
90006043.SZ,SZSE,中证500ETF购8月2900,10000.0,OP159922.SZ,ETF期权,C,欧式,2.9,202508,20250827,0.0046,20250819,20250827,20250827,20250828,人民币元,0.0001
90006044.SZ,SZSE,中证500ETF沽8月2900,10000.0,OP159922.SZ,ETF期权,P,欧式,2.9,202508,20250827,0.2106,20250819,20250827,20250827,20250828,人民币元,0.0001
90006035.SZ,SZSE,沪深300ETF购8月4900,10000.0,OP159919.SZ,ETF期权,C,欧式,4.9,202508,20250827,0.0034,20250819,20250827,20250827,20250828,人民币元,0.0001
90006036.SZ,SZSE,沪深300ETF沽8月4900,10000.0,OP159919.SZ,ETF期权,P,欧式,4.9,202508,20250827,0.4322,20250819,20250827,20250827,20250828,人民币元,0.0001
90006009.SZ,SZSE,创业板ETF购3月2700,10000.0,OP159915.SZ,ETF期权,C,欧式,2.7,202603,20260325,0.1515,20250818,20260325,20260325,20260326,人民币元,0.0001
90006010.SZ,SZSE,创业板ETF沽3月2700,10000.0,OP159915.SZ,ETF期权,P,欧式,2.7,202603,20260325,0.3581,20250818,20260325,20260325,20260326,人民币元,0.0001
90006007.SZ,SZSE,创业板ETF购12月2700,10000.0,OP159915.SZ,ETF期权,C,欧式,2.7,202512,20251224,0.1021,20250818,20251224,20251224,20251225,人民币元,0.0001
90006008.SZ,SZSE,创业板ETF沽12月2700,10000.0,OP159915.SZ,ETF期权,P,欧式,2.7,202512,20251224,0.3021,20250818,20251224,20251224,20251225,人民币元,0.0001
90006005.SZ,SZSE,创业板ETF购9月2700,10000.0,OP159915.SZ,ETF期权,C,欧式,2.7,202509,20250924,0.0427,20250818,20250924,20250924,20250925,人民币元,0.0001
90006006.SZ,SZSE,创业板ETF沽9月2700,10000.0,OP159915.SZ,ETF期权,P,欧式,2.7,202509,20250924,0.2341,20250818,20250924,20250924,20250925,人民币元,0.0001
90006003.SZ,SZSE,创业板ETF购8月2700,10000.0,OP159915.SZ,ETF期权,C,欧式,2.7,202508,20250827,0.0115,20250818,20250827,20250827,20250828,人民币元,0.0001
90006004.SZ,SZSE,创业板ETF沽8月2700,10000.0,OP159915.SZ,ETF期权,P,欧式,2.7,202508,20250827,0.2007,20250818,20250827,20250827,20250828,人民币元,0.0001
90005993.SZ,SZSE,创业板ETF购3月2650,10000.0,OP159915.SZ,ETF期权,C,欧式,2.65,202603,20260325,0.1281,20250814,20260325,20260325,20260326,人民币元,0.0001
90005994.SZ,SZSE,创业板ETF沽3月2650,10000.0,OP159915.SZ,ETF期权,P,欧式,2.65,202603,20260325,0.3341,20250814,20260325,20260325,20260326,人民币元,0.0001
90005985.SZ,SZSE,深证100ETF购3月3318A,10000.0,OP159901.SZ,ETF期权,C,欧式,3.318,202603,20260325,0.0614,20250814,20260325,20260325,20260326,人民币元,0.0001
90005986.SZ,SZSE,深证100ETF沽3月3318A,10000.0,OP159901.SZ,ETF期权,P,欧式,3.318,202603,20260325,0.4644,20250814,20260325,20260325,20260326,人民币元,0.0001
90006001.SZ,SZSE,中证500ETF购3月2813A,10000.0,OP159922.SZ,ETF期权,C,欧式,2.813,202603,20260325,0.0527,20250814,20260325,20260325,20260326,人民币元,0.0001
90006002.SZ,SZSE,中证500ETF沽3月2813A,10000.0,OP159922.SZ,ETF期权,P,欧式,2.813,202603,20260325,0.3895,20250814,20260325,20260325,20260326,人民币元,0.0001
90005991.SZ,SZSE,创业板ETF购12月2650,10000.0,OP159915.SZ,ETF期权,C,欧式,2.65,202512,20251224,0.0869,20250814,20251224,20251224,20251225,人民币元,0.0001
90005992.SZ,SZSE,创业板ETF沽12月2650,10000.0,OP159915.SZ,ETF期权,P,欧式,2.65,202512,20251224,0.2902,20250814,20251224,20251224,20251225,人民币元,0.0001
90005983.SZ,SZSE,深证100ETF购12月3318A,10000.0,OP159901.SZ,ETF期权,C,欧式,3.318,202512,20251224,0.0428,20250814,20251224,20251224,20251225,人民币元,0.0001
90005984.SZ,SZSE,深证100ETF沽12月3318A,10000.0,OP159901.SZ,ETF期权,P,欧式,3.318,202512,20251224,0.4343,20250814,20251224,20251224,20251225,人民币元,0.0001
90005999.SZ,SZSE,中证500ETF购12月2813A,10000.0,OP159922.SZ,ETF期权,C,欧式,2.813,202512,20251224,0.0368,20250814,20251224,20251224,20251225,人民币元,0.0001
90006000.SZ,SZSE,中证500ETF沽12月2813A,10000.0,OP159922.SZ,ETF期权,P,欧式,2.813,202512,20251224,0.3255,20250814,20251224,20251224,20251225,人民币元,0.0001
90005989.SZ,SZSE,创业板ETF购9月2650,10000.0,OP159915.SZ,ETF期权,C,欧式,2.65,202509,20250924,0.0352,20250814,20250924,20250924,20250925,人民币元,0.0001
90005990.SZ,SZSE,创业板ETF沽9月2650,10000.0,OP159915.SZ,ETF期权,P,欧式,2.65,202509,20250924,0.2211,20250814,20250924,20250924,20250925,人民币元,0.0001
90005981.SZ,SZSE,深证100ETF购9月3400,10000.0,OP159901.SZ,ETF期权,C,欧式,3.4,202509,20250924,0.0071,20250814,20250924,20250924,20250925,人民币元,0.0001
90005982.SZ,SZSE,深证100ETF沽9月3400,10000.0,OP159901.SZ,ETF期权,P,欧式,3.4,202509,20250924,0.3971,20250814,20250924,20250924,20250925,人民币元,0.0001
90005997.SZ,SZSE,中证500ETF购9月2850,10000.0,OP159922.SZ,ETF期权,C,欧式,2.85,202509,20250924,0.0124,20250814,20250924,20250924,20250925,人民币元,0.0001
90005998.SZ,SZSE,中证500ETF沽9月2850,10000.0,OP159922.SZ,ETF期权,P,欧式,2.85,202509,20250924,0.2503,20250814,20250924,20250924,20250925,人民币元,0.0001
90005987.SZ,SZSE,创业板ETF购8月2650,10000.0,OP159915.SZ,ETF期权,C,欧式,2.65,202508,20250827,0.0108,20250814,20250827,20250827,20250828,人民币元,0.0001
90005988.SZ,SZSE,创业板ETF沽8月2650,10000.0,OP159915.SZ,ETF期权,P,欧式,2.65,202508,20250827,0.1896,20250814,20250827,20250827,20250828,人民币元,0.0001
90005979.SZ,SZSE,深证100ETF购8月3400,10000.0,OP159901.SZ,ETF期权,C,欧式,3.4,202508,20250827,0.0013,20250814,20250827,20250827,20250828,人民币元,0.0001
90005980.SZ,SZSE,深证100ETF沽8月3400,10000.0,OP159901.SZ,ETF期权,P,欧式,3.4,202508,20250827,0.3896,20250814,20250827,20250827,20250828,人民币元,0.0001
90005995.SZ,SZSE,中证500ETF购8月2850,10000.0,OP159922.SZ,ETF期权,C,欧式,2.85,202508,20250827,0.0026,20250814,20250827,20250827,20250828,人民币元,0.0001
90005996.SZ,SZSE,中证500ETF沽8月2850,10000.0,OP159922.SZ,ETF期权,P,欧式,2.85,202508,20250827,0.2227,20250814,20250827,20250827,20250828,人民币元,0.0001
90005977.SZ,SZSE,中证500ETF购3月2763A,10000.0,OP159922.SZ,ETF期权,C,欧式,2.763,202603,20260325,0.0423,20250812,20260325,20260325,20260326,人民币元,0.0001
90005978.SZ,SZSE,中证500ETF沽3月2763A,10000.0,OP159922.SZ,ETF期权,P,欧式,2.763,202603,20260325,0.389,20250812,20260325,20260325,20260326,人民币元,0.0001
90005975.SZ,SZSE,中证500ETF购12月2763A,10000.0,OP159922.SZ,ETF期权,C,欧式,2.763,202512,20251224,0.0271,20250812,20251224,20251224,20251225,人民币元,0.0001
90005976.SZ,SZSE,中证500ETF沽12月2763A,10000.0,OP159922.SZ,ETF期权,P,欧式,2.763,202512,20251224,0.3258,20250812,20251224,20251224,20251225,人民币元,0.0001
90005973.SZ,SZSE,中证500ETF购9月2800,10000.0,OP159922.SZ,ETF期权,C,欧式,2.8,202509,20250924,0.0067,20250812,20250924,20250924,20250925,人民币元,0.0001
90005974.SZ,SZSE,中证500ETF沽9月2800,10000.0,OP159922.SZ,ETF期权,P,欧式,2.8,202509,20250924,0.2504,20250812,20250924,20250924,20250925,人民币元,0.0001
90005971.SZ,SZSE,中证500ETF购8月2800,10000.0,OP159922.SZ,ETF期权,C,欧式,2.8,202508,20250827,0.0009,20250812,20250827,20250827,20250828,人民币元,0.0001
90005972.SZ,SZSE,中证500ETF沽8月2800,10000.0,OP159922.SZ,ETF期权,P,欧式,2.8,202508,20250827,0.2253,20250812,20250827,20250827,20250828,人民币元,0.0001
90005969.SZ,SZSE,创业板ETF购3月2600,10000.0,OP159915.SZ,ETF期权,C,欧式,2.6,202603,20260325,0.1117,20250730,20260325,20260325,20260326,人民币元,0.0001
90005970.SZ,SZSE,创业板ETF沽3月2600,10000.0,OP159915.SZ,ETF期权,P,欧式,2.6,202603,20260325,0.3664,20250730,20260325,20260325,20260326,人民币元,0.0001
90005967.SZ,SZSE,创业板ETF购12月2600,10000.0,OP159915.SZ,ETF期权,C,欧式,2.6,202512,20251224,0.0794,20250730,20251224,20251224,20251225,人民币元,0.0001
90005968.SZ,SZSE,创业板ETF沽12月2600,10000.0,OP159915.SZ,ETF期权,P,欧式,2.6,202512,20251224,0.3174,20250730,20251224,20251224,20251225,人民币元,0.0001
90005965.SZ,SZSE,创业板ETF购9月2600,10000.0,OP159915.SZ,ETF期权,C,欧式,2.6,202509,20250924,0.0325,20250730,20250924,20250924,20250925,人民币元,0.0001
90005966.SZ,SZSE,创业板ETF沽9月2600,10000.0,OP159915.SZ,ETF期权,P,欧式,2.6,202509,20250924,0.2596,20250730,20250924,20250924,20250925,人民币元,0.0001
90005963.SZ,SZSE,创业板ETF购8月2600,10000.0,OP159915.SZ,ETF期权,C,欧式,2.6,202508,20250827,0.0124,20250730,20250827,20250827,20250828,人民币元,0.0001
