surface_point_id,etf_code,sleeve_name,parameter_grid_role,sample_scope,sample_start,sample_end,n_trading_days,moneyness_label,target_moneyness,coverage,coverage_label,annualized_return_cagr,arithmetic_annualized_return,annualized_volatility,sharpe_daily_mean,sortino_ratio,calmar_ratio,max_drawdown,monthly_win_rate,worst_month_return,best_month_return,option_leg_annualized_pnl_contribution,premium_capture_ratio_agg,payoff_burden_agg,positive_option_leg_period_rate,assignment_rate,p95_short_call_mtm_loss,p99_short_call_mtm_loss,max_short_call_mtm_loss,avg_actual_dte,avg_realized_moneyness,median_realized_moneyness,selected_periods,skipped_periods,avg_active_coverage,annualized_return_cagr_vs_buyhold,sharpe_diff_vs_buyhold,mdd_improvement_vs_buyhold,option_leg_verdict,recommendation_read,source_engine
mny_daily_0262,510500,510500_DTE30_OTM5_Q20_Hold,surface,main_stepA_common_sample,2022-09-30,2026-05-27,881,OTM5,0.05,0.2,Q20,0.11646719258959459,0.13141269904064154,0.20627681700648973,0.637069647223164,1.0857847116046442,0.397177373351654,0.2932372295198109,0.5,-0.13175698643872147,0.2283100745338449,-0.010000370321514454,-0.6692513705718165,1.6437513705718165,0.8409090909090909,0.25,0.0032237178394956554,0.022000415541242505,0.05123207978391856,30.34090909090909,0.05017238396082407,0.050604129567764056,44,0,0.19999999999999998,-0.008319773496305638,-0.009430191391506582,0.008384392101810745,negative option leg,drawdown cushion with visible return cost,continuous_30d_daily_mtm
mny_daily_0263,510500,510500_DTE30_OTM5_Q30_Hold,surface,main_stepA_common_sample,2022-09-30,2026-05-27,881,OTM5,0.05,0.3,Q30,0.11217060717701655,0.1264068318512942,0.20050483823826903,0.6304428010913093,1.06212729038742,0.38653509274546455,0.2901951447158292,0.5,-0.13095677402665207,0.20665561422313106,-0.015000555482271685,-0.6692513705718166,1.6437513705718163,0.8409090909090909,0.25,0.004835576759243483,0.03300062331186376,0.07684811967587783,30.34090909090909,0.05017238396082407,0.050604129567764056,44,0,0.29999999999999993,-0.012616358908883685,-0.016057037523361184,0.01142647690579246,negative option leg,drawdown cushion with visible return cost,continuous_30d_daily_mtm
mny_daily_0264,510500,510500_DTE30_OTM5_Q40_Hold,surface,main_stepA_common_sample,2022-09-30,2026-05-27,881,OTM5,0.05,0.4,Q40,0.10778367551359391,0.12140096466194364,0.19508125451726652,0.6223097394075786,1.036160142723354,0.37536675305319017,0.28714230718861977,0.5,-0.13015659069374008,0.18522177370392123,-0.020000740643028907,-0.6692513705718165,1.6437513705718165,0.8409090909090909,0.25,0.006447435678991311,0.04400083108248501,0.10246415956783712,30.34090909090909,0.05017238396082407,0.050604129567764056,44,0,0.39999999999999997,-0.017003290572306318,-0.02419009920709192,0.014479314433001877,negative option leg,drawdown cushion with visible return cost,continuous_30d_daily_mtm
mny_daily_0265,510500,510500_DTE30_OTM5_Q50_Hold,surface,main_stepA_common_sample,2022-09-30,2026-05-27,881,OTM5,0.05,0.5,Q50,0.10330699909116103,0.1163950974725946,0.1900358975445353,0.6124900557028558,1.0078193082848754,0.3636562772309481,0.28407869067403335,0.5227272727272727,-0.12935643799386587,0.16400787985912446,-0.025000925803786142,-0.6692513705718167,1.6437513705718168,0.8409090909090909,0.25,0.008059294598739138,0.05500103885310626,0.1280801994597964,30.34090909090909,0.05017238396082407,0.050604129567764056,44,0,0.5,-0.021479966994739197,-0.03400978291181478,0.017542930947588298,negative option leg,drawdown cushion with visible return cost,continuous_30d_daily_mtm
mny_daily_0266,510500,510500_DTE30_OTM5_Q60_Hold,surface,main_stepA_common_sample,2022-09-30,2026-05-27,881,OTM5,0.05,0.6,Q60,0.0987411886995071,0.11138923028324588,0.18539964841264986,0.6008060491858289,0.9770778596408841,0.35138679239768267,0.28100426890193575,0.5454545454545454,-0.12855631748381868,0.14301325645346297,-0.03000111096454337,-0.6692513705718166,1.6437513705718163,0.8409090909090909,0.25,0.009671153518486965,0.06600124662372751,0.15369623935175566,30.34090909090909,0.05017238396082407,0.050604129567764056,44,0,0.5999999999999999,-0.026045777386393132,-0.045693789428841614,0.0206173527196859,negative option leg,drawdown cushion with visible return cost,continuous_30d_daily_mtm
mny_daily_0267,510500,510500_DTE30_OTM5_Q70_Hold,surface,main_stepA_common_sample,2022-09-30,2026-05-27,881,OTM5,0.05,0.7,Q70,0.09408686426843316,0.10638336309389457,0.18120391191130997,0.5870919781575343,0.9439368892991765,0.3385405783281,0.27791901559655263,0.5681818181818182,-0.12775623072329878,0.1258027709910745,-0.0350012961253006,-0.6692513705718168,1.6437513705718172,0.8409090909090909,0.25,0.011283012438234792,0.07700145439434876,0.17931227924371496,30.34090909090909,0.05017238396082407,0.050604129567764056,44,0,0.7000000000000001,-0.030700101817467074,-0.0594078604571362,0.023702606025069017,negative option leg,drawdown cushion with visible return cost,continuous_30d_daily_mtm
mny_daily_0268,510500,510500_DTE30_OTM5_Q80_Hold,surface,main_stepA_common_sample,2022-09-30,2026-05-27,881,OTM5,0.05,0.8,Q80,0.08934465470301456,0.10137749590454763,0.17747993277224297,0.5712053995120884,0.9086289065240797,0.3250990119368067,0.2748229044768107,0.5681818181818182,-0.1269561792749221,0.1243520309758217,-0.040001481286057815,-0.6692513705718165,1.6437513705718165,0.8409090909090909,0.25,0.012894871357982621,0.08800166216497002,0.20492831913567425,30.34090909090909,0.05017238396082407,0.050604129567764056,44,0,0.7999999999999999,-0.03544231138288567,-0.07529443910258216,0.02679871714481097,negative option leg,drawdown cushion with visible return cost,continuous_30d_daily_mtm
mny_daily_0269,510500,510500_DTE30_OTM5_Q90_Hold,surface,main_stepA_common_sample,2022-09-30,2026-05-27,881,OTM5,0.05,0.9,Q90,0.08451519771190763,0.09637162871519799,0.17425795868817148,0.553040041560751,0.8711675008682868,0.31104250738614303,0.2717159092566934,0.5681818181818182,-0.12615616470421953,0.12288445037825313,-0.04500166644681507,-0.6692513705718167,1.6437513705718165,0.8409090909090909,0.25,0.014506730277730449,0.09900186993559128,0.23054435902763354,30.34090909090909,0.05017238396082407,0.050604129567764056,44,0,0.9000000000000002,-0.0402717683739926,-0.09345979705391949,0.029905712364928227,negative option leg,drawdown cushion with visible return cost,continuous_30d_daily_mtm
mny_daily_0270,510500,510500_DTE30_OTM5_Q100_Hold,surface,main_stepA_common_sample,2022-09-30,2026-05-27,881,OTM5,0.05,1.0,Q100,0.07959913962858578,0.09136576152584917,0.17156627459948995,0.5325391702951904,0.8319141885481433,0.29635045141145827,0.2685980036455855,0.5681818181818182,-0.12535618857964492,0.12140010826495562,-0.050001851607572284,-0.6692513705718167,1.6437513705718168,0.8409090909090909,0.25,0.016118589197478276,0.11000207770621252,0.2561603989195928,30.34090909090909,0.05017238396082407,0.050604129567764056,44,0,1.0,-0.04518782645731445,-0.11396066831948015,0.033023617976036146,negative option leg,drawdown cushion with visible return cost,continuous_30d_daily_mtm
mny_daily_0271,510500,510500_DTE30_OTM7_Q10_Hold,surface,main_stepA_common_sample,2022-09-30,2026-05-27,881,OTM7,0.07,0.1,Q10,0.12185181346896012,0.13773657703362005,0.2136500884762144,0.6446829861666743,1.1146285744557232,0.40862597765711905,0.2981988912393789,0.5,-0.13255722637897183,0.25471340622797767,-0.0036836703966318858,-0.7409098554010057,1.715409855401006,0.8863636363636364,0.18181818181818182,0.0012490450725744845,0.008892502595742072,0.020820693953874925,30.34090909090909,0.06774129984299582,0.06550772171806551,44,0,0.09999999999999999,-0.0029351526169401065,-0.0018168524479962311,0.0034227303822427224,near-flat option leg,drawdown cushion with visible return cost,continuous_30d_daily_mtm
