etf_code,strategy_name,strategy_label,parameter_role,target_delta,coverage,window_cycles,window_start,window_end,net_option_yield_non_compound,gross_premium_yield_non_compound,covered_call_return_non_compound,relative_to_buyhold_return_non_compound,net_option_pnl_cash,upside_cap_pnl_cash,cash_target_02_met,cash_target_04_met,cash_target_06_met
159915,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2022-09-30,2023-09-27,0.12239584357708995,0.30851510823014217,0.008882778907568742,0.12239584357708996,12.239584357708996,11.085695549181947,True,True,True
159915,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2022-10-26,2023-10-25,0.15977612835871982,0.29974653551514896,-0.062292884413546266,0.15977612835871982,15.97761283587198,9.783917071018964,True,True,True
159915,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2022-11-23,2023-11-22,0.10158340966638615,0.2960038324398497,-0.059869250814304484,0.10158340966638615,10.158340966638615,12.5001980627545,True,True,True
159915,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2022-12-28,2023-12-27,0.09335331289535935,0.2798700365216528,-0.13883454235161474,0.09335331289535935,9.335331289535937,12.5001980627545,True,True,True
159915,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2023-01-30,2024-01-24,0.21650847906782922,0.2781466737950577,-0.19711035422339668,0.21650847906782922,21.650847906782918,2.7162809917355366,True,True,True
159915,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2023-02-22,2024-02-28,0.19358798216034126,0.286344307454989,-0.12753470929403987,0.19358798216034126,19.358798216034124,2.8423476584022125,True,True,True
159915,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2023-03-22,2024-03-27,0.17598709012400535,0.2936203115477089,-0.07601740833988826,0.1759870901240054,17.598709012400537,2.8423476584022125,True,True,True
159915,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2023-04-26,2024-04-24,0.17209489620542479,0.28962626955840093,-0.0737295570423265,0.17209489620542479,17.20948962054248,2.8423476584022125,True,True,True
159915,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2023-05-24,2024-05-22,0.10437904314254266,0.30311535382195914,-0.05232022135540268,0.10437904314254266,10.43790431425427,7.867187681671556,True,True,True
159915,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2023-06-28,2024-06-26,0.10669182383182269,0.30548865365703354,-0.10002491466125585,0.10669182383182269,10.669182383182267,7.867187681671556,True,True,True
159915,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2023-07-26,2024-07-24,0.11379832470915796,0.31278111222792665,-0.1442382372426869,0.11379832470915796,11.379832470915797,7.867187681671556,True,True,True
159915,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2023-08-23,2024-08-28,0.11966494966775124,0.31880125071801724,-0.1419352657956002,0.11966494966775124,11.966494966775125,7.867187681671556,True,True,True
159915,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2023-09-27,2024-09-25,0.04138225425281728,0.31367224261169524,-0.13199829755399495,0.041382254252817254,4.1382254252817265,12.98824031325051,True,True,False
159915,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2023-10-25,2024-10-23,-0.30753474885277265,0.31382752211480075,-0.06597226823188995,-0.30753474885277265,-30.753474885277267,45.4436906238095,False,False,False
159915,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2023-11-22,2024-11-27,-0.23272533856538957,0.3417412995324046,-0.036056245609738795,-0.23272533856538957,-23.272533856538963,42.72740963207397,False,False,False
159915,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2023-12-27,2024-12-25,-0.22180295116567647,0.3557933775070771,0.042325738247086284,-0.22180295116567647,-22.180295116567653,42.72740963207397,False,False,False
159915,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2024-01-24,2025-01-22,-0.21624772677637968,0.361493966926571,0.0669855311899428,-0.21624772677637968,-21.624772677637978,42.72740963207397,False,False,False
159915,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2024-02-28,2025-02-26,-0.2639851174190864,0.36700950109290653,0.06798936532537173,-0.2639851174190864,-26.39851174190865,47.50114869634464,False,False,False
159915,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2024-03-27,2025-03-26,-0.23255257880760044,0.37392707994030994,0.019088116000730626,-0.23255257880760044,-23.255257880760052,47.50114869634464,False,False,False
159915,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2024-04-24,2025-04-23,-0.23615794904703907,0.37022736702144016,-0.05663339130654026,-0.23615794904703907,-23.61579490470391,47.50114869634464,False,False,False
159915,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2024-05-22,2025-05-28,-0.18638886095608614,0.36987159708236306,-0.05582814145667239,-0.18638886095608614,-18.63888609560862,42.52423988724936,False,False,False
159915,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2024-06-26,2025-06-25,-0.2674128991301721,0.37001507675163525,0.015845829391056675,-0.2674128991301721,-26.74128991301721,48.3374430521294,False,False,False
159915,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2024-07-24,2025-07-23,-0.352382833219647,0.37380951584237876,0.062362606448154737,-0.352382833219647,-35.238283321964694,54.50573134041768,False,False,False
159915,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2024-08-28,2025-08-27,-0.5240782589859829,0.3753048220457955,0.14238858152602457,-0.5240782589859829,-52.40782589859828,69.28567231112169,False,False,False
159915,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2024-09-25,2025-09-24,-0.6076700509194514,0.3894114166602662,0.15828536002136984,-0.6076700509194514,-60.76700509194514,77.64485150446853,False,False,False
159915,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2024-10-23,2025-10-22,-0.2519685541429754,0.3962181624736163,0.13283857470019678,-0.2519685541429754,-25.19685541429754,45.18940119390954,False,False,False
159915,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2024-11-27,2025-11-26,-0.2710460199292585,0.37863890679679824,0.10842483751883046,-0.2710460199292585,-27.10460199292585,45.18940119390954,False,False,False
159915,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2024-12-25,2025-12-24,-0.34669127865919563,0.3700393360360316,0.09805323978145379,-0.34669127865919563,-34.66912786591955,49.398631454894016,False,False,False
159915,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2025-01-22,2026-01-28,-0.3836910165680577,0.36625569306452177,0.1356208132305096,-0.3836910165680577,-38.36910165680576,50.011483260622526,False,False,False
159915,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2025-02-26,2026-02-25,-0.3194143079130537,0.35964763706662595,0.13143559446559866,-0.3194143079130537,-31.94143079130537,45.111677529685174,False,False,False
159915,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2025-03-26,2026-03-25,-0.3258163535465139,0.3552261448161863,0.17019927491891726,-0.3258163535465139,-32.58163535465138,45.111677529685174,False,False,False
159915,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2025-04-23,2026-04-22,-0.46250131971729935,0.3570826222366161,0.2552110418240838,-0.46250131971729935,-46.250131971729935,56.550622192521594,False,False,False
159915,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2025-05-28,2026-05-27,-0.5034599932062135,0.35340636556022154,0.27270567732254863,-0.5034599932062135,-50.34599932062134,60.646489541413,False,False,False
159915,BuyHold,ETF BuyHold,buyhold,,0.0,12,2022-09-30,2023-09-27,0.0,0.0,-0.11351306466952124,0.0,0.0,0.0,False,False,False
159915,BuyHold,ETF BuyHold,buyhold,,0.0,12,2022-10-26,2023-10-25,0.0,0.0,-0.2220690127722661,0.0,0.0,0.0,False,False,False
159915,BuyHold,ETF BuyHold,buyhold,,0.0,12,2022-11-23,2023-11-22,0.0,0.0,-0.16145266048069062,0.0,0.0,0.0,False,False,False
159915,BuyHold,ETF BuyHold,buyhold,,0.0,12,2022-12-28,2023-12-27,0.0,0.0,-0.23218785524697405,0.0,0.0,0.0,False,False,False
159915,BuyHold,ETF BuyHold,buyhold,,0.0,12,2023-01-30,2024-01-24,0.0,0.0,-0.4136188332912259,0.0,0.0,0.0,False,False,False
159915,BuyHold,ETF BuyHold,buyhold,,0.0,12,2023-02-22,2024-02-28,0.0,0.0,-0.3211226914543811,0.0,0.0,0.0,False,False,False
