option_code,trade_date,close,volume,amount,open_interest
90001233.SZ,2022-09-20,0.1051,9349.0,953.5832,3120.0
90001234.SZ,2022-09-20,0.14,5891.0,813.1023,3407.0
90001235.SZ,2022-09-20,0.1802,876.0,151.9245,590.0
90001236.SZ,2022-09-20,0.223,589.0,126.6357,495.0
90001237.SZ,2022-09-20,0.2122,350.0,76.9007,444.0
90001238.SZ,2022-09-20,0.1749,215.0,38.7788,209.0
90001239.SZ,2022-09-20,0.1437,268.0,39.316,189.0
90001240.SZ,2022-09-20,0.1147,451.0,53.5311,512.0
90001241.SZ,2022-09-20,0.0908,812.0,74.5554,1148.0
90001242.SZ,2022-09-20,0.0676,900.0,64.0253,1104.0
90001243.SZ,2022-09-20,0.0502,754.0,40.3189,630.0
90001244.SZ,2022-09-20,0.0374,472.0,18.5397,474.0
90001245.SZ,2022-09-20,0.0271,513.0,14.1914,783.0
90001246.SZ,2022-09-20,0.0371,1510.0,50.5365,2057.0
90001247.SZ,2022-09-20,0.0512,668.0,30.6435,563.0
90001248.SZ,2022-09-20,0.0663,944.0,59.1614,1001.0
90001249.SZ,2022-09-20,0.0868,821.0,67.5006,1205.0
90001250.SZ,2022-09-20,0.1114,533.0,56.7272,846.0
90001251.SZ,2022-09-20,0.1388,323.0,42.4259,340.0
90001252.SZ,2022-09-20,0.1722,65.0,10.9729,103.0
90001253.SZ,2022-09-20,0.2116,68.0,13.8532,86.0
90001254.SZ,2022-09-20,0.2483,27.0,6.423,60.0
90001255.SZ,2022-09-20,0.2344,134.0,32.184,695.0
90001256.SZ,2022-09-20,0.2037,15.0,3.0018,61.0
90001257.SZ,2022-09-20,0.1665,7.0,1.1959,79.0
90001258.SZ,2022-09-20,0.1349,72.0,10.1746,647.0
90001259.SZ,2022-09-20,0.1096,326.0,37.9964,826.0
90001260.SZ,2022-09-20,0.0902,428.0,39.6837,529.0
90001261.SZ,2022-09-20,0.0725,526.0,39.6311,726.0
90001262.SZ,2022-09-20,0.0576,433.0,26.0565,519.0
90001263.SZ,2022-09-20,0.046,780.0,36.728,971.0
90001264.SZ,2022-09-20,0.0581,414.0,22.9029,1565.0
90001265.SZ,2022-09-20,0.0754,567.0,40.7823,661.0
90001266.SZ,2022-09-20,0.0919,879.0,78.7063,1018.0
90001267.SZ,2022-09-20,0.1179,281.0,30.7494,1086.0
90001268.SZ,2022-09-20,0.1407,502.0,67.1187,777.0
90001269.SZ,2022-09-20,0.1735,9.0,1.5177,46.0
90001270.SZ,2022-09-20,0.2023,5.0,0.9985,39.0
90001271.SZ,2022-09-20,0.2338,6.0,1.4304,26.0
90001272.SZ,2022-09-20,0.2768,5.0,1.384,15.0
90001273.SZ,2022-09-20,0.2519,736.0,188.4757,1125.0
90001274.SZ,2022-09-20,0.2212,148.0,33.2878,144.0
90001275.SZ,2022-09-20,0.1924,160.0,31.8349,154.0
90001276.SZ,2022-09-20,0.1703,112.0,19.2497,171.0
90001277.SZ,2022-09-20,0.1479,509.0,76.8117,414.0
90001278.SZ,2022-09-20,0.1288,128.0,16.5462,333.0
90001279.SZ,2022-09-20,0.1105,118.0,13.2269,399.0
90001280.SZ,2022-09-20,0.0932,149.0,14.6171,386.0
90001281.SZ,2022-09-20,0.08,298.0,24.9856,590.0
90001282.SZ,2022-09-20,0.1031,859.0,89.1474,1631.0
90001283.SZ,2022-09-20,0.124,760.0,94.6257,945.0
90001284.SZ,2022-09-20,0.1473,312.0,45.9154,562.0
90001285.SZ,2022-09-20,0.1722,391.0,66.5114,602.0
90001286.SZ,2022-09-20,0.1985,215.0,42.4573,407.0
90001287.SZ,2022-09-20,0.2333,50.0,11.7263,53.0
90001288.SZ,2022-09-20,0.2641,31.0,8.3177,92.0
90001289.SZ,2022-09-20,0.286,6.0,1.8135,22.0
90001290.SZ,2022-09-20,0.3275,12.0,4.0645,33.0
90001219.SZ,2022-09-21,0.1848,851.0,161.0032,652.0
90001220.SZ,2022-09-21,0.146,2645.0,389.1348,1265.0
90001221.SZ,2022-09-21,0.111,16154.0,1815.522,3736.0
90001222.SZ,2022-09-21,0.082,41151.0,3384.3585,10229.0
90001223.SZ,2022-09-21,0.0564,58054.0,3330.5016,20121.0
90001224.SZ,2022-09-21,0.0368,28585.0,1090.2751,14772.0
90001225.SZ,2022-09-21,0.0229,16105.0,393.4182,8338.0
90001226.SZ,2022-09-21,0.0141,14684.0,219.3081,9050.0
90001227.SZ,2022-09-21,0.0084,13345.0,121.7301,8377.0
90001228.SZ,2022-09-21,0.0204,17203.0,357.7992,11234.0
90001229.SZ,2022-09-21,0.0306,13948.0,436.3278,8526.0
90001230.SZ,2022-09-21,0.0454,25736.0,1169.1955,10795.0
90001231.SZ,2022-09-21,0.0676,50542.0,3275.5743,19042.0
90001232.SZ,2022-09-21,0.0919,50440.0,4552.4989,14987.0
90001233.SZ,2022-09-21,0.1213,22992.0,2783.3803,5003.0
90001234.SZ,2022-09-21,0.1576,10010.0,1576.2709,3845.0
90001235.SZ,2022-09-21,0.1943,1010.0,201.1882,768.0
90001236.SZ,2022-09-21,0.241,588.0,141.6418,574.0
90001237.SZ,2022-09-21,0.2031,245.0,49.7453,531.0
90001238.SZ,2022-09-21,0.164,209.0,35.24,268.0
90001239.SZ,2022-09-21,0.133,180.0,24.2584,228.0
90001240.SZ,2022-09-21,0.1021,943.0,99.656,827.0
90001241.SZ,2022-09-21,0.0806,1044.0,85.1291,1305.0
90001242.SZ,2022-09-21,0.0598,968.0,59.1369,1022.0
90001243.SZ,2022-09-21,0.0448,762.0,34.777,720.0
90001244.SZ,2022-09-21,0.0316,959.0,31.8614,856.0
90001245.SZ,2022-09-21,0.0228,936.0,22.2069,1037.0
90001246.SZ,2022-09-21,0.0409,3321.0,141.6836,3275.0
90001247.SZ,2022-09-21,0.0548,1243.0,71.5189,1141.0
90001248.SZ,2022-09-21,0.0721,1142.0,84.1266,1349.0
90001249.SZ,2022-09-21,0.0946,1889.0,182.4984,2141.0
90001250.SZ,2022-09-21,0.1192,1045.0,127.3006,1232.0
90001251.SZ,2022-09-21,0.1466,312.0,46.7047,441.0
90001252.SZ,2022-09-21,0.1786,219.0,40.1126,261.0
90001253.SZ,2022-09-21,0.2171,156.0,33.7628,162.0
90001254.SZ,2022-09-21,0.2558,178.0,46.1458,148.0
90001255.SZ,2022-09-21,0.22,159.0,34.6324,743.0
90001256.SZ,2022-09-21,0.1866,54.0,10.0116,85.0
90001257.SZ,2022-09-21,0.1596,96.0,14.8208,117.0
90001258.SZ,2022-09-21,0.1254,207.0,26.2835,719.0
90001259.SZ,2022-09-21,0.1044,412.0,42.9642,875.0
90001260.SZ,2022-09-21,0.0856,347.0,29.2759,597.0
90001261.SZ,2022-09-21,0.0673,236.0,16.0129,701.0
90001262.SZ,2022-09-21,0.0532,423.0,22.7596,577.0
90001263.SZ,2022-09-21,0.041,265.0,11.017,1032.0
90001264.SZ,2022-09-21,0.0626,1494.0,99.6319,2509.0
90001265.SZ,2022-09-21,0.0798,769.0,62.7952,852.0
90001266.SZ,2022-09-21,0.0984,515.0,51.9317,1062.0
90001267.SZ,2022-09-21,0.1217,315.0,39.892,1151.0
90001268.SZ,2022-09-21,0.1448,197.0,30.3224,783.0
90001269.SZ,2022-09-21,0.1736,64.0,11.7207,93.0
90001270.SZ,2022-09-21,0.2068,71.0,15.2222,74.0
90001271.SZ,2022-09-21,0.244,84.0,20.7381,62.0
90001272.SZ,2022-09-21,0.2821,103.0,28.9996,91.0
90001273.SZ,2022-09-21,0.2466,75.0,18.1155,1157.0
90001274.SZ,2022-09-21,0.2226,49.0,10.4713,178.0
90001275.SZ,2022-09-21,0.1932,63.0,12.0619,143.0
90001276.SZ,2022-09-21,0.1669,81.0,13.28,192.0
90001277.SZ,2022-09-21,0.1493,86.0,11.9852,437.0
90001278.SZ,2022-09-21,0.125,49.0,6.028,345.0
90001279.SZ,2022-09-21,0.1089,63.0,6.5848,458.0
90001280.SZ,2022-09-21,0.0924,73.0,6.5731,399.0
90001281.SZ,2022-09-21,0.0781,233.0,17.6959,701.0
90001282.SZ,2022-09-21,0.1042,261.0,28.91,1731.0
90001283.SZ,2022-09-21,0.1279,260.0,34.1089,915.0
90001284.SZ,2022-09-21,0.1505,369.0,57.0072,773.0
90001285.SZ,2022-09-21,0.1757,167.0,30.0038,740.0
90001286.SZ,2022-09-21,0.2031,143.0,30.164,440.0
90001287.SZ,2022-09-21,0.2295,90.0,20.8872,128.0
90001288.SZ,2022-09-21,0.2632,83.0,22.1396,99.0
90001289.SZ,2022-09-21,0.2941,10.0,2.941,26.0
90001219.SZ,2022-09-22,0.1707,724.0,128.4812,806.0
90001220.SZ,2022-09-22,0.1349,4058.0,563.2683,1801.0
90001221.SZ,2022-09-22,0.0991,19550.0,2063.7263,4500.0
90001222.SZ,2022-09-22,0.0701,41174.0,3109.4407,14673.0
90001223.SZ,2022-09-22,0.0477,42486.0,2231.7158,24231.0
90001224.SZ,2022-09-22,0.0309,23702.0,815.0083,16904.0
90001225.SZ,2022-09-22,0.0186,13836.0,300.0087,9321.0
90001226.SZ,2022-09-22,0.011,11735.0,152.6014,11094.0
90001227.SZ,2022-09-22,0.0068,11202.0,84.9841,9466.0
90001228.SZ,2022-09-22,0.021,11857.0,257.5442,11502.0
90001229.SZ,2022-09-22,0.0321,13146.0,425.3525,8860.0
90001230.SZ,2022-09-22,0.048,28517.0,1381.8013,15322.0
90001231.SZ,2022-09-22,0.0686,46241.0,3133.4525,23486.0
90001232.SZ,2022-09-22,0.095,35376.0,3335.4738,16111.0
90001233.SZ,2022-09-22,0.1274,17554.0,2207.7246,5453.0
90001234.SZ,2022-09-22,0.1655,6449.0,1050.7705,3896.0
90001235.SZ,2022-09-22,0.207,539.0,111.1641,834.0
90001236.SZ,2022-09-22,0.2535,293.0,72.2816,607.0
90001237.SZ,2022-09-22,0.1921,197.0,38.9497,552.0
90001238.SZ,2022-09-22,0.1563,143.0,22.7693,291.0
90001239.SZ,2022-09-22,0.1248,279.0,35.3368,232.0
90001240.SZ,2022-09-22,0.0962,702.0,69.8171,725.0
90001241.SZ,2022-09-22,0.074,539.0,41.1035,1254.0
90001242.SZ,2022-09-22,0.0551,606.0,34.5689,1074.0
90001243.SZ,2022-09-22,0.0395,1141.0,49.0299,1184.0
90001244.SZ,2022-09-22,0.0282,987.0,30.5289,1194.0
90001245.SZ,2022-09-22,0.0199,1548.0,34.6488,1378.0
90001246.SZ,2022-09-22,0.0415,753.0,31.5524,3309.0
90001247.SZ,2022-09-22,0.0563,532.0,30.0207,833.0
90001248.SZ,2022-09-22,0.0751,907.0,68.0115,1443.0
90001249.SZ,2022-09-22,0.097,1065.0,103.7768,2062.0
90001250.SZ,2022-09-22,0.123,536.0,66.1478,1256.0
90001251.SZ,2022-09-22,0.1552,193.0,29.3861,402.0
90001252.SZ,2022-09-22,0.1897,144.0,27.2563,281.0
90001253.SZ,2022-09-22,0.2277,116.0,26.687,172.0
90001254.SZ,2022-09-22,0.2722,80.0,22.4356,148.0
90001255.SZ,2022-09-22,0.2161,11.0,2.3444,717.0
90001256.SZ,2022-09-22,0.183,15.0,2.6322,84.0
90001257.SZ,2022-09-22,0.1492,74.0,10.8075,167.0
90001258.SZ,2022-09-22,0.1207,291.0,35.759,881.0
90001259.SZ,2022-09-22,0.098,185.0,18.4091,888.0
90001260.SZ,2022-09-22,0.0814,212.0,17.3216,577.0
90001261.SZ,2022-09-22,0.063,177.0,11.7047,610.0
90001262.SZ,2022-09-22,0.049,426.0,21.6557,751.0
90001263.SZ,2022-09-22,0.0388,489.0,19.6487,1228.0
90001264.SZ,2022-09-22,0.0654,112.0,7.3685,2408.0
90001265.SZ,2022-09-22,0.0833,305.0,24.6836,647.0
90001266.SZ,2022-09-22,0.1042,348.0,35.6458,996.0
90001267.SZ,2022-09-22,0.1291,223.0,28.5564,1228.0
90001268.SZ,2022-09-22,0.1533,609.0,92.3403,909.0
90001269.SZ,2022-09-22,0.1882,5.0,0.9302,72.0
90001270.SZ,2022-09-22,0.2037,17.0,3.7339,58.0
90001271.SZ,2022-09-22,0.251,17.0,4.3253,58.0
90001272.SZ,2022-09-22,0.2949,4.0,1.173,59.0
90001273.SZ,2022-09-22,0.2477,30.0,7.2803,1162.0
90001274.SZ,2022-09-22,0.2173,63.0,13.3634,227.0
90001275.SZ,2022-09-22,0.1853,117.0,21.9811,213.0
90001276.SZ,2022-09-22,0.1609,87.0,14.1711,244.0
90001277.SZ,2022-09-22,0.141,68.0,9.5377,436.0
90001278.SZ,2022-09-22,0.1217,29.0,3.5778,346.0
90001279.SZ,2022-09-22,0.1033,107.0,11.2892,515.0
90001280.SZ,2022-09-22,0.0885,82.0,7.3533,457.0
90001281.SZ,2022-09-22,0.0737,186.0,14.1102,764.0
90001282.SZ,2022-09-22,0.11,190.0,20.5586,1830.0
90001283.SZ,2022-09-22,0.131,213.0,28.0856,1018.0
90001284.SZ,2022-09-22,0.1532,111.0,16.7807,797.0
90001285.SZ,2022-09-22,0.1799,102.0,18.0656,776.0
90001286.SZ,2022-09-22,0.2068,24.0,4.8576,453.0
90001287.SZ,2022-09-22,0.2389,13.0,3.0402,141.0
90001288.SZ,2022-09-22,0.2705,60.0,16.2097,93.0
90001289.SZ,2022-09-22,0.3085,49.0,15.0384,49.0
90001290.SZ,2022-09-22,0.3455,43.0,14.7589,58.0
90001367.SZ,2022-09-22,0.216,403.0,89.5732,208.0
90001368.SZ,2022-09-22,0.0132,10725.0,151.0069,3048.0
90001369.SZ,2022-09-22,0.2345,12.0,2.8091,12.0
90001370.SZ,2022-09-22,0.0303,1230.0,38.1126,867.0
90001371.SZ,2022-09-22,0.2487,13.0,3.1419,13.0
90001372.SZ,2022-09-22,0.0506,749.0,37.2525,710.0
90001373.SZ,2022-09-22,0.2746,225.0,61.7158,180.0
90001374.SZ,2022-09-22,0.0912,374.0,34.2737,317.0
90001219.SZ,2022-09-23,0.1634,2764.0,450.0496,1336.0
90001220.SZ,2022-09-23,0.1235,10102.0,1261.2653,3443.0
90001221.SZ,2022-09-23,0.0914,39359.0,3605.6144,8281.0
90001222.SZ,2022-09-23,0.0624,62022.0,4034.9552,19204.0
90001223.SZ,2022-09-23,0.0422,49557.0,2174.2609,27318.0
90001224.SZ,2022-09-23,0.0258,28700.0,797.4526,20098.0
90001225.SZ,2022-09-23,0.0155,18540.0,311.0906,11361.0
90001226.SZ,2022-09-23,0.0089,12388.0,125.8329,9960.0
90001227.SZ,2022-09-23,0.0052,13037.0,79.3646,9201.0
90001228.SZ,2022-09-23,0.022,25932.0,592.5906,14526.0
90001229.SZ,2022-09-23,0.0323,26879.0,936.6507,10579.0
90001230.SZ,2022-09-23,0.0489,51374.0,2656.5229,18854.0
90001231.SZ,2022-09-23,0.0702,67063.0,4932.9498,30021.0
90001232.SZ,2022-09-23,0.0968,49371.0,4975.8904,19427.0
90001233.SZ,2022-09-23,0.1327,24329.0,3320.8486,7330.0
90001234.SZ,2022-09-23,0.1751,9505.0,1671.2678,4534.0
90001235.SZ,2022-09-23,0.2144,1233.0,268.559,946.0
90001236.SZ,2022-09-23,0.2507,779.0,206.9462,732.0
90001237.SZ,2022-09-23,0.1819,166.0,30.0813,550.0
90001238.SZ,2022-09-23,0.147,461.0,68.0065,381.0
90001239.SZ,2022-09-23,0.1165,998.0,115.622,566.0
90001240.SZ,2022-09-23,0.0901,1622.0,150.4403,1091.0
90001241.SZ,2022-09-23,0.066,1172.0,80.8701,1380.0
90001242.SZ,2022-09-23,0.0495,1021.0,53.2427,1124.0
90001243.SZ,2022-09-23,0.0364,773.0,28.7363,1139.0
90001244.SZ,2022-09-23,0.0257,500.0,13.591,1317.0
90001245.SZ,2022-09-23,0.0179,877.0,16.5053,1161.0
90001246.SZ,2022-09-23,0.0443,1644.0,74.1887,3731.0
90001247.SZ,2022-09-23,0.0593,1206.0,73.8708,929.0
90001248.SZ,2022-09-23,0.0776,2710.0,216.704,2444.0
90001249.SZ,2022-09-23,0.1012,1912.0,196.523,2639.0
90001250.SZ,2022-09-23,0.1279,1656.0,217.225,1472.0
90001251.SZ,2022-09-23,0.1598,477.0,77.0652,422.0
90001252.SZ,2022-09-23,0.1954,219.0,44.1482,291.0
90001253.SZ,2022-09-23,0.2247,118.0,27.7083,212.0
90001254.SZ,2022-09-23,0.2733,143.0,39.834,242.0
90001255.SZ,2022-09-23,0.207,101.0,20.7818,757.0
90001256.SZ,2022-09-23,0.1677,61.0,10.3116,108.0
90001257.SZ,2022-09-23,0.1439,109.0,15.1148,182.0
90001258.SZ,2022-09-23,0.1158,336.0,38.7007,878.0
90001259.SZ,2022-09-23,0.0989,320.0,29.3162,914.0
90001260.SZ,2022-09-23,0.0785,99.0,7.584,619.0
90001261.SZ,2022-09-23,0.0601,518.0,28.4153,1043.0
90001262.SZ,2022-09-23,0.0489,304.0,14.8484,650.0
90001263.SZ,2022-09-23,0.0368,963.0,34.0506,1173.0
90001264.SZ,2022-09-23,0.0655,440.0,30.2026,2576.0
90001265.SZ,2022-09-23,0.0845,718.0,64.5051,941.0
90001266.SZ,2022-09-23,0.1054,817.0,93.3589,886.0
90001267.SZ,2022-09-23,0.131,322.0,43.2464,1281.0
90001268.SZ,2022-09-23,0.1514,421.0,67.8555,1179.0
90001269.SZ,2022-09-23,0.1894,104.0,20.1184,138.0
90001270.SZ,2022-09-23,0.2232,69.0,15.5709,101.0
90001271.SZ,2022-09-23,0.2559,30.0,7.7801,67.0
90001272.SZ,2022-09-23,0.2979,7.0,2.1019,58.0
90001273.SZ,2022-09-23,0.2372,107.0,25.3487,1187.0
90001274.SZ,2022-09-23,0.2084,281.0,58.4212,380.0
90001275.SZ,2022-09-23,0.1795,261.0,46.8169,207.0
90001276.SZ,2022-09-23,0.159,121.0,18.9059,263.0
90001277.SZ,2022-09-23,0.1341,136.0,17.8102,497.0
90001278.SZ,2022-09-23,0.1167,116.0,13.8443,424.0
90001279.SZ,2022-09-23,0.101,103.0,10.3168,545.0
90001280.SZ,2022-09-23,0.088,88.0,7.3765,508.0
90001281.SZ,2022-09-23,0.0728,162.0,11.9013,859.0
90001282.SZ,2022-09-23,0.1128,430.0,49.0895,1872.0
90001283.SZ,2022-09-23,0.1336,119.0,15.9664,876.0
90001284.SZ,2022-09-23,0.1576,141.0,22.7173,770.0
90001285.SZ,2022-09-23,0.1804,118.0,22.6546,804.0
90001286.SZ,2022-09-23,0.2111,185.0,39.8459,574.0
90001287.SZ,2022-09-23,0.2408,146.0,35.8775,230.0
90001288.SZ,2022-09-23,0.2696,191.0,53.3187,213.0
90001289.SZ,2022-09-23,0.3331,55.0,17.843,79.0
90001290.SZ,2022-09-23,0.3417,90.0,32.164,115.0
90001367.SZ,2022-09-23,0.2069,1113.0,230.0516,497.0
90001368.SZ,2022-09-23,0.0141,21749.0,328.0276,4879.0
90001369.SZ,2022-09-23,0.2263,136.0,29.8327,116.0
90001370.SZ,2022-09-23,0.0315,3460.0,117.1651,1588.0
90001371.SZ,2022-09-23,0.2397,43.0,10.1109,53.0
90001372.SZ,2022-09-23,0.0532,663.0,37.7087,1058.0
90001373.SZ,2022-09-23,0.2661,133.0,35.2563,242.0
90001374.SZ,2022-09-23,0.0926,380.0,36.8228,450.0
90001219.SZ,2022-09-26,0.1755,1196.0,213.9202,1288.0
90001220.SZ,2022-09-26,0.1346,8610.0,1191.8616,3586.0
90001221.SZ,2022-09-26,0.1002,29482.0,3042.754,8764.0
90001222.SZ,2022-09-26,0.0691,64267.0,4770.2374,22051.0
90001223.SZ,2022-09-26,0.0478,53359.0,2687.4439,27600.0
90001224.SZ,2022-09-26,0.0295,22822.0,726.413,21544.0
90001225.SZ,2022-09-26,0.0179,25717.0,509.3422,13042.0
90001226.SZ,2022-09-26,0.0107,15262.0,179.3773,9971.0
90001227.SZ,2022-09-26,0.0064,14421.0,100.4429,9789.0
90001228.SZ,2022-09-26,0.0198,19609.0,340.7927,13867.0
90001229.SZ,2022-09-26,0.0294,21328.0,582.9234,11563.0
90001230.SZ,2022-09-26,0.0444,36779.0,1515.8843,21266.0
90001231.SZ,2022-09-26,0.0641,59017.0,3489.4602,36942.0
90001232.SZ,2022-09-26,0.092,48961.0,4134.2022,19454.0
90001233.SZ,2022-09-26,0.1247,15353.0,1788.0458,7590.0
90001234.SZ,2022-09-26,0.1632,4583.0,710.7483,4776.0
90001235.SZ,2022-09-26,0.2035,655.0,129.3442,1021.0
90001236.SZ,2022-09-26,0.2482,432.0,104.0238,798.0
90001237.SZ,2022-09-26,0.1958,208.0,41.1845,627.0
90001238.SZ,2022-09-26,0.158,248.0,40.2077,411.0
90001239.SZ,2022-09-26,0.1257,601.0,76.9456,545.0
90001240.SZ,2022-09-26,0.0979,992.0,99.6366,1086.0
90001241.SZ,2022-09-26,0.0749,1241.0,95.7877,1361.0
90001242.SZ,2022-09-26,0.056,1803.0,105.1877,1271.0
90001243.SZ,2022-09-26,0.0411,830.0,35.5661,986.0
90001244.SZ,2022-09-26,0.0296,1482.0,46.8928,1456.0
90001245.SZ,2022-09-26,0.0208,651.0,14.0153,1306.0
90001246.SZ,2022-09-26,0.0405,1390.0,52.4886,4072.0
90001247.SZ,2022-09-26,0.0546,1159.0,60.1752,1126.0
90001248.SZ,2022-09-26,0.0726,2432.0,167.8492,2877.0
90001249.SZ,2022-09-26,0.0955,1620.0,144.9068,2486.0
90001250.SZ,2022-09-26,0.1203,849.0,99.0576,1406.0
90001251.SZ,2022-09-26,0.1507,365.0,55.0886,452.0
90001252.SZ,2022-09-26,0.1892,207.0,38.1029,303.0
90001253.SZ,2022-09-26,0.2275,210.0,46.2006,271.0
90001254.SZ,2022-09-26,0.2679,143.0,37.8382,292.0
90001255.SZ,2022-09-26,0.2106,35.0,7.5967,738.0
90001256.SZ,2022-09-26,0.1853,56.0,9.924,125.0
90001257.SZ,2022-09-26,0.1511,139.0,20.9033,156.0
90001258.SZ,2022-09-26,0.1249,359.0,45.8361,813.0
