option_code,underlying_etf,option_type,strike,expiry
90003778.SZ,159922,P,4.7,2024-08-28
90003779.SZ,159922,P,4.8,2024-08-28
90003780.SZ,159922,P,4.9,2024-08-28
90003781.SZ,159922,P,5.0,2024-08-28
90003782.SZ,159922,P,5.25,2024-08-28
90003783.SZ,159922,P,5.5,2024-08-28
90003784.SZ,159922,P,5.75,2024-08-28
90003785.SZ,159922,P,6.0,2024-08-28
90003786.SZ,159922,P,6.25,2024-08-28
90003797.SZ,159922,C,4.6,2024-07-24
90003798.SZ,159922,P,4.6,2024-07-24
90003799.SZ,159922,C,4.6,2024-08-28
90003800.SZ,159922,P,4.6,2024-08-28
90003801.SZ,159922,C,1.744,2024-12-25
90003802.SZ,159922,P,1.744,2024-12-25
90003865.SZ,159922,C,1.706,2025-03-26
90003866.SZ,159922,C,1.744,2025-03-26
90003867.SZ,159922,C,1.781,2025-03-26
90003868.SZ,159922,C,1.819,2025-03-26
90003869.SZ,159922,C,1.857,2025-03-26
90003870.SZ,159922,C,1.895,2025-03-26
90003871.SZ,159922,C,1.99,2025-03-26
90003872.SZ,159922,C,2.085,2025-03-26
90003873.SZ,159922,C,2.179,2025-03-26
90003874.SZ,159922,P,1.706,2025-03-26
90003875.SZ,159922,P,1.744,2025-03-26
90003876.SZ,159922,P,1.781,2025-03-26
90003877.SZ,159922,P,1.819,2025-03-26
90003878.SZ,159922,P,1.857,2025-03-26
90003879.SZ,159922,P,1.895,2025-03-26
90003880.SZ,159922,P,1.99,2025-03-26
90003881.SZ,159922,P,2.085,2025-03-26
90003882.SZ,159922,P,2.179,2025-03-26
90003883.SZ,159922,C,4.5,2024-08-28
90003884.SZ,159922,P,4.5,2024-08-28
90003885.SZ,159922,C,1.706,2024-12-25
90003886.SZ,159922,P,1.706,2024-12-25
90003891.SZ,159922,C,2.274,2025-03-26
90003892.SZ,159922,P,2.274,2025-03-26
90003893.SZ,159922,C,2.369,2025-03-26
90003894.SZ,159922,P,2.369,2025-03-26
90003913.SZ,159922,C,4.4,2024-08-28
90003914.SZ,159922,P,4.4,2024-08-28
90003915.SZ,159922,C,1.668,2024-12-25
90003916.SZ,159922,P,1.668,2024-12-25
90003917.SZ,159922,C,1.668,2025-03-26
90003918.SZ,159922,P,1.668,2025-03-26
90003931.SZ,159922,C,4.3,2024-08-28
90003932.SZ,159922,P,4.3,2024-08-28
90003933.SZ,159922,C,1.63,2024-12-25
90003934.SZ,159922,P,1.63,2024-12-25
90003935.SZ,159922,C,1.63,2025-03-26
90003936.SZ,159922,P,1.63,2025-03-26
90003991.SZ,159922,C,4.3,2024-10-23
90003992.SZ,159922,C,4.4,2024-10-23
90003993.SZ,159922,C,4.5,2024-10-23
90003994.SZ,159922,C,4.6,2024-10-23
90003995.SZ,159922,C,4.7,2024-10-23
90003996.SZ,159922,C,4.8,2024-10-23
90003997.SZ,159922,C,4.9,2024-10-23
90003998.SZ,159922,C,5.0,2024-10-23
90003999.SZ,159922,C,5.25,2024-10-23
90004000.SZ,159922,P,4.3,2024-10-23
90004001.SZ,159922,P,4.4,2024-10-23
90004002.SZ,159922,P,4.5,2024-10-23
90004003.SZ,159922,P,4.6,2024-10-23
90004004.SZ,159922,P,4.7,2024-10-23
90004005.SZ,159922,P,4.8,2024-10-23
90004006.SZ,159922,P,4.9,2024-10-23
90004007.SZ,159922,P,5.0,2024-10-23
90004008.SZ,159922,P,5.25,2024-10-23
90004009.SZ,159922,C,5.5,2024-10-23
90004010.SZ,159922,P,5.5,2024-10-23
90004015.SZ,159922,C,5.75,2024-10-23
90004016.SZ,159922,P,5.75,2024-10-23
90004121.SZ,159922,C,6.0,2024-10-23
90004122.SZ,159922,P,6.0,2024-10-23
90004177.SZ,159922,C,4.6,2024-11-27
90004178.SZ,159922,C,4.7,2024-11-27
90004179.SZ,159922,C,4.8,2024-11-27
90004180.SZ,159922,C,4.9,2024-11-27
90004181.SZ,159922,C,5.0,2024-11-27
90004182.SZ,159922,C,5.25,2024-11-27
90004183.SZ,159922,C,5.5,2024-11-27
90004184.SZ,159922,C,5.75,2024-11-27
90004185.SZ,159922,C,6.0,2024-11-27
90004186.SZ,159922,P,4.6,2024-11-27
90004187.SZ,159922,P,4.7,2024-11-27
90004188.SZ,159922,P,4.8,2024-11-27
90004189.SZ,159922,P,4.9,2024-11-27
90004190.SZ,159922,P,5.0,2024-11-27
90004191.SZ,159922,P,5.25,2024-11-27
90004192.SZ,159922,P,5.5,2024-11-27
90004193.SZ,159922,P,5.75,2024-11-27
90004194.SZ,159922,P,6.0,2024-11-27
90004233.SZ,159922,C,6.25,2024-10-23
90004234.SZ,159922,P,6.25,2024-10-23
90004235.SZ,159922,C,6.25,2024-11-27
90004236.SZ,159922,P,6.25,2024-11-27
90004299.SZ,159922,C,6.5,2024-10-23
90004300.SZ,159922,C,6.75,2024-10-23
90004301.SZ,159922,P,6.5,2024-10-23
90004302.SZ,159922,P,6.75,2024-10-23
90004303.SZ,159922,C,6.5,2024-11-27
90004304.SZ,159922,C,6.75,2024-11-27
90004305.SZ,159922,P,6.5,2024-11-27
90004306.SZ,159922,P,6.75,2024-11-27
90004307.SZ,159922,C,2.464,2025-03-26
90004308.SZ,159922,C,2.558,2025-03-26
90004309.SZ,159922,P,2.464,2025-03-26
90004310.SZ,159922,P,2.558,2025-03-26
90004447.SZ,159922,C,7.0,2024-10-23
90004448.SZ,159922,C,7.25,2024-10-23
90004449.SZ,159922,P,7.0,2024-10-23
90004450.SZ,159922,P,7.25,2024-10-23
90004451.SZ,159922,C,7.0,2024-11-27
90004452.SZ,159922,C,7.25,2024-11-27
90004453.SZ,159922,P,7.0,2024-11-27
90004454.SZ,159922,P,7.25,2024-11-27
90004455.SZ,159922,C,2.653,2024-12-25
90004456.SZ,159922,C,2.748,2024-12-25
90004457.SZ,159922,P,2.653,2024-12-25
90004458.SZ,159922,P,2.748,2024-12-25
90004459.SZ,159922,C,2.653,2025-03-26
90004460.SZ,159922,C,2.748,2025-03-26
90004461.SZ,159922,P,2.653,2025-03-26
90004462.SZ,159922,P,2.748,2025-03-26
90004591.SZ,159922,C,7.5,2024-10-23
90004592.SZ,159922,P,7.5,2024-10-23
90004593.SZ,159922,C,7.5,2024-11-27
90004594.SZ,159922,P,7.5,2024-11-27
90004595.SZ,159922,C,2.843,2024-12-25
90004596.SZ,159922,P,2.843,2024-12-25
90004597.SZ,159922,C,2.843,2025-03-26
90004598.SZ,159922,P,2.843,2025-03-26
90004653.SZ,159922,C,1.895,2025-06-25
90004654.SZ,159922,C,1.99,2025-06-25
90004655.SZ,159922,C,2.085,2025-06-25
90004656.SZ,159922,C,2.179,2025-06-25
90004657.SZ,159922,C,2.274,2025-06-25
90004658.SZ,159922,C,2.369,2025-06-25
90004659.SZ,159922,C,2.464,2025-06-25
90004660.SZ,159922,C,2.558,2025-06-25
90004661.SZ,159922,C,2.653,2025-06-25
90004662.SZ,159922,P,1.895,2025-06-25
90004663.SZ,159922,P,1.99,2025-06-25
90004664.SZ,159922,P,2.085,2025-06-25
90004665.SZ,159922,P,2.179,2025-06-25
90004666.SZ,159922,P,2.274,2025-06-25
90004667.SZ,159922,P,2.369,2025-06-25
90004668.SZ,159922,P,2.464,2025-06-25
90004669.SZ,159922,P,2.558,2025-06-25
90004670.SZ,159922,P,2.653,2025-06-25
90004677.SZ,159922,C,2.748,2025-06-25
90004678.SZ,159922,P,2.748,2025-06-25
90004687.SZ,159922,C,2.843,2025-06-25
90004688.SZ,159922,P,2.843,2025-06-25
90004701.SZ,159922,C,7.75,2024-11-27
90004702.SZ,159922,P,7.75,2024-11-27
90004703.SZ,159922,C,2.937,2024-12-25
90004704.SZ,159922,P,2.937,2024-12-25
90004705.SZ,159922,C,2.937,2025-03-26
90004706.SZ,159922,P,2.937,2025-03-26
90004707.SZ,159922,C,2.937,2025-06-25
90004708.SZ,159922,P,2.937,2025-06-25
90004765.SZ,159922,C,1.895,2025-01-22
90004766.SZ,159922,C,1.99,2025-01-22
90004767.SZ,159922,C,2.085,2025-01-22
90004768.SZ,159922,C,2.179,2025-01-22
90004769.SZ,159922,C,2.274,2025-01-22
90004770.SZ,159922,C,2.369,2025-01-22
90004771.SZ,159922,C,2.464,2025-01-22
90004772.SZ,159922,C,2.558,2025-01-22
90004773.SZ,159922,C,2.653,2025-01-22
90004774.SZ,159922,P,1.895,2025-01-22
90004775.SZ,159922,P,1.99,2025-01-22
90004776.SZ,159922,P,2.085,2025-01-22
90004777.SZ,159922,P,2.179,2025-01-22
90004778.SZ,159922,P,2.274,2025-01-22
90004779.SZ,159922,P,2.369,2025-01-22
90004780.SZ,159922,P,2.464,2025-01-22
90004781.SZ,159922,P,2.558,2025-01-22
90004782.SZ,159922,P,2.653,2025-01-22
90004785.SZ,159922,C,2.15,2024-12-25
90004786.SZ,159922,C,2.2,2024-12-25
90004787.SZ,159922,C,2.25,2024-12-25
90004788.SZ,159922,C,2.3,2024-12-25
90004789.SZ,159922,C,2.35,2024-12-25
90004790.SZ,159922,C,2.4,2024-12-25
90004791.SZ,159922,C,2.45,2024-12-25
90004792.SZ,159922,C,2.5,2024-12-25
90004793.SZ,159922,C,2.55,2024-12-25
90004794.SZ,159922,P,2.15,2024-12-25
90004795.SZ,159922,P,2.2,2024-12-25
90004796.SZ,159922,P,2.25,2024-12-25
90004797.SZ,159922,P,2.3,2024-12-25
90004798.SZ,159922,P,2.35,2024-12-25
90004799.SZ,159922,P,2.4,2024-12-25
90004800.SZ,159922,P,2.45,2024-12-25
90004801.SZ,159922,P,2.5,2024-12-25
90004802.SZ,159922,P,2.55,2024-12-25
90004803.SZ,159922,C,2.15,2025-01-22
90004804.SZ,159922,C,2.2,2025-01-22
90004805.SZ,159922,C,2.25,2025-01-22
90004806.SZ,159922,C,2.3,2025-01-22
90004807.SZ,159922,C,2.35,2025-01-22
90004808.SZ,159922,C,2.4,2025-01-22
90004809.SZ,159922,C,2.45,2025-01-22
90004810.SZ,159922,C,2.5,2025-01-22
90004811.SZ,159922,C,2.55,2025-01-22
90004812.SZ,159922,P,2.15,2025-01-22
90004813.SZ,159922,P,2.2,2025-01-22
90004814.SZ,159922,P,2.25,2025-01-22
90004815.SZ,159922,P,2.3,2025-01-22
90004816.SZ,159922,P,2.35,2025-01-22
90004817.SZ,159922,P,2.4,2025-01-22
90004818.SZ,159922,P,2.45,2025-01-22
90004819.SZ,159922,P,2.5,2025-01-22
90004820.SZ,159922,P,2.55,2025-01-22
90004821.SZ,159922,C,2.15,2025-03-26
90004822.SZ,159922,C,2.2,2025-03-26
90004823.SZ,159922,C,2.25,2025-03-26
90004824.SZ,159922,C,2.3,2025-03-26
90004825.SZ,159922,C,2.35,2025-03-26
90004826.SZ,159922,C,2.4,2025-03-26
90004827.SZ,159922,C,2.45,2025-03-26
90004828.SZ,159922,C,2.5,2025-03-26
90004829.SZ,159922,C,2.55,2025-03-26
90004830.SZ,159922,P,2.15,2025-03-26
90004831.SZ,159922,P,2.2,2025-03-26
90004832.SZ,159922,P,2.25,2025-03-26
90004833.SZ,159922,P,2.3,2025-03-26
90004834.SZ,159922,P,2.35,2025-03-26
90004835.SZ,159922,P,2.4,2025-03-26
90004836.SZ,159922,P,2.45,2025-03-26
90004837.SZ,159922,P,2.5,2025-03-26
90004838.SZ,159922,P,2.55,2025-03-26
90004839.SZ,159922,C,2.15,2025-06-25
90004840.SZ,159922,C,2.2,2025-06-25
90004841.SZ,159922,C,2.25,2025-06-25
90004842.SZ,159922,C,2.3,2025-06-25
90004843.SZ,159922,C,2.35,2025-06-25
90004844.SZ,159922,C,2.4,2025-06-25
90004845.SZ,159922,C,2.45,2025-06-25
90004846.SZ,159922,C,2.5,2025-06-25
90004847.SZ,159922,C,2.55,2025-06-25
90004848.SZ,159922,P,2.15,2025-06-25
90004849.SZ,159922,P,2.2,2025-06-25
90004850.SZ,159922,P,2.25,2025-06-25
90004851.SZ,159922,P,2.3,2025-06-25
90004852.SZ,159922,P,2.35,2025-06-25
90004853.SZ,159922,P,2.4,2025-06-25
90004854.SZ,159922,P,2.45,2025-06-25
90004855.SZ,159922,P,2.5,2025-06-25
90004856.SZ,159922,P,2.55,2025-06-25
90004863.SZ,159922,C,2.6,2024-12-25
90004864.SZ,159922,P,2.6,2024-12-25
90004865.SZ,159922,C,2.6,2025-01-22
90004866.SZ,159922,P,2.6,2025-01-22
90004867.SZ,159922,C,2.6,2025-03-26
90004868.SZ,159922,P,2.6,2025-03-26
90004869.SZ,159922,C,2.6,2025-06-25
90004870.SZ,159922,P,2.6,2025-06-25
90004875.SZ,159922,C,2.65,2024-12-25
90004876.SZ,159922,P,2.65,2024-12-25
90004877.SZ,159922,C,2.65,2025-01-22
90004878.SZ,159922,P,2.65,2025-01-22
90004879.SZ,159922,C,2.65,2025-03-26
90004880.SZ,159922,P,2.65,2025-03-26
90004881.SZ,159922,C,2.65,2025-06-25
90004882.SZ,159922,P,2.65,2025-06-25
90004937.SZ,159922,C,2.15,2025-02-26
90004938.SZ,159922,C,2.2,2025-02-26
90004939.SZ,159922,C,2.25,2025-02-26
90004940.SZ,159922,C,2.3,2025-02-26
90004941.SZ,159922,C,2.35,2025-02-26
90004942.SZ,159922,C,2.4,2025-02-26
90004943.SZ,159922,C,2.45,2025-02-26
90004944.SZ,159922,C,2.5,2025-02-26
90004945.SZ,159922,C,2.55,2025-02-26
90004946.SZ,159922,P,2.15,2025-02-26
90004947.SZ,159922,P,2.2,2025-02-26
90004948.SZ,159922,P,2.25,2025-02-26
90004949.SZ,159922,P,2.3,2025-02-26
90004950.SZ,159922,P,2.35,2025-02-26
90004951.SZ,159922,P,2.4,2025-02-26
90004952.SZ,159922,P,2.45,2025-02-26
90004953.SZ,159922,P,2.5,2025-02-26
90004954.SZ,159922,P,2.55,2025-02-26
90004965.SZ,159922,C,2.1,2025-01-22
90004966.SZ,159922,P,2.1,2025-01-22
90004967.SZ,159922,C,2.1,2025-02-26
90004968.SZ,159922,P,2.1,2025-02-26
90004969.SZ,159922,C,2.1,2025-03-26
90004970.SZ,159922,P,2.1,2025-03-26
90004971.SZ,159922,C,2.1,2025-06-25
90004972.SZ,159922,P,2.1,2025-06-25
90004995.SZ,159922,C,2.0,2025-01-22
90004996.SZ,159922,C,2.05,2025-01-22
90004997.SZ,159922,P,2.0,2025-01-22
90004998.SZ,159922,P,2.05,2025-01-22
90004999.SZ,159922,C,2.0,2025-02-26
90005000.SZ,159922,C,2.05,2025-02-26
90005001.SZ,159922,P,2.0,2025-02-26
90005002.SZ,159922,P,2.05,2025-02-26
90005003.SZ,159922,C,2.0,2025-03-26
90005004.SZ,159922,C,2.05,2025-03-26
90005005.SZ,159922,P,2.0,2025-03-26
90005006.SZ,159922,P,2.05,2025-03-26
90005007.SZ,159922,C,2.0,2025-06-25
90005008.SZ,159922,C,2.05,2025-06-25
90005009.SZ,159922,P,2.0,2025-06-25
90005010.SZ,159922,P,2.05,2025-06-25
90005017.SZ,159922,C,1.95,2025-01-22
90005018.SZ,159922,P,1.95,2025-01-22
90005019.SZ,159922,C,1.95,2025-02-26
90005020.SZ,159922,P,1.95,2025-02-26
90005021.SZ,159922,C,1.95,2025-03-26
90005022.SZ,159922,P,1.95,2025-03-26
90005023.SZ,159922,C,1.95,2025-06-25
90005024.SZ,159922,P,1.95,2025-06-25
90005097.SZ,159922,C,2.05,2025-09-24
90005098.SZ,159922,C,2.1,2025-09-24
90005099.SZ,159922,C,2.15,2025-09-24
90005100.SZ,159922,C,2.2,2025-09-24
90005101.SZ,159922,C,2.25,2025-09-24
90005102.SZ,159922,C,2.3,2025-09-24
90005103.SZ,159922,C,2.35,2025-09-24
90005104.SZ,159922,C,2.4,2025-09-24
90005105.SZ,159922,C,2.45,2025-09-24
90005106.SZ,159922,P,2.05,2025-09-24
90005107.SZ,159922,P,2.1,2025-09-24
90005108.SZ,159922,P,2.15,2025-09-24
90005109.SZ,159922,P,2.2,2025-09-24
90005110.SZ,159922,P,2.25,2025-09-24
90005111.SZ,159922,P,2.3,2025-09-24
90005112.SZ,159922,P,2.35,2025-09-24
90005113.SZ,159922,P,2.4,2025-09-24
90005114.SZ,159922,P,2.45,2025-09-24
90005121.SZ,159922,C,2.5,2025-09-24
90005122.SZ,159922,P,2.5,2025-09-24
90005129.SZ,159922,C,2.55,2025-09-24
90005130.SZ,159922,P,2.55,2025-09-24
90005131.SZ,159922,C,2.6,2025-02-26
90005132.SZ,159922,P,2.6,2025-02-26
90005133.SZ,159922,C,2.6,2025-09-24
90005134.SZ,159922,P,2.6,2025-09-24
90005201.SZ,159922,C,2.2,2025-04-23
90005202.SZ,159922,C,2.25,2025-04-23
90005203.SZ,159922,C,2.3,2025-04-23
90005204.SZ,159922,C,2.35,2025-04-23
90005205.SZ,159922,C,2.4,2025-04-23
90005206.SZ,159922,C,2.45,2025-04-23
90005207.SZ,159922,C,2.5,2025-04-23
90005208.SZ,159922,C,2.55,2025-04-23
90005209.SZ,159922,C,2.6,2025-04-23
90005210.SZ,159922,P,2.2,2025-04-23
90005211.SZ,159922,P,2.25,2025-04-23
90005212.SZ,159922,P,2.3,2025-04-23
90005213.SZ,159922,P,2.35,2025-04-23
90005214.SZ,159922,P,2.4,2025-04-23
90005215.SZ,159922,P,2.45,2025-04-23
90005216.SZ,159922,P,2.5,2025-04-23
90005217.SZ,159922,P,2.55,2025-04-23
90005218.SZ,159922,P,2.6,2025-04-23
90005225.SZ,159922,C,2.15,2025-04-23
90005226.SZ,159922,P,2.15,2025-04-23
90005229.SZ,159922,C,2.65,2025-04-23
90005230.SZ,159922,P,2.65,2025-04-23
90005231.SZ,159922,C,2.65,2025-09-24
90005232.SZ,159922,P,2.65,2025-09-24
90005289.SZ,159922,C,2.15,2025-05-28
90005290.SZ,159922,C,2.2,2025-05-28
90005291.SZ,159922,C,2.25,2025-05-28
90005292.SZ,159922,C,2.3,2025-05-28
90005293.SZ,159922,C,2.35,2025-05-28
90005294.SZ,159922,C,2.4,2025-05-28
90005295.SZ,159922,C,2.45,2025-05-28
90005296.SZ,159922,C,2.5,2025-05-28
90005297.SZ,159922,C,2.55,2025-05-28
90005298.SZ,159922,P,2.15,2025-05-28
90005299.SZ,159922,P,2.2,2025-05-28
90005300.SZ,159922,P,2.25,2025-05-28
90005301.SZ,159922,P,2.3,2025-05-28
90005302.SZ,159922,P,2.35,2025-05-28
90005303.SZ,159922,P,2.4,2025-05-28
90005304.SZ,159922,P,2.45,2025-05-28
90005305.SZ,159922,P,2.5,2025-05-28
90005306.SZ,159922,P,2.55,2025-05-28
90005309.SZ,159922,C,2.6,2025-05-28
90005310.SZ,159922,P,2.6,2025-05-28
90005485.SZ,159922,C,1.9,2025-04-23
90005486.SZ,159922,C,1.95,2025-04-23
90005487.SZ,159922,C,2.0,2025-04-23
90005488.SZ,159922,C,2.05,2025-04-23
90005489.SZ,159922,C,2.1,2025-04-23
90005490.SZ,159922,P,1.9,2025-04-23
90005491.SZ,159922,P,1.95,2025-04-23
90005492.SZ,159922,P,2.0,2025-04-23
90005493.SZ,159922,P,2.05,2025-04-23
90005494.SZ,159922,P,2.1,2025-04-23
90005495.SZ,159922,C,1.9,2025-05-28
90005496.SZ,159922,C,1.95,2025-05-28
90005497.SZ,159922,C,2.0,2025-05-28
90005498.SZ,159922,C,2.05,2025-05-28
90005499.SZ,159922,C,2.1,2025-05-28
90005500.SZ,159922,P,1.9,2025-05-28
90005501.SZ,159922,P,1.95,2025-05-28
90005502.SZ,159922,P,2.0,2025-05-28
90005503.SZ,159922,P,2.05,2025-05-28
90005504.SZ,159922,P,2.1,2025-05-28
90005505.SZ,159922,C,1.9,2025-06-25
90005506.SZ,159922,P,1.9,2025-06-25
90005507.SZ,159922,C,1.9,2025-09-24
90005508.SZ,159922,C,1.95,2025-09-24
90005509.SZ,159922,C,2.0,2025-09-24
90005510.SZ,159922,P,1.9,2025-09-24
90005511.SZ,159922,P,1.95,2025-09-24
90005512.SZ,159922,P,2.0,2025-09-24
90005567.SZ,159922,C,2.023,2025-12-24
90005568.SZ,159922,C,2.073,2025-12-24
90005569.SZ,159922,C,2.122,2025-12-24
90005570.SZ,159922,C,2.171,2025-12-24
90005571.SZ,159922,C,2.221,2025-12-24
90005572.SZ,159922,C,2.27,2025-12-24
90005573.SZ,159922,C,2.319,2025-12-24
90005574.SZ,159922,C,2.369,2025-12-24
90005575.SZ,159922,C,2.418,2025-12-24
90005576.SZ,159922,P,2.023,2025-12-24
90005577.SZ,159922,P,2.073,2025-12-24
90005578.SZ,159922,P,2.122,2025-12-24
90005579.SZ,159922,P,2.171,2025-12-24
90005580.SZ,159922,P,2.221,2025-12-24
90005581.SZ,159922,P,2.27,2025-12-24
90005582.SZ,159922,P,2.319,2025-12-24
90005583.SZ,159922,P,2.369,2025-12-24
90005584.SZ,159922,P,2.418,2025-12-24
90005589.SZ,159922,C,2.467,2025-12-24
90005590.SZ,159922,P,2.467,2025-12-24
90005663.SZ,159922,C,2.05,2025-07-23
90005664.SZ,159922,C,2.1,2025-07-23
90005665.SZ,159922,C,2.15,2025-07-23
90005666.SZ,159922,C,2.2,2025-07-23
90005667.SZ,159922,C,2.25,2025-07-23
90005668.SZ,159922,C,2.3,2025-07-23
90005669.SZ,159922,C,2.35,2025-07-23
90005670.SZ,159922,C,2.4,2025-07-23
90005671.SZ,159922,C,2.45,2025-07-23
90005672.SZ,159922,P,2.05,2025-07-23
90005673.SZ,159922,P,2.1,2025-07-23
90005674.SZ,159922,P,2.15,2025-07-23
90005675.SZ,159922,P,2.2,2025-07-23
90005676.SZ,159922,P,2.25,2025-07-23
90005677.SZ,159922,P,2.3,2025-07-23
90005678.SZ,159922,P,2.35,2025-07-23
90005679.SZ,159922,P,2.4,2025-07-23
90005680.SZ,159922,P,2.45,2025-07-23
90005683.SZ,159922,C,2.5,2025-07-23
90005684.SZ,159922,P,2.5,2025-07-23
90005689.SZ,159922,C,2.55,2025-07-23
90005690.SZ,159922,P,2.55,2025-07-23
90005691.SZ,159922,C,2.517,2025-12-24
90005692.SZ,159922,P,2.517,2025-12-24
90005749.SZ,159922,C,2.15,2025-08-27
90005750.SZ,159922,C,2.2,2025-08-27
90005751.SZ,159922,C,2.25,2025-08-27
90005752.SZ,159922,C,2.3,2025-08-27
90005753.SZ,159922,C,2.35,2025-08-27
90005754.SZ,159922,C,2.4,2025-08-27
90005755.SZ,159922,C,2.45,2025-08-27
90005756.SZ,159922,C,2.5,2025-08-27
90005757.SZ,159922,C,2.55,2025-08-27
90005758.SZ,159922,P,2.15,2025-08-27
90005759.SZ,159922,P,2.2,2025-08-27
90005760.SZ,159922,P,2.25,2025-08-27
90005761.SZ,159922,P,2.3,2025-08-27
90005762.SZ,159922,P,2.35,2025-08-27
90005763.SZ,159922,P,2.4,2025-08-27
90005764.SZ,159922,P,2.45,2025-08-27
90005765.SZ,159922,P,2.5,2025-08-27
90005766.SZ,159922,P,2.55,2025-08-27
90005781.SZ,159922,C,2.6,2025-07-23
90005782.SZ,159922,P,2.6,2025-07-23
90005783.SZ,159922,C,2.6,2025-08-27
90005784.SZ,159922,P,2.6,2025-08-27
90005785.SZ,159922,C,2.566,2025-12-24
90005786.SZ,159922,P,2.566,2025-12-24
90005807.SZ,159922,C,2.65,2025-07-23
90005808.SZ,159922,P,2.65,2025-07-23
90005809.SZ,159922,C,2.65,2025-08-27
90005810.SZ,159922,P,2.65,2025-08-27
90005811.SZ,159922,C,2.615,2025-12-24
90005812.SZ,159922,P,2.615,2025-12-24
90005849.SZ,159922,C,2.7,2025-07-23
90005850.SZ,159922,P,2.7,2025-07-23
90005851.SZ,159922,C,2.7,2025-08-27
90005852.SZ,159922,P,2.7,2025-08-27
90005853.SZ,159922,C,2.7,2025-09-24
90005854.SZ,159922,P,2.7,2025-09-24
90005855.SZ,159922,C,2.665,2025-12-24
90005856.SZ,159922,P,2.665,2025-12-24
90005919.SZ,159922,C,2.27,2026-03-25
90005920.SZ,159922,C,2.319,2026-03-25
90005921.SZ,159922,C,2.369,2026-03-25
90005922.SZ,159922,C,2.418,2026-03-25
90005923.SZ,159922,C,2.467,2026-03-25
90005924.SZ,159922,C,2.517,2026-03-25
90005925.SZ,159922,C,2.566,2026-03-25
90005926.SZ,159922,C,2.615,2026-03-25
90005927.SZ,159922,C,2.665,2026-03-25
90005928.SZ,159922,P,2.27,2026-03-25
90005929.SZ,159922,P,2.319,2026-03-25
90005930.SZ,159922,P,2.369,2026-03-25
90005931.SZ,159922,P,2.418,2026-03-25
90005932.SZ,159922,P,2.467,2026-03-25
90005933.SZ,159922,P,2.517,2026-03-25
90005934.SZ,159922,P,2.566,2026-03-25
90005935.SZ,159922,P,2.615,2026-03-25
90005936.SZ,159922,P,2.665,2026-03-25
90005955.SZ,159922,C,2.75,2025-08-27
90005956.SZ,159922,P,2.75,2025-08-27
90005957.SZ,159922,C,2.75,2025-09-24
90005958.SZ,159922,P,2.75,2025-09-24
90005959.SZ,159922,C,2.714,2025-12-24
90005960.SZ,159922,P,2.714,2025-12-24
90005961.SZ,159922,C,2.714,2026-03-25
90005962.SZ,159922,P,2.714,2026-03-25
90005971.SZ,159922,C,2.8,2025-08-27
90005972.SZ,159922,P,2.8,2025-08-27
90005973.SZ,159922,C,2.8,2025-09-24
90005974.SZ,159922,P,2.8,2025-09-24
90005975.SZ,159922,C,2.763,2025-12-24
90005976.SZ,159922,P,2.763,2025-12-24
90005977.SZ,159922,C,2.763,2026-03-25
90005978.SZ,159922,P,2.763,2026-03-25
90005995.SZ,159922,C,2.85,2025-08-27
90005996.SZ,159922,P,2.85,2025-08-27
90005997.SZ,159922,C,2.85,2025-09-24
90005998.SZ,159922,P,2.85,2025-09-24
90005999.SZ,159922,C,2.813,2025-12-24
90006000.SZ,159922,P,2.813,2025-12-24
90006001.SZ,159922,C,2.813,2026-03-25
90006002.SZ,159922,P,2.813,2026-03-25
90006043.SZ,159922,C,2.9,2025-08-27
90006044.SZ,159922,P,2.9,2025-08-27
90006045.SZ,159922,C,2.9,2025-09-24
90006046.SZ,159922,P,2.9,2025-09-24
90006047.SZ,159922,C,2.862,2025-12-24
90006048.SZ,159922,P,2.862,2025-12-24
90006049.SZ,159922,C,2.862,2026-03-25
90006050.SZ,159922,P,2.862,2026-03-25
90006051.SZ,159922,C,2.95,2025-08-27
90006052.SZ,159922,P,2.95,2025-08-27
90006053.SZ,159922,C,2.95,2025-09-24
90006054.SZ,159922,P,2.95,2025-09-24
90006055.SZ,159922,C,2.912,2025-12-24
90006056.SZ,159922,P,2.912,2025-12-24
90006057.SZ,159922,C,2.912,2026-03-25
90006058.SZ,159922,P,2.912,2026-03-25
90006115.SZ,159922,C,3.0,2025-08-27
90006116.SZ,159922,P,3.0,2025-08-27
90006117.SZ,159922,C,3.0,2025-09-24
90006118.SZ,159922,P,3.0,2025-09-24
90006119.SZ,159922,C,2.961,2025-12-24
90006120.SZ,159922,P,2.961,2025-12-24
90006121.SZ,159922,C,2.961,2026-03-25
90006122.SZ,159922,P,2.961,2026-03-25
90006177.SZ,159922,C,2.6,2025-10-22
90006178.SZ,159922,C,2.65,2025-10-22
90006179.SZ,159922,C,2.7,2025-10-22
90006180.SZ,159922,C,2.75,2025-10-22
90006181.SZ,159922,C,2.8,2025-10-22
90006182.SZ,159922,C,2.85,2025-10-22
90006183.SZ,159922,C,2.9,2025-10-22
90006184.SZ,159922,C,2.95,2025-10-22
90006185.SZ,159922,C,3.0,2025-10-22
90006186.SZ,159922,P,2.6,2025-10-22
90006187.SZ,159922,P,2.65,2025-10-22
90006188.SZ,159922,P,2.7,2025-10-22
90006189.SZ,159922,P,2.75,2025-10-22
90006190.SZ,159922,P,2.8,2025-10-22
90006191.SZ,159922,P,2.85,2025-10-22
