option_code,trade_date,close,volume,amount,open_interest
90001294.SZ,2022-09-20,0.3363,1107.0,384.9689,789.0
90001295.SZ,2022-09-20,0.1632,4920.0,872.6638,2180.0
90001296.SZ,2022-09-20,0.066,6277.0,440.214,3516.0
90001297.SZ,2022-09-20,0.0216,6794.0,161.5244,3483.0
90001298.SZ,2022-09-20,0.0064,1806.0,13.6113,1560.0
90001299.SZ,2022-09-20,0.0025,1368.0,3.8822,2544.0
90001300.SZ,2022-09-20,0.0048,2631.0,12.2616,4444.0
90001301.SZ,2022-09-20,0.0107,4501.0,46.328,6655.0
90001302.SZ,2022-09-20,0.0254,4976.0,116.2234,3864.0
90001303.SZ,2022-09-20,0.0611,5640.0,321.4897,3399.0
90001304.SZ,2022-09-20,0.1398,4853.0,651.9164,2055.0
90001305.SZ,2022-09-20,0.288,1134.0,313.3814,996.0
90001306.SZ,2022-09-20,0.4996,1080.0,511.8925,1922.0
90001307.SZ,2022-09-20,0.7325,64.0,45.9307,119.0
90001308.SZ,2022-09-20,0.942,21.0,20.402,97.0
90001309.SZ,2022-09-20,1.0183,11.0,10.9183,26.0
90001310.SZ,2022-09-20,0.7652,10.0,7.652,20.0
90001311.SZ,2022-09-20,0.555,22.0,12.0464,70.0
90001312.SZ,2022-09-20,0.3631,138.0,52.2535,225.0
90001313.SZ,2022-09-20,0.2085,736.0,161.3442,641.0
90001314.SZ,2022-09-20,0.1072,1288.0,144.4726,971.0
90001315.SZ,2022-09-20,0.0497,1026.0,53.8825,817.0
90001316.SZ,2022-09-20,0.0224,1408.0,35.9181,1087.0
90001317.SZ,2022-09-20,0.0088,570.0,6.074,714.0
90001318.SZ,2022-09-20,0.0153,1171.0,15.4923,2642.0
90001319.SZ,2022-09-20,0.0291,999.0,26.3753,1218.0
90001320.SZ,2022-09-20,0.0584,908.0,49.5082,1151.0
90001321.SZ,2022-09-20,0.1152,1631.0,180.549,1224.0
90001322.SZ,2022-09-20,0.2127,643.0,132.5565,519.0
90001323.SZ,2022-09-20,0.3636,72.0,25.8814,261.0
90001324.SZ,2022-09-20,0.552,36.0,19.8356,59.0
90001325.SZ,2022-09-20,0.7952,10.0,7.952,15.0
90001326.SZ,2022-09-20,1.0044,12.0,12.2761,16.0
90001327.SZ,2022-09-20,1.0086,40.0,40.273,33.0
90001328.SZ,2022-09-20,0.7964,90.0,70.217,77.0
90001329.SZ,2022-09-20,0.5555,130.0,75.126,86.0
90001330.SZ,2022-09-20,0.3816,102.0,40.166,115.0
90001331.SZ,2022-09-20,0.2453,168.0,43.4208,146.0
90001332.SZ,2022-09-20,0.1519,495.0,76.3125,432.0
90001333.SZ,2022-09-20,0.0873,61.0,5.2885,218.0
90001334.SZ,2022-09-20,0.0505,38.0,1.7634,255.0
90001335.SZ,2022-09-20,0.0256,134.0,3.6123,259.0
90001336.SZ,2022-09-20,0.0294,306.0,8.5797,1075.0
90001337.SZ,2022-09-20,0.0575,40.0,2.1549,318.0
90001338.SZ,2022-09-20,0.1034,122.0,11.4959,305.0
90001339.SZ,2022-09-20,0.1788,157.0,26.1874,281.0
90001340.SZ,2022-09-20,0.29,165.0,46.8503,197.0
90001341.SZ,2022-09-20,0.4387,206.0,86.8232,334.0
90001342.SZ,2022-09-20,0.6249,77.0,47.2077,68.0
90001343.SZ,2022-09-20,0.7912,10.0,7.912,15.0
90001344.SZ,2022-09-20,1.0159,30.0,30.439,31.0
90001345.SZ,2022-09-20,0.948,76.0,73.9501,77.0
90001346.SZ,2022-09-20,0.7688,30.0,23.0699,35.0
90001347.SZ,2022-09-20,0.5939,39.0,23.0499,34.0
90001348.SZ,2022-09-20,0.4367,135.0,60.1419,195.0
90001349.SZ,2022-09-20,0.3169,168.0,53.4027,292.0
90001350.SZ,2022-09-20,0.2178,146.0,32.4995,160.0
90001351.SZ,2022-09-20,0.151,80.0,12.4396,171.0
90001352.SZ,2022-09-20,0.1024,25.0,2.4913,96.0
90001353.SZ,2022-09-20,0.0701,205.0,14.2043,428.0
90001354.SZ,2022-09-20,0.082,311.0,23.3354,703.0
90001355.SZ,2022-09-20,0.1278,25.0,3.2314,116.0
90001356.SZ,2022-09-20,0.194,51.0,10.0329,103.0
90001357.SZ,2022-09-20,0.2884,136.0,39.1154,274.0
90001358.SZ,2022-09-20,0.4266,112.0,46.2189,317.0
90001359.SZ,2022-09-20,0.5837,76.0,43.7446,153.0
90001360.SZ,2022-09-20,0.725,26.0,19.215,81.0
90001361.SZ,2022-09-20,0.9375,15.0,14.155,20.0
90001362.SZ,2022-09-20,1.1632,12.0,13.8332,56.0
90001291.SZ,2022-09-21,1.0601,123.0,128.7854,144.0
90001292.SZ,2022-09-21,0.8156,819.0,635.7315,1041.0
90001293.SZ,2022-09-21,0.5776,2262.0,1235.9102,2170.0
90001294.SZ,2022-09-21,0.3552,2444.0,815.5553,1264.0
90001295.SZ,2022-09-21,0.1799,6976.0,1163.8326,3009.0
90001296.SZ,2022-09-21,0.0707,12224.0,810.5251,5010.0
90001297.SZ,2022-09-21,0.022,7174.0,155.5503,4494.0
90001298.SZ,2022-09-21,0.0066,1821.0,11.9727,2010.0
90001299.SZ,2022-09-21,0.0024,1229.0,2.9797,2813.0
90001300.SZ,2022-09-21,0.0044,3839.0,18.2442,4983.0
90001301.SZ,2022-09-21,0.0096,5201.0,57.5123,7098.0
90001302.SZ,2022-09-21,0.0226,5260.0,133.5588,3808.0
90001303.SZ,2022-09-21,0.0539,9576.0,589.3799,5108.0
90001304.SZ,2022-09-21,0.1275,10347.0,1457.7003,4059.0
90001305.SZ,2022-09-21,0.2678,2896.0,829.9377,1608.0
90001306.SZ,2022-09-21,0.47,2520.0,1255.2975,2185.0
90001307.SZ,2022-09-21,0.6974,86.0,61.2072,169.0
90001308.SZ,2022-09-21,0.9429,30.0,29.1538,99.0
90001309.SZ,2022-09-21,1.0383,48.0,49.5654,51.0
90001310.SZ,2022-09-21,0.8006,42.0,33.5187,41.0
90001311.SZ,2022-09-21,0.578,157.0,85.8972,191.0
90001312.SZ,2022-09-21,0.3965,312.0,108.9959,336.0
90001313.SZ,2022-09-21,0.2199,834.0,169.1315,743.0
90001314.SZ,2022-09-21,0.1157,1121.0,114.2949,923.0
90001315.SZ,2022-09-21,0.0516,508.0,25.7944,874.0
90001316.SZ,2022-09-21,0.0217,620.0,12.9573,1227.0
90001317.SZ,2022-09-21,0.0083,180.0,1.5709,716.0
90001318.SZ,2022-09-21,0.0142,787.0,12.6006,2630.0
90001319.SZ,2022-09-21,0.0275,892.0,24.8137,1412.0
90001320.SZ,2022-09-21,0.0538,439.0,25.3174,941.0
90001321.SZ,2022-09-21,0.1062,719.0,85.9723,921.0
90001322.SZ,2022-09-21,0.1996,915.0,199.1263,539.0
90001323.SZ,2022-09-21,0.3335,231.0,85.3785,326.0
90001324.SZ,2022-09-21,0.5173,9.0,5.0174,63.0
90001325.SZ,2022-09-21,0.7425,2.0,1.5241,15.0
90001326.SZ,2022-09-21,0.9714,7.0,7.0446,22.0
90001327.SZ,2022-09-21,1.0097,85.0,84.809,88.0
90001328.SZ,2022-09-21,0.7944,100.0,75.651,120.0
90001329.SZ,2022-09-21,0.5873,80.0,44.312,116.0
90001330.SZ,2022-09-21,0.3788,143.0,53.0219,150.0
90001331.SZ,2022-09-21,0.2688,137.0,34.297,150.0
90001332.SZ,2022-09-21,0.1542,134.0,20.0936,435.0
90001333.SZ,2022-09-21,0.0871,140.0,11.9116,276.0
90001334.SZ,2022-09-21,0.0479,400.0,18.996,373.0
90001335.SZ,2022-09-21,0.0266,391.0,9.7139,391.0
90001336.SZ,2022-09-21,0.0276,514.0,14.7412,1430.0
90001337.SZ,2022-09-21,0.0514,405.0,21.4684,595.0
90001338.SZ,2022-09-21,0.0918,63.0,6.4511,321.0
90001339.SZ,2022-09-21,0.1597,132.0,23.85,284.0
90001340.SZ,2022-09-21,0.2663,124.0,36.8903,214.0
90001341.SZ,2022-09-21,0.4145,203.0,89.5811,476.0
90001342.SZ,2022-09-21,0.5947,40.0,24.827,58.0
90001343.SZ,2022-09-21,0.8027,50.0,42.043,45.0
90001344.SZ,2022-09-21,1.0255,50.0,52.101,71.0
90001345.SZ,2022-09-21,0.9793,59.0,56.2472,109.0
90001346.SZ,2022-09-21,0.7822,12.0,9.2513,37.0
90001347.SZ,2022-09-21,0.6015,12.0,7.2395,39.0
90001348.SZ,2022-09-21,0.4375,23.0,9.6909,146.0
90001349.SZ,2022-09-21,0.3232,165.0,52.9158,335.0
90001350.SZ,2022-09-21,0.231,14.0,3.0199,147.0
90001351.SZ,2022-09-21,0.1605,20.0,2.9646,139.0
90001352.SZ,2022-09-21,0.1075,33.0,3.3063,117.0
90001353.SZ,2022-09-21,0.0716,89.0,6.011,446.0
90001354.SZ,2022-09-21,0.076,124.0,10.204,770.0
90001355.SZ,2022-09-21,0.1218,31.0,4.0647,133.0
90001356.SZ,2022-09-21,0.196,6.0,1.2271,99.0
90001357.SZ,2022-09-21,0.2834,119.0,36.8982,326.0
90001358.SZ,2022-09-21,0.4091,108.0,46.6153,352.0
90001359.SZ,2022-09-21,0.5811,79.0,47.2848,204.0
90001360.SZ,2022-09-21,0.7335,20.0,14.6385,51.0
90001361.SZ,2022-09-21,0.9269,12.0,11.1178,27.0
90001362.SZ,2022-09-21,1.1383,24.0,27.3798,47.0
90001291.SZ,2022-09-22,1.0546,68.0,72.3086,118.0
90001292.SZ,2022-09-22,0.813,335.0,276.4388,1134.0
90001293.SZ,2022-09-22,0.571,1487.0,865.1443,2555.0
90001294.SZ,2022-09-22,0.3548,1775.0,649.3135,1434.0
90001295.SZ,2022-09-22,0.1778,9901.0,1851.1881,4492.0
90001296.SZ,2022-09-22,0.0679,14846.0,1126.3496,6884.0
90001297.SZ,2022-09-22,0.0227,11259.0,282.3611,5476.0
90001298.SZ,2022-09-22,0.0066,3066.0,24.1847,2768.0
90001299.SZ,2022-09-22,0.0026,1230.0,3.662,2987.0
90001300.SZ,2022-09-22,0.0045,4380.0,19.8595,6010.0
90001301.SZ,2022-09-22,0.009,2697.0,25.7142,7289.0
90001302.SZ,2022-09-22,0.0208,5724.0,121.9876,5054.0
90001303.SZ,2022-09-22,0.0544,10758.0,565.8256,6748.0
90001304.SZ,2022-09-22,0.1267,13021.0,1622.5461,6893.0
90001305.SZ,2022-09-22,0.2653,3815.0,1000.8727,2290.0
90001306.SZ,2022-09-22,0.4707,1678.0,774.224,2475.0
90001307.SZ,2022-09-22,0.6998,191.0,130.4251,264.0
90001308.SZ,2022-09-22,0.9451,103.0,96.7808,156.0
90001309.SZ,2022-09-22,1.0647,12.0,12.1764,39.0
90001310.SZ,2022-09-22,0.809,41.0,33.1408,56.0
90001311.SZ,2022-09-22,0.5996,4.0,2.3563,153.0
90001312.SZ,2022-09-22,0.3742,195.0,75.9159,291.0
90001313.SZ,2022-09-22,0.2184,756.0,172.8155,594.0
90001314.SZ,2022-09-22,0.1122,469.0,55.1692,868.0
90001315.SZ,2022-09-22,0.0512,788.0,42.386,1149.0
90001316.SZ,2022-09-22,0.0205,742.0,17.2027,1518.0
90001317.SZ,2022-09-22,0.009,666.0,6.4441,915.0
90001318.SZ,2022-09-22,0.0128,707.0,9.2875,2840.0
90001319.SZ,2022-09-22,0.0263,541.0,13.9414,1436.0
90001320.SZ,2022-09-22,0.0524,420.0,23.4412,900.0
90001321.SZ,2022-09-22,0.1061,612.0,68.8971,916.0
90001322.SZ,2022-09-22,0.1992,876.0,172.1197,513.0
90001323.SZ,2022-09-22,0.3412,178.0,59.9763,337.0
90001324.SZ,2022-09-22,0.5462,2.0,1.0923,64.0
90001325.SZ,2022-09-22,0.7564,24.0,18.1536,38.0
90001326.SZ,2022-09-22,0.9908,29.0,28.587,46.0
90001327.SZ,2022-09-22,1.0402,20.0,20.803,98.0
90001328.SZ,2022-09-22,0.8041,50.0,40.408,63.0
90001329.SZ,2022-09-22,0.576,96.0,56.5378,115.0
90001330.SZ,2022-09-22,0.3995,87.0,35.4039,137.0
90001331.SZ,2022-09-22,0.258,129.0,33.0834,187.0
90001332.SZ,2022-09-22,0.1631,192.0,30.7301,392.0
90001333.SZ,2022-09-22,0.0911,42.0,3.7849,236.0
90001334.SZ,2022-09-22,0.0497,341.0,17.6663,363.0
90001335.SZ,2022-09-22,0.0269,275.0,7.6825,349.0
90001336.SZ,2022-09-22,0.029,280.0,8.5544,1536.0
90001337.SZ,2022-09-22,0.0528,303.0,15.709,743.0
90001338.SZ,2022-09-22,0.0986,183.0,17.1213,415.0
90001339.SZ,2022-09-22,0.1684,139.0,24.8623,285.0
90001340.SZ,2022-09-22,0.2764,130.0,34.7797,234.0
90001341.SZ,2022-09-22,0.4056,196.0,79.137,545.0
90001342.SZ,2022-09-22,0.5981,91.0,53.2763,87.0
90001343.SZ,2022-09-22,0.7889,51.0,40.0649,71.0
90001344.SZ,2022-09-22,1.0144,60.0,60.673,81.0
90001345.SZ,2022-09-22,0.9699,54.0,52.9431,124.0
90001346.SZ,2022-09-22,0.7773,24.0,18.7981,57.0
90001347.SZ,2022-09-22,0.6137,6.0,3.682,44.0
90001348.SZ,2022-09-22,0.4466,152.0,69.0543,241.0
90001349.SZ,2022-09-22,0.3351,84.0,27.0056,312.0
90001350.SZ,2022-09-22,0.2339,104.0,23.1495,194.0
90001351.SZ,2022-09-22,0.1515,17.0,2.7733,149.0
90001352.SZ,2022-09-22,0.1063,9.0,0.972,99.0
90001353.SZ,2022-09-22,0.0712,196.0,14.2408,449.0
90001354.SZ,2022-09-22,0.0791,49.0,4.0121,787.0
90001355.SZ,2022-09-22,0.1273,72.0,8.8913,173.0
90001356.SZ,2022-09-22,0.1986,1.0,0.1986,98.0
90001357.SZ,2022-09-22,0.2864,32.0,9.6768,311.0
90001358.SZ,2022-09-22,0.4144,57.0,23.2716,305.0
90001359.SZ,2022-09-22,0.5558,11.0,6.1352,143.0
90001360.SZ,2022-09-22,0.7584,1.0,0.7584,51.0
90001361.SZ,2022-09-22,0.9381,20.0,18.801,41.0
90001362.SZ,2022-09-22,1.1505,20.0,23.038,67.0
90001291.SZ,2022-09-23,1.0281,286.0,278.2127,239.0
90001292.SZ,2022-09-23,0.7724,1537.0,1125.2052,1435.0
90001293.SZ,2022-09-23,0.527,2968.0,1503.5806,3092.0
90001294.SZ,2022-09-23,0.3092,4578.0,1365.7289,2215.0
90001295.SZ,2022-09-23,0.1462,22247.0,3270.4245,7015.0
90001296.SZ,2022-09-23,0.0526,19812.0,1085.4999,8033.0
90001297.SZ,2022-09-23,0.0165,15988.0,278.9124,6486.0
90001298.SZ,2022-09-23,0.0051,5886.0,32.4147,3367.0
90001299.SZ,2022-09-23,0.0019,2352.0,5.1055,3230.0
90001300.SZ,2022-09-23,0.005,7661.0,38.4369,8097.0
90001301.SZ,2022-09-23,0.0101,9542.0,107.6722,7337.0
90001302.SZ,2022-09-23,0.0243,13362.0,366.1744,6729.0
90001303.SZ,2022-09-23,0.0619,23417.0,1561.5277,8052.0
90001304.SZ,2022-09-23,0.1479,22531.0,3507.6188,8114.0
90001305.SZ,2022-09-23,0.3017,7069.0,2202.7829,2855.0
90001306.SZ,2022-09-23,0.5115,3849.0,2045.9632,3149.0
90001307.SZ,2022-09-23,0.7354,451.0,352.3351,426.0
90001308.SZ,2022-09-23,0.9799,252.0,260.1734,212.0
90001309.SZ,2022-09-23,0.9996,139.0,130.6454,133.0
90001310.SZ,2022-09-23,0.7581,262.0,185.4258,198.0
90001311.SZ,2022-09-23,0.5327,511.0,258.5515,349.0
90001312.SZ,2022-09-23,0.3378,907.0,289.0,529.0
90001313.SZ,2022-09-23,0.1895,1728.0,317.0977,907.0
90001314.SZ,2022-09-23,0.0939,1595.0,152.625,1203.0
90001315.SZ,2022-09-23,0.0407,776.0,32.6,1256.0
90001316.SZ,2022-09-23,0.017,906.0,16.9581,1580.0
90001317.SZ,2022-09-23,0.0069,294.0,2.2268,750.0
90001318.SZ,2022-09-23,0.0132,1194.0,16.887,2455.0
90001319.SZ,2022-09-23,0.0283,667.0,19.9527,1337.0
90001320.SZ,2022-09-23,0.0599,447.0,28.8738,1018.0
90001321.SZ,2022-09-23,0.1197,1990.0,253.255,1246.0
90001322.SZ,2022-09-23,0.2222,1893.0,443.5971,943.0
90001323.SZ,2022-09-23,0.3749,655.0,255.5958,525.0
90001324.SZ,2022-09-23,0.5706,236.0,144.2079,229.0
90001325.SZ,2022-09-23,0.7782,107.0,85.0931,117.0
90001326.SZ,2022-09-23,1.0096,165.0,169.7845,141.0
90001327.SZ,2022-09-23,0.9696,155.0,144.4837,212.0
90001328.SZ,2022-09-23,0.7363,151.0,109.0901,181.0
90001329.SZ,2022-09-23,0.5434,158.0,83.3189,225.0
90001330.SZ,2022-09-23,0.3654,252.0,90.4261,231.0
90001331.SZ,2022-09-23,0.2319,191.0,42.3608,308.0
90001332.SZ,2022-09-23,0.1383,365.0,50.9155,414.0
90001333.SZ,2022-09-23,0.0776,152.0,11.282,352.0
90001334.SZ,2022-09-23,0.0397,787.0,31.8185,958.0
90001335.SZ,2022-09-23,0.0217,573.0,12.629,616.0
90001336.SZ,2022-09-23,0.0335,409.0,13.7735,1746.0
90001337.SZ,2022-09-23,0.064,414.0,25.5905,1097.0
90001338.SZ,2022-09-23,0.1051,155.0,17.4278,359.0
90001339.SZ,2022-09-23,0.1865,281.0,51.4551,371.0
90001340.SZ,2022-09-23,0.3015,202.0,62.6622,306.0
90001341.SZ,2022-09-23,0.4556,186.0,88.0501,558.0
90001342.SZ,2022-09-23,0.639,120.0,77.73,127.0
90001343.SZ,2022-09-23,0.857,57.0,49.9293,82.0
90001344.SZ,2022-09-23,1.0575,70.0,77.671,141.0
90001345.SZ,2022-09-23,0.9399,162.0,149.9987,232.0
90001346.SZ,2022-09-23,0.7567,100.0,72.295,123.0
90001347.SZ,2022-09-23,0.5628,65.0,35.869,79.0
90001348.SZ,2022-09-23,0.4169,88.0,37.3502,188.0
90001349.SZ,2022-09-23,0.3015,201.0,56.885,298.0
90001350.SZ,2022-09-23,0.2108,279.0,56.3662,407.0
90001351.SZ,2022-09-23,0.142,56.0,7.391,172.0
90001352.SZ,2022-09-23,0.0944,74.0,6.8864,164.0
90001353.SZ,2022-09-23,0.0626,342.0,20.7898,489.0
90001354.SZ,2022-09-23,0.0826,172.0,15.0189,848.0
90001355.SZ,2022-09-23,0.133,75.0,10.6184,214.0
90001356.SZ,2022-09-23,0.2063,60.0,12.903,137.0
90001357.SZ,2022-09-23,0.3071,274.0,82.8745,507.0
90001358.SZ,2022-09-23,0.4366,272.0,122.1811,395.0
90001359.SZ,2022-09-23,0.5916,452.0,273.4737,424.0
90001360.SZ,2022-09-23,0.7999,50.0,40.124,80.0
90001361.SZ,2022-09-23,1.0067,30.0,30.201,71.0
90001362.SZ,2022-09-23,1.2247,30.0,36.741,93.0
90001291.SZ,2022-09-26,0.929,114.0,111.6676,189.0
90001292.SZ,2022-09-26,0.6848,273.0,199.9566,1395.0
90001293.SZ,2022-09-26,0.4571,658.0,317.4567,2956.0
90001294.SZ,2022-09-26,0.2537,3096.0,873.2127,2535.0
90001295.SZ,2022-09-26,0.1112,20036.0,2592.0517,7697.0
90001296.SZ,2022-09-26,0.0387,16600.0,763.6113,9637.0
90001297.SZ,2022-09-26,0.0118,7048.0,96.8066,6108.0
90001298.SZ,2022-09-26,0.0033,2639.0,11.1324,3064.0
90001299.SZ,2022-09-26,0.0018,1005.0,1.6939,2938.0
90001300.SZ,2022-09-26,0.0067,5347.0,29.8514,8701.0
90001301.SZ,2022-09-26,0.0141,8796.0,106.9006,6898.0
90001302.SZ,2022-09-26,0.0339,13047.0,374.4869,6086.0
90001303.SZ,2022-09-26,0.0831,16354.0,1166.9947,8228.0
90001304.SZ,2022-09-26,0.1929,15971.0,2621.3922,8167.0
90001305.SZ,2022-09-26,0.364,2975.0,978.8686,3145.0
90001306.SZ,2022-09-26,0.5884,778.0,433.1419,2896.0
90001307.SZ,2022-09-26,0.8272,102.0,80.9196,326.0
90001308.SZ,2022-09-26,1.0785,64.0,66.7478,147.0
90001309.SZ,2022-09-26,0.9054,14.0,13.243,110.0
90001310.SZ,2022-09-26,0.6778,81.0,58.2075,197.0
90001311.SZ,2022-09-26,0.4686,505.0,253.1141,369.0
90001312.SZ,2022-09-26,0.2939,350.0,109.657,332.0
90001313.SZ,2022-09-26,0.1587,1494.0,266.1785,930.0
90001314.SZ,2022-09-26,0.0765,934.0,79.7914,881.0
90001315.SZ,2022-09-26,0.0325,536.0,19.7714,1325.0
90001316.SZ,2022-09-26,0.0136,281.0,4.1111,1269.0
90001317.SZ,2022-09-26,0.0056,368.0,2.2262,773.0
90001318.SZ,2022-09-26,0.0172,1601.0,25.7125,2007.0
90001319.SZ,2022-09-26,0.0377,460.0,14.4846,1255.0
90001320.SZ,2022-09-26,0.0774,491.0,34.9482,1064.0
90001321.SZ,2022-09-26,0.147,1151.0,154.5989,1029.0
90001322.SZ,2022-09-26,0.2702,1463.0,345.0602,730.0
90001323.SZ,2022-09-26,0.4367,328.0,130.9734,430.0
90001324.SZ,2022-09-26,0.642,174.0,103.9659,232.0
90001325.SZ,2022-09-26,0.7928,24.0,19.484,89.0
90001326.SZ,2022-09-26,1.0995,31.0,32.6566,114.0
90001327.SZ,2022-09-26,0.9019,20.0,18.55,188.0
90001328.SZ,2022-09-26,0.6856,63.0,44.802,147.0
90001329.SZ,2022-09-26,0.5268,57.0,30.7639,230.0
90001330.SZ,2022-09-26,0.329,177.0,63.1349,227.0
90001331.SZ,2022-09-26,0.196,159.0,34.8463,289.0
90001332.SZ,2022-09-26,0.1201,280.0,35.2542,342.0
90001333.SZ,2022-09-26,0.0621,213.0,14.6301,385.0
90001334.SZ,2022-09-26,0.0339,390.0,14.1452,845.0
90001335.SZ,2022-09-26,0.0166,508.0,9.6474,458.0
90001336.SZ,2022-09-26,0.0439,449.0,16.3427,1870.0
90001337.SZ,2022-09-26,0.0772,223.0,14.7934,1098.0
90001338.SZ,2022-09-26,0.1354,126.0,14.3189,326.0
90001339.SZ,2022-09-26,0.2194,268.0,53.4918,375.0
90001340.SZ,2022-09-26,0.3429,354.0,112.2549,375.0
90001341.SZ,2022-09-26,0.4731,66.0,30.0776,365.0
90001342.SZ,2022-09-26,0.6808,72.0,47.6654,133.0
90001343.SZ,2022-09-26,0.9104,46.0,40.9864,106.0
90001344.SZ,2022-09-26,1.146,62.0,69.5674,149.0
90001345.SZ,2022-09-26,0.8668,42.0,37.4177,136.0
90001347.SZ,2022-09-26,0.5195,26.0,14.2251,75.0
90001348.SZ,2022-09-26,0.3905,50.0,18.973,173.0
90001349.SZ,2022-09-26,0.2705,298.0,83.8244,450.0
90001350.SZ,2022-09-26,0.1836,87.0,16.0743,380.0
