etf_code,strategy,style_bucket,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,excess_return_total,excess_return_annualized,information_ratio,upside_capture_ratio,downside_capture_ratio,average_premium_yield,total_premium_contribution,total_upside_truncation_cost,total_transaction_cost_drag,net_option_contribution,assignment_frequency,average_coverage_ratio,average_selected_delta,average_moneyness,option_sale_success_rate,close_trigger_rate,avg_days_to_close,close_buyback_cost,synthetic_demo
159915,S8_IVStyleRule_Close_v1,成长/科技/医药权重,0.2871690763124126,0.0493718013483162,0.31014982360330184,0.15918693995926744,0.37002779838555666,-0.5964137311029171,0.08278112788754123,-0.012605760715854914,-0.002406434446279835,-0.031514304475062115,,,0.0047546156974589675,0.30905002033483286,0.3214984289030271,0.00015735214766066777,-0.012605760715854893,0.06153846153846154,0.16923076923076924,0.33671945604852793,0.039481513922655996,0.16923076923076924,0.03076923076923077,16.0,0.005654274986502626,False
510050,S8_IVStyleRule_Close_v1,大盘蓝筹/金融权重,0.06216280672799068,0.012657801900986643,0.14670584418683927,0.08628014767336824,0.15173975037308335,-0.27399260797709857,0.046197603630403906,0.3185958828992039,0.06644999843326252,1.0575067617870493,,,0.013068210400505306,0.8494336760328449,0.5304065247455835,0.0004312683880574915,0.3185958828992039,0.3076923076923077,0.6423076923076924,0.5158491036325342,0.0003902521687399202,0.7538461538461538,0.09230769230769231,18.166666666666668,0.013103100082138152,False
510300,S8_IVStyleRule_Close_v1,A股核心宽基,0.25976259792286305,0.04945852596747646,0.15855776422934845,0.31192749347762233,0.6628083198915957,-0.2516744883292823,0.19651783657454633,0.34166582120950645,0.07142498553348789,1.0685098356101885,,,0.013286786330769603,0.8636411115000242,0.5215339961258334,0.0004412941646842169,0.34166582120950645,0.27692307692307694,0.6846153846153846,0.5186441373689967,-0.0002884420025374189,0.7846153846153846,0.12307692307692308,20.5,0.01894721786840971,False
510500,S8_IVStyleRule_Close_v1,中盘成长/均衡,0.0962597176745974,0.017587912295720542,0.22747720535390953,0.07731725149496729,0.122636216226961,-0.49124140747512524,0.03580299223169849,0.017669084582151374,0.0033519833017075108,0.09006840766522461,,,0.0021585737362850507,0.1403072928585283,0.12256345878715258,7.474948922432965e-05,0.017669084582151367,0.03076923076923077,0.18461538461538463,0.24073015401899311,0.05227836797845522,0.18461538461538463,0.07692307692307693,12.4,0.009191685590131036,False
588000,S8_IVStyleRule_Close_v1,科创/硬科技,0.3850630137325568,0.06402074048095008,0.31976972308592266,0.20020888739284298,0.40798035860448184,-0.5626892792247122,0.11377636440694143,0.1823881023362518,0.0347451238792964,0.5405313715831772,,,0.005251433558522937,0.3413431813039909,0.15878119812483418,0.00017388084290490612,0.1823881023362518,0.046153846153846156,0.13846153846153847,0.364775761063096,0.051078857252389726,0.13846153846153847,0.03076923076923077,17.0,0.006418504505821308,False
