etf_code,strategy,style_bucket,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,excess_return_total,excess_return_annualized,information_ratio,upside_capture_ratio,downside_capture_ratio,average_premium_yield,total_premium_contribution,total_upside_truncation_cost,total_transaction_cost_drag,net_option_contribution,assignment_frequency,average_coverage_ratio,average_selected_delta,average_moneyness,option_sale_success_rate,synthetic_demo
159915,S7_IVStyleRule_v1,成长/科技/医药权重,0.26370222108861285,0.0460370495831357,0.3117098407901704,0.14769199928508467,0.3463369124410052,-0.5964137311029171,0.07718978819954693,-0.006948658591859037,-0.0013362804984344303,-0.0174042095621819,,,0.0047546156974589675,0.30905002033483286,0.3158441539165245,0.00015452501016741647,-0.006948658591859017,0.06153846153846154,0.16923076923076924,0.33671945604852793,0.039481513922655996,0.16923076923076924,False
510050,S7_IVStyleRule_v1,大盘蓝筹/金融权重,-0.07717339698962877,-0.01766257027989604,0.10584976773877076,-0.1668645161648907,-0.21731139237841982,-0.28639992662160385,-0.06167100141485758,0.32361678407660605,0.07180554783462686,1.0561445140946382,,,0.014872851587694623,0.9667353532001505,0.6426352014469443,0.0004833676766000752,0.3236167840766061,0.4461538461538462,0.7653846153846153,0.5158491036325342,0.0006406979657041759,1.0,False
510300,S7_IVStyleRule_v1,A股核心宽基,-0.028399242203557495,-0.006372170450999692,0.10582370039525481,-0.06021496533573706,-0.08573150095921953,-0.2828797257889536,-0.02252607688029838,0.31068428985583857,0.06893602784035324,0.9500455745352222,,,0.014927993381510771,0.9703195697982001,0.6591501201574623,0.0004851597848991,0.31068428985583857,0.46153846153846156,0.7923076923076923,0.5186441373689967,-0.0003531426495601282,1.0,False
510500,S7_IVStyleRule_v1,中盘成长/均衡,0.05061389671461347,0.009540348046103153,0.2291235243726663,0.04163844839688266,0.06675833670351682,-0.5145342596137779,0.018541715867985885,0.026865366015077486,0.005166416541361055,0.13678008786844373,,,0.0021585737362850507,0.1403072928585283,0.11337177319702155,7.015364642926414e-05,0.02686536601507747,0.03076923076923077,0.18461538461538463,0.24073015401899311,0.05227836797845522,0.18461538461538463,False
588000,S7_IVStyleRule_v1,科创/硬科技,0.3921595353549383,0.06555136241933046,0.3208268892824765,0.20432003865366427,0.4154759223442632,-0.5626892792247122,0.11649655474091991,0.188809816094326,0.0362332191768817,0.5593648045980111,,,0.005251433558522937,0.3413431813039909,0.15236269361901286,0.00017067159065199545,0.18880981609432607,0.046153846153846156,0.13846153846153847,0.364775761063096,0.051078857252389726,0.13846153846153847,False
