etf_code,style_bucket,strategy,roll_date,end_date,S0,ST,K,C0,coverage_ratio,option_selected_flag,no_option_available_flag,selection_reason,iv_timing_action,iv_30d_atm,iv_percentile_252,iv_regime,iv_invalid_reason,iv_observation_count,rv_20d,iv_rv_spread,iv_signal_valid,fallback_flag,price_source,option_code,selected_delta,selected_iv,days_to_expiry,moneyness,R_etf,premium_yield,upside_cost,cost,R_cc,excess_return,assignment_flag,premium_contribution,upside_cost_contribution,transaction_cost_contribution,net_option_contribution,experiment_stage,experiment_stage_name,rule_id,rule_name,rule_warmup_invalid_coverage,rule_data_invalid_coverage,rule_low_coverage,rule_normal_coverage,rule_high_coverage,experiment_strategy,synthetic_demo
159915,成长/科技/医药权重,S5_IVTiming_ATM_Monthly,2023-09-28,2023-10-31,1.953,1.916,,0.0,0.0,0,0,warmup_invalid_skip,warmup_invalid_skip,0.1939495012283325,,warmup_invalid,warmup,218.0,0.1570549319102224,0.03689456931811008,0,,none,,,,,,-0.018945212493599664,0.0,0.0,0.0,-0.018945212493599664,0.0,0,0.0,-0.0,-0.0,0.0,core_atm,ATM核心检验,RuleA_Current,当前保守版,0.0,0.0,0.0,0.5,1.0,RuleA_Current_core_atm,False
159915,成长/科技/医药权重,S5_IVTiming_ATM_Monthly,2023-10-31,2023-11-30,1.916,1.874,,0.0,0.0,0,0,warmup_invalid_skip,warmup_invalid_skip,0.1851854095458984,,warmup_invalid,warmup,235.0,0.2058917012230066,-0.02070629167710819,0,,none,,,,,,-0.02192066805845502,0.0,0.0,0.0,-0.02192066805845502,0.0,0,0.0,-0.0,-0.0,0.0,core_atm,ATM核心检验,RuleA_Current,当前保守版,0.0,0.0,0.0,0.5,1.0,RuleA_Current_core_atm,False
159915,成长/科技/医药权重,S5_IVTiming_ATM_Monthly,2023-11-30,2023-12-29,1.874,1.842,,0.0,0.0,0,0,warmup_invalid_skip,warmup_invalid_skip,0.18031223125457763,,warmup_invalid,warmup,251.0,0.18435578268992817,-0.00404355143535054,0,,none,,,,,,-0.01707577374599788,0.0,0.0,0.0,-0.01707577374599788,0.0,0,0.0,-0.0,-0.0,0.0,core_atm,ATM核心检验,RuleA_Current,当前保守版,0.0,0.0,0.0,0.5,1.0,RuleA_Current_core_atm,False
159915,成长/科技/医药权重,S5_IVTiming_ATM_Monthly,2023-12-29,2024-01-24,1.842,1.65,1.85,0.0394,0.5,1,0,selected,normal_iv_sell,0.20542197380065919,0.5952380952380952,normal_iv,valid,271.0,0.22471590425287716,-0.019293930452217972,1,,close,90002912.SZ,0.4910751754229217,0.2140048709869385,26.0,0.004343105320304019,-0.1042345276872965,0.010694896851248642,0.0,5.3474484256243205e-06,-0.09354497828447349,0.010689549402823018,0,0.010694896851248642,-0.0,-5.3474484256243205e-06,0.010689549402823018,core_atm,ATM核心检验,RuleA_Current,当前保守版,0.0,0.0,0.0,0.5,1.0,RuleA_Current_core_atm,False
159915,成长/科技/医药权重,S5_IVTiming_ATM_Monthly,2024-01-31,2024-02-28,1.533,1.701,1.55,0.0425,1.0,1,0,selected,high_iv_sell,0.2882946144104004,0.996031746031746,high_iv,valid,287.0,0.2599181186653152,0.028376495745085162,1,,close,90003035.SZ,0.4690573720124288,0.2907359718322754,28.0,0.01108936725375087,0.10958904109589052,0.02772341813437704,0.09849967384213962,1.3861709067188521e-05,0.038798923679060744,-0.07079011741682978,1,0.02772341813437704,-0.09849967384213962,-1.3861709067188521e-05,-0.07079011741682976,core_atm,ATM核心检验,RuleA_Current,当前保守版,0.0,0.0,0.0,0.5,1.0,RuleA_Current_core_atm,False
159915,成长/科技/医药权重,S5_IVTiming_ATM_Monthly,2024-02-29,2024-03-27,1.761,1.742,1.75,0.0587,1.0,1,0,selected,high_iv_sell,0.2918422119140625,0.9801587301587301,high_iv,valid,302.0,0.372875545759296,-0.08103333384523348,1,,close,90002635.SZ,0.5564089286060337,0.27127186832427974,27.0,-0.006246450880181609,-0.010789324247586546,0.03333333333333334,0.0,1.6666666666666667e-05,0.022527342419080127,0.033316666666666675,0,0.03333333333333334,-0.0,-1.6666666666666667e-05,0.033316666666666675,core_atm,ATM核心检验,RuleA_Current,当前保守版,0.0,0.0,0.0,0.5,1.0,RuleA_Current_core_atm,False
159915,成长/科技/医药权重,S5_IVTiming_ATM_Monthly,2024-03-29,2024-04-24,1.768,1.719,1.75,0.0536,1.0,1,0,selected,high_iv_sell,0.23943408803939822,0.8293650793650794,high_iv,valid,322.0,0.2635565876824634,-0.02412249964306515,1,,close,90003342.SZ,0.5879822894156189,0.2274990926742554,26.0,-0.010180995475113086,-0.027714932126696793,0.030316742081447964,0.0,1.5158371040723981e-05,0.0025866515837104464,0.03030158371040724,0,0.030316742081447964,-0.0,-1.5158371040723981e-05,0.03030158371040724,core_atm,ATM核心检验,RuleA_Current,当前保守版,0.0,0.0,0.0,0.5,1.0,RuleA_Current_core_atm,False
159915,成长/科技/医药权重,S5_IVTiming_ATM_Monthly,2024-04-30,2024-05-22,1.816,1.839,1.8,0.0496,0.5,1,0,selected,normal_iv_sell,0.2211334439277649,0.6944444444444444,normal_iv,valid,342.0,0.2864420422644163,-0.06530859833665137,1,,close,90003450.SZ,0.5829622663509494,0.22524846630096435,22.0,-0.008810572687224627,0.012665198237885412,0.013656387665198238,0.010737885462555045,6.828193832599119e-06,0.015576872246696006,0.002911674008810594,1,0.013656387665198238,-0.010737885462555045,-6.828193832599119e-06,0.002911674008810593,core_atm,ATM核心检验,RuleA_Current,当前保守版,0.0,0.0,0.0,0.5,1.0,RuleA_Current_core_atm,False
159915,成长/科技/医药权重,S5_IVTiming_ATM_Monthly,2024-05-31,2024-06-26,1.772,1.699,1.75,0.0522,0.5,1,0,selected,normal_iv_sell,0.20283279981613161,0.5198412698412699,normal_iv,valid,357.0,0.17891503199108405,0.023917767825047564,1,,close,90002816.SZ,0.6102020447704335,0.2067189449310303,26.0,-0.01241534988713322,-0.04119638826185099,0.014729119638826185,0.0,7.364559819413093e-06,-0.02647463318284422,0.014721755079006773,0,0.014729119638826185,-0.0,-7.364559819413093e-06,0.014721755079006773,core_atm,ATM核心检验,RuleA_Current,当前保守版,0.0,0.0,0.0,0.5,1.0,RuleA_Current_core_atm,False
159915,成长/科技/医药权重,S5_IVTiming_ATM_Monthly,2024-06-28,2024-07-24,1.652,1.619,1.65,0.0392,0.5,1,0,selected,normal_iv_sell,0.21327532472610478,0.623015873015873,normal_iv,valid,375.0,0.17707102991123813,0.036204294814866644,1,,close,90003629.SZ,0.5298944498080296,0.21057171211242678,26.0,-0.001210653753026647,-0.01997578692493942,0.011864406779661017,0.0,5.932203389830508e-06,-0.008117312348668233,0.011858474576271186,0,0.011864406779661017,-0.0,-5.932203389830508e-06,0.011858474576271186,core_atm,ATM核心检验,RuleA_Current,当前保守版,0.0,0.0,0.0,0.5,1.0,RuleA_Current_core_atm,False
