etf_code,strategy_name,strategy_label,parameter_role,target_delta,coverage,window_cycles,window_start,window_end,net_option_yield_non_compound,gross_premium_yield_non_compound,covered_call_return_non_compound,relative_to_buyhold_return_non_compound,net_option_pnl_cash,upside_cap_pnl_cash,cash_target_02_met,cash_target_04_met,cash_target_06_met
588000,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2023-06-30,2024-06-26,0.24323528184675386,0.35458764788888086,-0.0633786551089285,0.24323528184675386,24.323528184675386,1.0993725743855147,True,True,True
588000,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2023-07-26,2024-07-24,0.25465728008496386,0.36630852858483776,-0.03179063055335743,0.25465728008496386,25.46572800849638,1.0993725743855147,True,True,True
588000,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2023-08-23,2024-08-28,0.2537553355857393,0.36538298266464836,-0.005493837184882042,0.2537553355857393,25.375533558573938,1.0993725743855147,True,True,True
588000,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2023-09-27,2024-09-25,0.25929878901578274,0.34324700110282624,-0.008885998032101501,0.25929878901578274,25.929878901578277,1.0993725743855147,True,True,True
588000,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2023-10-25,2024-10-23,-0.21296267430468072,0.3453242211800463,0.02989500968990624,-0.21296267430468072,-21.29626743046807,46.43972971724267,False,False,False
588000,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2023-11-22,2024-11-27,-0.15915088245204584,0.38557198303633533,0.06482939700622184,-0.15915088245204584,-15.915088245204581,46.43972971724267,False,False,False
588000,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2023-12-27,2024-12-25,-0.17759122474607747,0.38839831727502416,0.122955963440113,-0.17759122474607747,-17.75912247460775,46.43972971724267,False,False,False
588000,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2024-01-24,2025-01-22,-0.17692104877883466,0.3890860299145756,0.18087960575260534,-0.17692104877883466,-17.692104877883466,46.43972971724267,False,False,False
588000,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2024-02-28,2025-02-26,-0.29193818667822935,0.39626687179447473,0.1930570730339342,-0.29193818667822935,-29.193818667822924,56.60698919246132,False,False,False
588000,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2024-03-27,2025-03-26,-0.29656800944549755,0.39151589922672897,0.12340921810931868,-0.29656800944549755,-29.65680094454975,56.60698919246132,False,False,False
588000,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2024-04-24,2025-04-23,-0.30013576837405853,0.3878547818038855,0.12346904430414138,-0.30013576837405853,-30.01357683740585,56.60698919246132,False,False,False
588000,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2024-05-22,2025-05-28,-0.2589811301184442,0.3783133317108465,0.10629575469322541,-0.2589811301184442,-25.89811301184442,55.50761661807581,False,False,False
588000,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2024-06-26,2025-06-25,-0.29350161449117934,0.39103815135336517,0.12789887605773534,-0.29350161449117934,-29.35016144911793,56.884684066756165,False,False,False
588000,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2024-07-24,2025-07-23,-0.32819561553030646,0.3789363168943108,0.1415742447480355,-0.32819561553030646,-32.81956155303064,56.884684066756165,False,False,False
588000,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2024-08-28,2025-08-27,-0.5777114505735663,0.39710921668013305,0.19323763497075033,-0.5777114505735663,-57.771145057356634,79.52411609655132,False,False,False
588000,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2024-09-25,2025-09-24,-0.6952958962775677,0.41460056858738814,0.2256880366183502,-0.6952958962775677,-69.52958962775678,88.69404504195147,False,False,False
588000,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2024-10-23,2025-10-22,-0.20444095229997655,0.4316033697078364,0.2069631486631681,-0.20444095229997655,-20.444095229997657,43.353687899094304,False,False,False
588000,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2024-11-27,2025-11-26,-0.2305131418285579,0.4048489422798411,0.11139136878984607,-0.2305131418285579,-23.051314182855787,43.353687899094304,False,False,False
588000,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2024-12-25,2025-12-24,-0.23940285201652378,0.39105543980235047,0.09941350900996211,-0.23940285201652378,-23.94028520165238,43.353687899094304,False,False,False
588000,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2025-01-22,2026-01-28,-0.40429215029848026,0.39131686982720865,0.12361717702791876,-0.40429215029848026,-40.42921502984801,56.17006175714069,False,False,False
588000,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2025-02-26,2026-02-25,-0.27198389805393897,0.3914616616889074,0.052585587437954225,-0.27198389805393897,-27.198389805393894,46.002802281922044,False,False,False
588000,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2025-03-26,2026-03-25,-0.27546889902097715,0.38788546777711874,0.030030377329906696,-0.27546889902097715,-27.54688990209771,46.002802281922044,False,False,False
588000,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2025-04-23,2026-04-22,-0.36412813294998386,0.3924842982489709,0.06199351137813715,-0.36412813294998386,-36.41281329499838,52.90349903282457,False,False,False
588000,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,12,2025-05-28,2026-05-27,-0.6031764555336856,0.38946090664838834,0.11041103412894372,-0.6031764555336856,-60.31764555336855,73.79224004001881,False,False,False
588000,BuyHold,ETF BuyHold,buyhold,,0.0,12,2023-06-30,2024-06-26,0.0,0.0,-0.3066139369556824,0.0,0.0,0.0,False,False,False
588000,BuyHold,ETF BuyHold,buyhold,,0.0,12,2023-07-26,2024-07-24,0.0,0.0,-0.28644791063832126,0.0,0.0,0.0,False,False,False
588000,BuyHold,ETF BuyHold,buyhold,,0.0,12,2023-08-23,2024-08-28,0.0,0.0,-0.25924917277062137,0.0,0.0,0.0,False,False,False
588000,BuyHold,ETF BuyHold,buyhold,,0.0,12,2023-09-27,2024-09-25,0.0,0.0,-0.2681847870478843,0.0,0.0,0.0,False,False,False
588000,BuyHold,ETF BuyHold,buyhold,,0.0,12,2023-10-25,2024-10-23,0.0,0.0,0.24285768399458696,0.0,0.0,0.0,False,False,False
588000,BuyHold,ETF BuyHold,buyhold,,0.0,12,2023-11-22,2024-11-27,0.0,0.0,0.22398027945826765,0.0,0.0,0.0,False,False,False
588000,BuyHold,ETF BuyHold,buyhold,,0.0,12,2023-12-27,2024-12-25,0.0,0.0,0.3005471881861905,0.0,0.0,0.0,False,False,False
588000,BuyHold,ETF BuyHold,buyhold,,0.0,12,2024-01-24,2025-01-22,0.0,0.0,0.35780065453143994,0.0,0.0,0.0,False,False,False
588000,BuyHold,ETF BuyHold,buyhold,,0.0,12,2024-02-28,2025-02-26,0.0,0.0,0.48499525971216345,0.0,0.0,0.0,False,False,False
588000,BuyHold,ETF BuyHold,buyhold,,0.0,12,2024-03-27,2025-03-26,0.0,0.0,0.41997722755481626,0.0,0.0,0.0,False,False,False
588000,BuyHold,ETF BuyHold,buyhold,,0.0,12,2024-04-24,2025-04-23,0.0,0.0,0.4236048126781998,0.0,0.0,0.0,False,False,False
588000,BuyHold,ETF BuyHold,buyhold,,0.0,12,2024-05-22,2025-05-28,0.0,0.0,0.36527688481166964,0.0,0.0,0.0,False,False,False
