etf_code,strategy_name,strategy_label,parameter_role,target_delta,coverage,sample_start,sample_end,sample_days,cycle_count,selected_option_cycle_count,assignment_rate,fixed_notional,gross_premium_cash_total,net_option_pnl_cash_total,covered_call_pnl_cash_total,buyhold_pnl_cash_total,relative_to_buyhold_pnl_cash_total,non_compound_total_return,non_compound_annualized_return,non_compound_annualized_net_option_yield,net_option_yield_mean,net_option_yield_median,net_option_yield_p10,net_option_yield_p90,positive_net_option_cycle_rate,gross_premium_yield_median,covered_call_cycle_return_median,covered_call_positive_cycle_rate,relative_to_buyhold_return_mean,upside_cap_return_mean,upside_cap_return_p90,upside_cap_cycle_rate,rolling_window_count,rolling_net_option_yield_p10,rolling_net_option_yield_median,rolling_net_option_yield_p90,rolling_cash_target_02_met_rate,rolling_cash_target_04_met_rate,rolling_cash_target_06_met_rate
588000,BuyHold,ETF BuyHold,buyhold,,0.0,2023-06-30,2026-05-27,1062,35,0,,100.0,0.0,0.0,80.39361155921273,80.39361155921273,0.0,0.8039361155921272,0.2763057271102885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01665124884366329,0.45714285714285713,0.0,0.0,0.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0
588000,ATM_Q100,ATM / Q100,static_atm_coverage,,1.0,2023-06-30,2026-05-27,1062,35,35,0.42857142857142855,100.0,110.10691105827166,-63.96721136913074,16.426400190081992,80.39361155921273,-63.96721136913074,0.1642640019008199,0.056456083515818524,-0.21984964359447004,-0.018276346105465923,0.020749809885931555,-0.11756728104915291,0.03613131190954147,0.7428571428571429,0.031292517006802724,0.01066725317693068,0.6285714285714286,-0.018276346105465923,0.037256922637851464,0.11756728104915296,0.2571428571428571,24,-0.5256856604910405,-0.2654825140861916,0.2505993194640437,0.16666666666666666,0.16666666666666666,0.16666666666666666
588000,D10_Q100,D10 / Q100,static_target_delta_coverage,0.1,1.0,2023-06-30,2026-05-27,1062,35,35,0.11428571428571428,100.0,16.827111705939544,-37.83474586680989,42.558865692402826,80.39361155921273,-37.8347458668099,0.42558865692402825,0.14627105440420932,-0.13003467270607919,-0.010809927390517112,0.0034626903553299487,-0.011878222650104802,0.007363836684894743,0.8857142857142857,0.0037239868565169766,-0.011873404255319162,0.45714285714285713,-0.010809927390517112,0.015067575196750295,0.012662002810962743,0.11428571428571428,24,-0.29226718827287496,-0.20645195394162658,0.037662677095197654,0.16666666666666666,0.0,0.0
588000,D20_Q100,D20 / Q100,static_target_delta_coverage,0.2,1.0,2023-06-30,2026-05-27,1062,35,35,0.2,100.0,32.17827470858758,-52.56354851578284,27.830063043429888,80.39361155921273,-52.563548515782834,0.27830063043429887,0.09564946337901986,-0.1806562637312687,-0.015018156718795098,0.007437261503928171,-0.04196315034075068,0.012037681063463564,0.8,0.008698453608247423,-0.007005411655874205,0.4857142857142857,-0.015018156718795098,0.022189800223974033,0.04196315034075074,0.2,24,-0.3180513215551587,-0.2848450690372151,0.09302375284073837,0.16666666666666666,0.16666666666666666,0.16666666666666666
588000,D30_Q100,D30 / Q100,static_target_delta_coverage,0.3,1.0,2023-06-30,2026-05-27,1062,35,35,0.2,100.0,49.91672791744088,-58.92564454986328,21.46796700934944,80.39361155921273,-58.92564454986328,0.21467967009349442,0.07378350243326315,-0.2025222246770254,-0.016835898442818083,0.011181296641791044,-0.07579105101733491,0.019794730721789798,0.8,0.012609970674486805,-0.007005411655874205,0.4857142857142857,-0.016835898442818083,0.02782019499015596,0.07579105101733494,0.2,24,-0.3802617432426957,-0.2473793472106032,0.13561119644345468,0.16666666666666666,0.16666666666666666,0.16666666666666666
588000,D40_Q100,D40 / Q100,static_target_delta_coverage,0.4,1.0,2023-06-30,2026-05-27,1062,35,35,0.3142857142857143,100.0,76.97306491662425,-69.7789142310947,10.61469732811803,80.39361155921273,-69.7789142310947,0.10614697328118028,0.03648177518609303,-0.23982395192419553,-0.019936832637455628,0.013934524929444969,-0.10573014120375585,0.025350200213878328,0.8,0.02188346883468835,0.00300101757631821,0.5428571428571428,-0.019936832637455628,0.03440904331276697,0.10573014120375586,0.2,24,-0.48349061164525164,-0.2579332430395294,0.18049870718112032,0.16666666666666666,0.16666666666666666,0.16666666666666666
588000,D50_Q100,D50 / Q100,static_target_delta_coverage,0.5,1.0,2023-06-30,2026-05-27,1062,35,35,0.34285714285714286,100.0,94.69561226142807,-58.36746812614737,22.02614343306535,80.39361155921273,-58.36746812614738,0.2202614343306535,0.07570190539612856,-0.20060382171416,-0.016676419464613533,0.0198704989154013,-0.10573014120375585,0.03476005647072178,0.8,0.024765342960288806,0.012667079207920769,0.6285714285714286,-0.016676419464613533,0.03518182031885737,0.10573014120375586,0.2,24,-0.4695878921198981,-0.20793638920458968,0.24876363863274106,0.16666666666666666,0.16666666666666666,0.16666666666666666
