option_code,underlying_etf,option_type,strike,expiry
10002987.SH,510050,C,3.3,2021-03-24
10002988.SH,510050,C,3.4,2021-03-24
10002989.SH,510050,C,3.5,2021-03-24
10002990.SH,510050,C,3.6,2021-03-24
10002991.SH,510050,C,3.7,2021-03-24
10002992.SH,510050,C,3.8,2021-03-24
10002993.SH,510050,C,3.9,2021-03-24
10002994.SH,510050,P,3.1,2021-03-24
10002995.SH,510050,P,3.2,2021-03-24
10002996.SH,510050,P,3.3,2021-03-24
10002997.SH,510050,P,3.4,2021-03-24
10002998.SH,510050,P,3.5,2021-03-24
10002999.SH,510050,P,3.6,2021-03-24
10003000.SH,510050,P,3.7,2021-03-24
10003001.SH,510050,P,3.8,2021-03-24
10003002.SH,510050,P,3.9,2021-03-24
10003003.SH,510050,C,3.1,2021-06-23
10003004.SH,510050,C,3.2,2021-06-23
10003005.SH,510050,C,3.3,2021-06-23
10003006.SH,510050,C,3.4,2021-06-23
10003007.SH,510050,C,3.5,2021-06-23
10003008.SH,510050,C,3.6,2021-06-23
10003009.SH,510050,C,3.7,2021-06-23
10003010.SH,510050,C,3.8,2021-06-23
10003011.SH,510050,C,3.9,2021-06-23
10003012.SH,510050,P,3.1,2021-06-23
10003013.SH,510050,P,3.2,2021-06-23
10003014.SH,510050,P,3.3,2021-06-23
10003015.SH,510050,P,3.4,2021-06-23
10003016.SH,510050,P,3.5,2021-06-23
10003017.SH,510050,P,3.6,2021-06-23
10003018.SH,510050,P,3.7,2021-06-23
10003019.SH,510050,P,3.8,2021-06-23
10003020.SH,510050,P,3.9,2021-06-23
10003023.SH,510050,C,4.0,2021-01-27
10003024.SH,510050,P,4.0,2021-01-27
10003025.SH,510050,C,4.0,2021-03-24
10003026.SH,510050,P,4.0,2021-03-24
10003027.SH,510050,C,4.0,2021-06-23
10003028.SH,510050,P,4.0,2021-06-23
10003039.SH,510050,C,3.0,2021-01-27
10003040.SH,510050,P,3.0,2021-01-27
10003041.SH,510050,C,3.0,2021-03-24
10003042.SH,510050,P,3.0,2021-03-24
10003043.SH,510050,C,3.0,2021-06-23
10003044.SH,510050,P,3.0,2021-06-23
10003045.SH,510050,C,3.1,2021-02-24
10003046.SH,510050,C,3.2,2021-02-24
10003047.SH,510050,C,3.3,2021-02-24
10003048.SH,510050,C,3.4,2021-02-24
10003049.SH,510050,C,3.5,2021-02-24
10003050.SH,510050,C,3.6,2021-02-24
10003051.SH,510050,C,3.7,2021-02-24
10003052.SH,510050,C,3.8,2021-02-24
10003053.SH,510050,C,3.9,2021-02-24
10003054.SH,510050,P,3.1,2021-02-24
10003055.SH,510050,P,3.2,2021-02-24
10003056.SH,510050,P,3.3,2021-02-24
10003057.SH,510050,P,3.4,2021-02-24
10003058.SH,510050,P,3.5,2021-02-24
10003059.SH,510050,P,3.6,2021-02-24
10003060.SH,510050,P,3.7,2021-02-24
10003061.SH,510050,P,3.8,2021-02-24
10003062.SH,510050,P,3.9,2021-02-24
10003083.SH,510050,C,4.0,2021-02-24
10003084.SH,510050,P,4.0,2021-02-24
10003085.SH,510050,C,4.1,2021-01-27
10003086.SH,510050,P,4.1,2021-01-27
10003087.SH,510050,C,4.1,2021-02-24
10003088.SH,510050,P,4.1,2021-02-24
10003089.SH,510050,C,4.1,2021-03-24
10003090.SH,510050,P,4.1,2021-03-24
10003091.SH,510050,C,4.1,2021-06-23
10003092.SH,510050,P,4.1,2021-06-23
10003101.SH,510050,C,4.2,2021-01-27
10003102.SH,510050,P,4.2,2021-01-27
10003103.SH,510050,C,4.2,2021-02-24
10003104.SH,510050,P,4.2,2021-02-24
10003105.SH,510050,C,4.2,2021-03-24
10003106.SH,510050,P,4.2,2021-03-24
10003107.SH,510050,C,4.2,2021-06-23
10003108.SH,510050,P,4.2,2021-06-23
10003109.SH,510050,C,4.3,2021-01-27
10003110.SH,510050,P,4.3,2021-01-27
10003111.SH,510050,C,4.3,2021-02-24
10003112.SH,510050,P,4.3,2021-02-24
10003113.SH,510050,C,4.3,2021-03-24
10003114.SH,510050,P,4.3,2021-03-24
10003115.SH,510050,C,4.3,2021-06-23
10003116.SH,510050,P,4.3,2021-06-23
10003205.SH,510050,C,3.4,2021-09-22
10003206.SH,510050,C,3.5,2021-09-22
10003207.SH,510050,C,3.6,2021-09-22
10003208.SH,510050,C,3.7,2021-09-22
10003209.SH,510050,C,3.8,2021-09-22
10003210.SH,510050,C,3.9,2021-09-22
10003211.SH,510050,C,4.0,2021-09-22
10003212.SH,510050,C,4.1,2021-09-22
10003213.SH,510050,C,4.2,2021-09-22
10003214.SH,510050,P,3.4,2021-09-22
10003215.SH,510050,P,3.5,2021-09-22
10003216.SH,510050,P,3.6,2021-09-22
10003217.SH,510050,P,3.7,2021-09-22
10003218.SH,510050,P,3.8,2021-09-22
10003219.SH,510050,P,3.9,2021-09-22
10003220.SH,510050,P,4.0,2021-09-22
10003221.SH,510050,P,4.1,2021-09-22
10003222.SH,510050,P,4.2,2021-09-22
10003241.SH,510050,C,3.3,2021-09-22
10003242.SH,510050,P,3.3,2021-09-22
10003251.SH,510050,C,4.3,2021-09-22
10003252.SH,510050,P,4.3,2021-09-22
10003255.SH,510050,C,4.4,2021-02-24
10003256.SH,510050,P,4.4,2021-02-24
10003257.SH,510050,C,4.4,2021-03-24
10003258.SH,510050,P,4.4,2021-03-24
10003259.SH,510050,C,4.4,2021-06-23
10003260.SH,510050,P,4.4,2021-06-23
10003261.SH,510050,C,4.4,2021-09-22
10003262.SH,510050,P,4.4,2021-09-22
10003263.SH,510050,C,3.4,2021-04-28
10003264.SH,510050,C,3.5,2021-04-28
10003265.SH,510050,C,3.6,2021-04-28
10003266.SH,510050,C,3.7,2021-04-28
10003267.SH,510050,C,3.8,2021-04-28
10003268.SH,510050,C,3.9,2021-04-28
10003269.SH,510050,C,4.0,2021-04-28
10003270.SH,510050,C,4.1,2021-04-28
10003271.SH,510050,C,4.2,2021-04-28
10003272.SH,510050,P,3.4,2021-04-28
10003273.SH,510050,P,3.5,2021-04-28
10003274.SH,510050,P,3.6,2021-04-28
10003275.SH,510050,P,3.7,2021-04-28
10003276.SH,510050,P,3.8,2021-04-28
10003277.SH,510050,P,3.9,2021-04-28
10003278.SH,510050,P,4.0,2021-04-28
10003279.SH,510050,P,4.1,2021-04-28
10003280.SH,510050,P,4.2,2021-04-28
10003299.SH,510050,C,3.3,2021-04-28
10003300.SH,510050,P,3.3,2021-04-28
10003303.SH,510050,C,3.2,2021-04-28
10003304.SH,510050,P,3.2,2021-04-28
10003305.SH,510050,C,3.2,2021-09-22
10003306.SH,510050,P,3.2,2021-09-22
10003315.SH,510050,C,3.1,2021-04-28
10003316.SH,510050,P,3.1,2021-04-28
10003317.SH,510050,C,3.1,2021-09-22
10003318.SH,510050,P,3.1,2021-09-22
10003325.SH,510050,C,3.1,2021-05-26
10003326.SH,510050,C,3.2,2021-05-26
10003327.SH,510050,C,3.3,2021-05-26
10003328.SH,510050,C,3.4,2021-05-26
10003329.SH,510050,C,3.5,2021-05-26
10003330.SH,510050,C,3.6,2021-05-26
10003331.SH,510050,C,3.7,2021-05-26
10003332.SH,510050,C,3.8,2021-05-26
10003333.SH,510050,C,3.9,2021-05-26
10003334.SH,510050,P,3.1,2021-05-26
10003335.SH,510050,P,3.2,2021-05-26
10003336.SH,510050,P,3.3,2021-05-26
10003337.SH,510050,P,3.4,2021-05-26
10003338.SH,510050,P,3.5,2021-05-26
10003339.SH,510050,P,3.6,2021-05-26
10003340.SH,510050,P,3.7,2021-05-26
10003341.SH,510050,P,3.8,2021-05-26
10003342.SH,510050,P,3.9,2021-05-26
10003363.SH,510050,C,4.0,2021-05-26
10003364.SH,510050,P,4.0,2021-05-26
10003367.SH,510050,C,3.0,2021-04-28
10003368.SH,510050,P,3.0,2021-04-28
10003369.SH,510050,C,3.0,2021-05-26
10003370.SH,510050,P,3.0,2021-05-26
10003371.SH,510050,C,3.0,2021-09-22
10003372.SH,510050,P,3.0,2021-09-22
10003373.SH,510050,C,3.061,2021-12-22
10003374.SH,510050,C,3.159,2021-12-22
10003375.SH,510050,C,3.258,2021-12-22
10003376.SH,510050,C,3.357,2021-12-22
10003377.SH,510050,C,3.455,2021-12-22
10003378.SH,510050,C,3.554,2021-12-22
10003379.SH,510050,C,3.653,2021-12-22
10003380.SH,510050,C,3.752,2021-12-22
10003381.SH,510050,C,3.85,2021-12-22
10003382.SH,510050,P,3.061,2021-12-22
10003383.SH,510050,P,3.159,2021-12-22
10003384.SH,510050,P,3.258,2021-12-22
10003385.SH,510050,P,3.357,2021-12-22
10003386.SH,510050,P,3.455,2021-12-22
10003387.SH,510050,P,3.554,2021-12-22
10003388.SH,510050,P,3.653,2021-12-22
10003389.SH,510050,P,3.752,2021-12-22
10003390.SH,510050,P,3.85,2021-12-22
10003409.SH,510050,C,2.962,2021-12-22
10003410.SH,510050,P,2.962,2021-12-22
10003413.SH,510050,C,3.949,2021-12-22
10003414.SH,510050,P,3.949,2021-12-22
10003415.SH,510050,C,3.2,2021-07-28
10003416.SH,510050,C,3.3,2021-07-28
10003417.SH,510050,C,3.4,2021-07-28
10003418.SH,510050,C,3.5,2021-07-28
10003419.SH,510050,C,3.6,2021-07-28
10003420.SH,510050,C,3.7,2021-07-28
10003421.SH,510050,C,3.8,2021-07-28
10003422.SH,510050,C,3.9,2021-07-28
10003423.SH,510050,C,4.0,2021-07-28
10003424.SH,510050,P,3.2,2021-07-28
10003425.SH,510050,P,3.3,2021-07-28
10003426.SH,510050,P,3.4,2021-07-28
10003427.SH,510050,P,3.5,2021-07-28
10003428.SH,510050,P,3.6,2021-07-28
10003429.SH,510050,P,3.7,2021-07-28
10003430.SH,510050,P,3.8,2021-07-28
10003431.SH,510050,P,3.9,2021-07-28
10003432.SH,510050,P,4.0,2021-07-28
10003451.SH,510050,C,4.1,2021-07-28
10003452.SH,510050,P,4.1,2021-07-28
10003453.SH,510050,C,4.048,2021-12-22
10003454.SH,510050,P,4.048,2021-12-22
10003455.SH,510050,C,3.1,2021-07-28
10003456.SH,510050,P,3.1,2021-07-28
10003459.SH,510050,C,3.0,2021-07-28
10003460.SH,510050,P,3.0,2021-07-28
10003461.SH,510050,C,3.1,2021-08-25
10003462.SH,510050,C,3.2,2021-08-25
10003463.SH,510050,C,3.3,2021-08-25
10003464.SH,510050,C,3.4,2021-08-25
10003465.SH,510050,C,3.5,2021-08-25
10003466.SH,510050,C,3.6,2021-08-25
10003467.SH,510050,C,3.7,2021-08-25
10003468.SH,510050,C,3.8,2021-08-25
10003469.SH,510050,C,3.9,2021-08-25
10003470.SH,510050,P,3.1,2021-08-25
10003471.SH,510050,P,3.2,2021-08-25
10003472.SH,510050,P,3.3,2021-08-25
10003473.SH,510050,P,3.4,2021-08-25
10003474.SH,510050,P,3.5,2021-08-25
10003475.SH,510050,P,3.6,2021-08-25
10003476.SH,510050,P,3.7,2021-08-25
10003477.SH,510050,P,3.8,2021-08-25
10003478.SH,510050,P,3.9,2021-08-25
10003497.SH,510050,C,3.0,2021-08-25
10003498.SH,510050,P,3.0,2021-08-25
10003501.SH,510050,C,2.95,2021-07-28
10003502.SH,510050,P,2.95,2021-07-28
10003503.SH,510050,C,2.95,2021-08-25
10003504.SH,510050,P,2.95,2021-08-25
10003505.SH,510050,C,2.95,2021-09-22
10003506.SH,510050,P,2.95,2021-09-22
10003507.SH,510050,C,2.912,2021-12-22
10003508.SH,510050,P,2.912,2021-12-22
10003509.SH,510050,C,2.9,2021-07-28
10003510.SH,510050,P,2.9,2021-07-28
10003511.SH,510050,C,2.9,2021-08-25
10003512.SH,510050,P,2.9,2021-08-25
10003513.SH,510050,C,2.9,2021-09-22
10003514.SH,510050,P,2.9,2021-09-22
10003515.SH,510050,C,2.863,2021-12-22
10003516.SH,510050,P,2.863,2021-12-22
10003531.SH,510050,C,2.863,2022-03-23
10003532.SH,510050,C,2.912,2022-03-23
10003533.SH,510050,C,2.962,2022-03-23
10003534.SH,510050,C,3.061,2022-03-23
10003535.SH,510050,C,3.159,2022-03-23
10003536.SH,510050,C,3.258,2022-03-23
10003537.SH,510050,C,3.357,2022-03-23
10003538.SH,510050,C,3.455,2022-03-23
10003539.SH,510050,C,3.554,2022-03-23
10003540.SH,510050,P,2.863,2022-03-23
10003541.SH,510050,P,2.912,2022-03-23
10003542.SH,510050,P,2.962,2022-03-23
10003543.SH,510050,P,3.061,2022-03-23
10003544.SH,510050,P,3.159,2022-03-23
10003545.SH,510050,P,3.258,2022-03-23
10003546.SH,510050,P,3.357,2022-03-23
10003547.SH,510050,P,3.455,2022-03-23
10003548.SH,510050,P,3.554,2022-03-23
10003571.SH,510050,C,3.653,2022-03-23
10003572.SH,510050,P,3.653,2022-03-23
10003573.SH,510050,C,2.85,2021-08-25
10003574.SH,510050,P,2.85,2021-08-25
10003575.SH,510050,C,2.85,2021-09-22
10003576.SH,510050,P,2.85,2021-09-22
10003577.SH,510050,C,2.814,2021-12-22
10003578.SH,510050,P,2.814,2021-12-22
10003579.SH,510050,C,2.814,2022-03-23
10003580.SH,510050,P,2.814,2022-03-23
10003581.SH,510050,C,2.9,2021-10-27
10003582.SH,510050,C,2.95,2021-10-27
10003583.SH,510050,C,3.0,2021-10-27
10003584.SH,510050,C,3.1,2021-10-27
10003585.SH,510050,C,3.2,2021-10-27
10003586.SH,510050,C,3.3,2021-10-27
10003587.SH,510050,C,3.4,2021-10-27
10003588.SH,510050,C,3.5,2021-10-27
10003589.SH,510050,C,3.6,2021-10-27
10003590.SH,510050,P,2.9,2021-10-27
10003591.SH,510050,P,2.95,2021-10-27
10003592.SH,510050,P,3.0,2021-10-27
10003593.SH,510050,P,3.1,2021-10-27
10003594.SH,510050,P,3.2,2021-10-27
10003595.SH,510050,P,3.3,2021-10-27
10003596.SH,510050,P,3.4,2021-10-27
10003597.SH,510050,P,3.5,2021-10-27
10003598.SH,510050,P,3.6,2021-10-27
10003617.SH,510050,C,2.85,2021-10-27
10003618.SH,510050,P,2.85,2021-10-27
10003621.SH,510050,C,3.7,2021-10-27
10003622.SH,510050,P,3.7,2021-10-27
10003623.SH,510050,C,2.9,2021-11-24
10003624.SH,510050,C,2.95,2021-11-24
10003625.SH,510050,C,3.0,2021-11-24
10003626.SH,510050,C,3.1,2021-11-24
10003627.SH,510050,C,3.2,2021-11-24
10003628.SH,510050,C,3.3,2021-11-24
10003629.SH,510050,C,3.4,2021-11-24
10003630.SH,510050,C,3.5,2021-11-24
10003631.SH,510050,C,3.6,2021-11-24
10003632.SH,510050,P,2.9,2021-11-24
10003633.SH,510050,P,2.95,2021-11-24
10003634.SH,510050,P,3.0,2021-11-24
10003635.SH,510050,P,3.1,2021-11-24
10003636.SH,510050,P,3.2,2021-11-24
10003637.SH,510050,P,3.3,2021-11-24
10003638.SH,510050,P,3.4,2021-11-24
10003639.SH,510050,P,3.5,2021-11-24
10003640.SH,510050,P,3.6,2021-11-24
10003661.SH,510050,C,3.7,2021-11-24
10003662.SH,510050,P,3.7,2021-11-24
10003663.SH,510050,C,3.8,2021-10-27
10003664.SH,510050,P,3.8,2021-10-27
10003665.SH,510050,C,3.8,2021-11-24
10003666.SH,510050,P,3.8,2021-11-24
10003667.SH,510050,C,3.752,2022-03-23
10003668.SH,510050,P,3.752,2022-03-23
10003669.SH,510050,C,2.912,2022-06-22
10003670.SH,510050,C,2.962,2022-06-22
10003671.SH,510050,C,3.061,2022-06-22
10003672.SH,510050,C,3.159,2022-06-22
10003673.SH,510050,C,3.258,2022-06-22
10003674.SH,510050,C,3.357,2022-06-22
10003675.SH,510050,C,3.455,2022-06-22
10003676.SH,510050,C,3.554,2022-06-22
10003677.SH,510050,C,3.653,2022-06-22
10003678.SH,510050,P,2.912,2022-06-22
10003679.SH,510050,P,2.962,2022-06-22
10003680.SH,510050,P,3.061,2022-06-22
10003681.SH,510050,P,3.159,2022-06-22
10003682.SH,510050,P,3.258,2022-06-22
10003683.SH,510050,P,3.357,2022-06-22
10003684.SH,510050,P,3.455,2022-06-22
10003685.SH,510050,P,3.554,2022-06-22
10003686.SH,510050,P,3.653,2022-06-22
10003707.SH,510050,C,2.863,2022-06-22
10003708.SH,510050,P,2.863,2022-06-22
10003709.SH,510050,C,2.912,2022-01-26
10003710.SH,510050,C,2.962,2022-01-26
10003711.SH,510050,C,3.061,2022-01-26
10003712.SH,510050,C,3.159,2022-01-26
10003713.SH,510050,C,3.258,2022-01-26
10003714.SH,510050,C,3.357,2022-01-26
10003715.SH,510050,C,3.455,2022-01-26
10003716.SH,510050,C,3.554,2022-01-26
10003717.SH,510050,C,3.653,2022-01-26
10003718.SH,510050,P,2.912,2022-01-26
10003719.SH,510050,P,2.962,2022-01-26
10003720.SH,510050,P,3.061,2022-01-26
10003721.SH,510050,P,3.159,2022-01-26
10003722.SH,510050,P,3.258,2022-01-26
10003723.SH,510050,P,3.357,2022-01-26
10003724.SH,510050,P,3.455,2022-01-26
10003725.SH,510050,P,3.554,2022-01-26
10003726.SH,510050,P,3.653,2022-01-26
10003747.SH,510050,C,2.9,2021-12-22
10003748.SH,510050,C,2.95,2021-12-22
10003749.SH,510050,C,3.0,2021-12-22
10003750.SH,510050,C,3.1,2021-12-22
10003751.SH,510050,C,3.2,2021-12-22
10003752.SH,510050,C,3.3,2021-12-22
10003753.SH,510050,C,3.4,2021-12-22
10003754.SH,510050,C,3.5,2021-12-22
10003755.SH,510050,C,3.6,2021-12-22
10003756.SH,510050,P,2.9,2021-12-22
10003757.SH,510050,P,2.95,2021-12-22
10003758.SH,510050,P,3.0,2021-12-22
10003759.SH,510050,P,3.1,2021-12-22
10003760.SH,510050,P,3.2,2021-12-22
10003761.SH,510050,P,3.3,2021-12-22
10003762.SH,510050,P,3.4,2021-12-22
10003763.SH,510050,P,3.5,2021-12-22
10003764.SH,510050,P,3.6,2021-12-22
10003765.SH,510050,C,2.9,2022-01-26
10003766.SH,510050,C,2.95,2022-01-26
10003767.SH,510050,C,3.0,2022-01-26
10003768.SH,510050,C,3.1,2022-01-26
10003769.SH,510050,C,3.2,2022-01-26
10003770.SH,510050,C,3.3,2022-01-26
10003771.SH,510050,C,3.4,2022-01-26
10003772.SH,510050,C,3.5,2022-01-26
10003773.SH,510050,C,3.6,2022-01-26
10003774.SH,510050,P,2.9,2022-01-26
10003775.SH,510050,P,2.95,2022-01-26
10003776.SH,510050,P,3.0,2022-01-26
10003777.SH,510050,P,3.1,2022-01-26
10003778.SH,510050,P,3.2,2022-01-26
10003779.SH,510050,P,3.3,2022-01-26
10003780.SH,510050,P,3.4,2022-01-26
10003781.SH,510050,P,3.5,2022-01-26
10003782.SH,510050,P,3.6,2022-01-26
10003783.SH,510050,C,2.9,2022-03-23
10003784.SH,510050,C,2.95,2022-03-23
10003785.SH,510050,C,3.0,2022-03-23
10003786.SH,510050,C,3.1,2022-03-23
10003787.SH,510050,C,3.2,2022-03-23
10003788.SH,510050,C,3.3,2022-03-23
10003789.SH,510050,C,3.4,2022-03-23
10003790.SH,510050,C,3.5,2022-03-23
10003791.SH,510050,C,3.6,2022-03-23
10003792.SH,510050,P,2.9,2022-03-23
10003793.SH,510050,P,2.95,2022-03-23
10003794.SH,510050,P,3.0,2022-03-23
10003795.SH,510050,P,3.1,2022-03-23
10003796.SH,510050,P,3.2,2022-03-23
10003797.SH,510050,P,3.3,2022-03-23
10003798.SH,510050,P,3.4,2022-03-23
10003799.SH,510050,P,3.5,2022-03-23
10003800.SH,510050,P,3.6,2022-03-23
10003801.SH,510050,C,2.9,2022-06-22
10003802.SH,510050,C,2.95,2022-06-22
10003803.SH,510050,C,3.0,2022-06-22
10003804.SH,510050,C,3.1,2022-06-22
10003805.SH,510050,C,3.2,2022-06-22
10003806.SH,510050,C,3.3,2022-06-22
10003807.SH,510050,C,3.4,2022-06-22
10003808.SH,510050,C,3.5,2022-06-22
10003809.SH,510050,C,3.6,2022-06-22
10003810.SH,510050,P,2.9,2022-06-22
10003811.SH,510050,P,2.95,2022-06-22
10003812.SH,510050,P,3.0,2022-06-22
10003813.SH,510050,P,3.1,2022-06-22
10003814.SH,510050,P,3.2,2022-06-22
10003815.SH,510050,P,3.3,2022-06-22
10003816.SH,510050,P,3.4,2022-06-22
10003817.SH,510050,P,3.5,2022-06-22
10003818.SH,510050,P,3.6,2022-06-22
10003819.SH,510050,C,3.7,2021-12-22
10003820.SH,510050,P,3.7,2021-12-22
10003821.SH,510050,C,3.7,2022-01-26
10003822.SH,510050,P,3.7,2022-01-26
10003823.SH,510050,C,3.7,2022-03-23
10003824.SH,510050,P,3.7,2022-03-23
10003825.SH,510050,C,3.7,2022-06-22
10003826.SH,510050,P,3.7,2022-06-22
10003827.SH,510050,C,3.8,2021-12-22
10003828.SH,510050,P,3.8,2021-12-22
10003829.SH,510050,C,3.8,2022-01-26
10003830.SH,510050,P,3.8,2022-01-26
10003831.SH,510050,C,3.8,2022-03-23
10003832.SH,510050,P,3.8,2022-03-23
10003833.SH,510050,C,3.8,2022-06-22
10003834.SH,510050,P,3.8,2022-06-22
10003841.SH,510050,C,2.9,2022-02-23
10003842.SH,510050,C,2.95,2022-02-23
10003843.SH,510050,C,3.0,2022-02-23
10003844.SH,510050,C,3.1,2022-02-23
10003845.SH,510050,C,3.2,2022-02-23
10003846.SH,510050,C,3.3,2022-02-23
10003847.SH,510050,C,3.4,2022-02-23
10003848.SH,510050,C,3.5,2022-02-23
10003849.SH,510050,C,3.6,2022-02-23
10003850.SH,510050,P,2.9,2022-02-23
10003851.SH,510050,P,2.95,2022-02-23
10003852.SH,510050,P,3.0,2022-02-23
10003853.SH,510050,P,3.1,2022-02-23
10003854.SH,510050,P,3.2,2022-02-23
10003855.SH,510050,P,3.3,2022-02-23
10003856.SH,510050,P,3.4,2022-02-23
10003857.SH,510050,P,3.5,2022-02-23
10003858.SH,510050,P,3.6,2022-02-23
10003877.SH,510050,C,3.7,2022-02-23
10003878.SH,510050,P,3.7,2022-02-23
10003887.SH,510050,C,2.85,2022-01-26
10003888.SH,510050,P,2.85,2022-01-26
10003889.SH,510050,C,2.85,2022-02-23
10003890.SH,510050,P,2.85,2022-02-23
10003891.SH,510050,C,2.85,2022-03-23
10003892.SH,510050,P,2.85,2022-03-23
10003893.SH,510050,C,2.85,2022-06-22
10003894.SH,510050,P,2.85,2022-06-22
10003975.SH,510050,C,2.85,2022-09-28
10003976.SH,510050,C,2.9,2022-09-28
10003977.SH,510050,C,2.95,2022-09-28
10003978.SH,510050,C,3.0,2022-09-28
10003979.SH,510050,C,3.1,2022-09-28
10003980.SH,510050,C,3.2,2022-09-28
10003981.SH,510050,C,3.3,2022-09-28
10003982.SH,510050,C,3.4,2022-09-28
10003983.SH,510050,C,3.5,2022-09-28
10003984.SH,510050,P,2.85,2022-09-28
10003985.SH,510050,P,2.9,2022-09-28
10003986.SH,510050,P,2.95,2022-09-28
10003987.SH,510050,P,3.0,2022-09-28
10003988.SH,510050,P,3.1,2022-09-28
10003989.SH,510050,P,3.2,2022-09-28
10003990.SH,510050,P,3.3,2022-09-28
10003991.SH,510050,P,3.4,2022-09-28
10003992.SH,510050,P,3.5,2022-09-28
10004019.SH,510050,C,2.8,2022-02-23
10004020.SH,510050,P,2.8,2022-02-23
10004021.SH,510050,C,2.8,2022-03-23
10004022.SH,510050,P,2.8,2022-03-23
10004023.SH,510050,C,2.8,2022-06-22
10004024.SH,510050,P,2.8,2022-06-22
10004025.SH,510050,C,2.8,2022-09-28
10004026.SH,510050,P,2.8,2022-09-28
10004035.SH,510050,C,2.85,2022-04-27
10004036.SH,510050,C,2.9,2022-04-27
10004037.SH,510050,C,2.95,2022-04-27
10004038.SH,510050,C,3.0,2022-04-27
10004039.SH,510050,C,3.1,2022-04-27
10004040.SH,510050,C,3.2,2022-04-27
10004041.SH,510050,C,3.3,2022-04-27
10004042.SH,510050,C,3.4,2022-04-27
