option_code,trade_date,close,volume,amount,open_interest
10002725.SH,2021-01-04,0.7441,74.0,55.196713,2161.0
10002726.SH,2021-01-04,0.696,130.0,90.569285,1841.0
10002727.SH,2021-01-04,0.6001,262.0,159.672358,1880.0
10002728.SH,2021-01-04,0.5078,169.0,86.359515,3963.0
10002729.SH,2021-01-04,0.4178,328.0,138.811905,5562.0
10002730.SH,2021-01-04,0.3342,551.0,188.919176,10427.0
10002731.SH,2021-01-04,0.2582,2564.0,658.882344,14844.0
10002732.SH,2021-01-04,0.1934,4346.0,838.474206,17780.0
10002733.SH,2021-01-04,0.1402,5008.0,716.931121,20306.0
10002734.SH,2021-01-04,0.0038,2123.0,7.740432,36484.0
10002735.SH,2021-01-04,0.004,796.0,3.409633,7855.0
10002736.SH,2021-01-04,0.0068,1053.0,7.170385,6481.0
10002737.SH,2021-01-04,0.0107,1183.0,13.271486,9177.0
10002738.SH,2021-01-04,0.0198,1812.0,36.04975,7516.0
10002739.SH,2021-01-04,0.034,1771.0,61.502236,6079.0
10002740.SH,2021-01-04,0.0579,2900.0,168.80367,10258.0
10002741.SH,2021-01-04,0.0914,1892.0,178.044141,12622.0
10002742.SH,2021-01-04,0.1372,2542.0,363.530046,10378.0
10002761.SH,2021-01-04,0.7926,148.0,118.80566,4739.0
10002762.SH,2021-01-04,0.0024,1068.0,3.020369,37961.0
10002767.SH,2021-01-04,0.1002,6081.0,624.319039,17769.0
10002768.SH,2021-01-04,0.1963,562.0,112.438151,6411.0
10002859.SH,2021-01-04,0.7364,55.0,40.32739,1869.0
10002860.SH,2021-01-04,0.6473,124.0,79.469539,701.0
10002861.SH,2021-01-04,0.5629,87.0,48.411027,724.0
10002862.SH,2021-01-04,0.4827,135.0,66.077733,1128.0
10002863.SH,2021-01-04,0.4089,307.0,125.126908,4503.0
10002864.SH,2021-01-04,0.3414,352.0,121.058256,2986.0
10002865.SH,2021-01-04,0.2816,489.0,136.324046,4109.0
10002866.SH,2021-01-04,0.2301,716.0,165.829764,2848.0
10002867.SH,2021-01-04,0.1861,621.0,115.302795,5181.0
10002868.SH,2021-01-04,0.0159,1144.0,18.494436,17342.0
10002869.SH,2021-01-04,0.0228,359.0,8.777353,2289.0
10002870.SH,2021-01-04,0.0359,830.0,30.454681,2759.0
10002871.SH,2021-01-04,0.054,591.0,32.093302,5525.0
10002872.SH,2021-01-04,0.0771,492.0,38.681566,2692.0
10002873.SH,2021-01-04,0.1082,487.0,52.760087,2358.0
10002874.SH,2021-01-04,0.1458,688.0,101.50874,2053.0
10002875.SH,2021-01-04,0.1926,603.0,118.652572,1482.0
10002876.SH,2021-01-04,0.2468,116.0,29.034686,970.0
10002895.SH,2021-01-04,0.7853,123.0,95.394247,4740.0
10002896.SH,2021-01-04,0.0122,576.0,7.643344,24828.0
10002909.SH,2021-01-04,0.0713,5657.0,418.566569,8985.0
10002910.SH,2021-01-04,0.2655,561.0,152.82641,1771.0
10002911.SH,2021-01-04,0.15,656.0,96.846706,6640.0
10002912.SH,2021-01-04,0.3081,38.0,11.853824,531.0
10002913.SH,2021-01-04,0.5855,204.0,119.348519,554.0
10002914.SH,2021-01-04,0.4881,248.0,119.189648,835.0
10002915.SH,2021-01-04,0.388,957.0,375.364696,793.0
10002916.SH,2021-01-04,0.294,1815.0,531.334433,4587.0
10002917.SH,2021-01-04,0.2041,15105.0,3094.698974,14268.0
10002918.SH,2021-01-04,0.1236,55883.0,6837.566767,25199.0
10002919.SH,2021-01-04,0.066,124397.0,8682.698686,43447.0
10002920.SH,2021-01-04,0.0353,80544.0,2947.887737,35585.0
10002921.SH,2021-01-04,0.0168,34546.0,690.792123,31011.0
10002922.SH,2021-01-04,0.0006,1709.0,1.755491,7594.0
10002923.SH,2021-01-04,0.0012,1526.0,2.413698,15635.0
10002924.SH,2021-01-04,0.0022,5143.0,12.321914,14364.0
10002925.SH,2021-01-04,0.0046,15877.0,80.074789,18201.0
10002926.SH,2021-01-04,0.0123,33411.0,441.337529,51778.0
10002927.SH,2021-01-04,0.0335,49336.0,1772.666589,32962.0
10002928.SH,2021-01-04,0.0759,49861.0,3956.47584,23384.0
10002929.SH,2021-01-04,0.1406,7906.0,1163.287787,5053.0
10002930.SH,2021-01-04,0.2235,890.0,200.38475,1243.0
10002967.SH,2021-01-04,0.5424,1110.0,600.3375,3452.0
10002968.SH,2021-01-04,0.4428,2014.0,878.1567,7410.0
10002969.SH,2021-01-04,0.3439,5376.0,1843.6177,11180.0
10002970.SH,2021-01-04,0.2473,33949.0,8306.2459,39097.0
10002971.SH,2021-01-04,0.16,149098.0,23587.6108,121094.0
10002972.SH,2021-01-04,0.09,337806.0,30772.6525,152350.0
10002973.SH,2021-01-04,0.048,290392.0,14678.0452,227711.0
10002974.SH,2021-01-04,0.024,145835.0,3848.4944,103946.0
10002975.SH,2021-01-04,0.0127,79401.0,1162.5298,79376.0
10002976.SH,2021-01-04,0.001,3053.0,3.2056,25960.0
10002977.SH,2021-01-04,0.0015,5839.0,10.2647,45595.0
10002978.SH,2021-01-04,0.0033,22912.0,80.3523,68693.0
10002979.SH,2021-01-04,0.0075,75071.0,610.3195,120592.0
10002980.SH,2021-01-04,0.021,165979.0,3669.8803,188524.0
10002981.SH,2021-01-04,0.0521,207209.0,11320.0105,114673.0
10002982.SH,2021-01-04,0.1078,88692.0,9953.4753,34392.0
10002983.SH,2021-01-04,0.1843,10695.0,2020.8965,5317.0
10002984.SH,2021-01-04,0.2742,851.0,237.5199,1139.0
10002985.SH,2021-01-04,0.5583,177.0,97.802,4336.0
10002986.SH,2021-01-04,0.4655,256.0,119.5798,1694.0
10002987.SH,2021-01-04,0.376,326.0,121.0945,2162.0
10002988.SH,2021-01-04,0.2936,1428.0,420.7503,4630.0
10002989.SH,2021-01-04,0.2224,5577.0,1240.7141,10449.0
10002990.SH,2021-01-04,0.1635,13411.0,2180.702,19965.0
10002991.SH,2021-01-04,0.1151,8604.0,1011.4294,11316.0
10002992.SH,2021-01-04,0.0835,7422.0,630.2622,10227.0
10002993.SH,2021-01-04,0.0601,6362.0,385.9068,13123.0
10002994.SH,2021-01-04,0.0086,1924.0,16.5178,10088.0
10002995.SH,2021-01-04,0.014,2150.0,31.277,8965.0
10002996.SH,2021-01-04,0.0257,3584.0,93.9522,9483.0
10002997.SH,2021-01-04,0.0439,5479.0,241.4132,12981.0
10002998.SH,2021-01-04,0.0715,5729.0,423.5778,17468.0
10002999.SH,2021-01-04,0.1122,6066.0,697.0185,4874.0
10003000.SH,2021-01-04,0.1674,2272.0,384.3254,5041.0
