surface_point_id,etf_code,strategy_name,moneyness_label,target_moneyness,avg_realized_moneyness,median_realized_moneyness,coverage,coverage_label,sample_start,sample_end,n_periods,selected_periods,option_sale_success_rate,assignment_frequency,avg_selected_delta,cumulative_return,annualized_return_cagr,annualized_volatility,sharpe_daily_mean,max_drawdown,calmar_ratio,premium_contribution_annualized,upside_cost_annualized,option_leg_annualized_pnl_contribution,total_net_option_contribution,source_note
mny_0023,510300,510300_DTE30_OTM2_Q30_MonthlyHold,OTM2,0.02,0.020354883291339883,0.020190145352010358,0.3,Q30,2022-09-19,2026-05-27,44,44,1.0,0.22727272727272727,,0.32143381846017394,0.07918230176777796,0.18703777659688003,0.42334924638480115,0.19835476790535678,0.39919535388006955,0.0354335357972087,0.027505222024091606,0.007910597005218484,0.029005522352467773,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0024,510300,510300_DTE30_OTM2_Q40_MonthlyHold,OTM2,0.02,0.020354883291339883,0.020190145352010358,0.4,Q40,2022-09-19,2026-05-27,44,44,1.0,0.22727272727272727,,0.3368946062580458,0.08261989961455063,0.18387536720240316,0.44932554518629847,0.19126163247449435,0.43197320103167264,0.04724471439627827,0.036673629365455485,0.010547462673624646,0.03867402980329037,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0025,510300,510300_DTE30_OTM2_Q50_MonthlyHold,OTM2,0.02,0.020354883291339883,0.020190145352010358,0.5,Q50,2022-09-19,2026-05-27,44,44,1.0,0.22727272727272727,,0.35235169059090254,0.08602791895487716,0.18088198988895837,0.4756024577554063,0.18624681346518257,0.4619027695255545,0.059055892995347845,0.045842036706819356,0.013184328342030805,0.04834253725411296,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0026,510300,510300_DTE30_OTM2_Q60_MonthlyHold,OTM2,0.02,0.020354883291339883,0.020190145352010358,0.6,Q60,2022-09-19,2026-05-27,44,44,1.0,0.22727272727272727,,0.36780009897800614,0.08940586252176042,0.1780661693905283,0.5020934792261337,0.18120645782739064,0.4933922531995219,0.0708670715944174,0.05501044404818321,0.015821194010436967,0.058011044704935545,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0027,510300,510300_DTE30_OTM2_Q70_MonthlyHold,OTM2,0.02,0.020354883291339883,0.020190145352010358,0.7,Q70,2022-09-19,2026-05-27,44,44,1.0,0.22727272727272727,,0.3832347667390428,0.09275323018317039,0.17543645547462436,0.5286998641886406,0.17614046310277143,0.5265867282808966,0.08267825019348697,0.0641788513895471,0.018458059678843126,0.06767955215575813,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0028,510300,510300_DTE30_OTM2_Q80_MonthlyHold,OTM2,0.02,0.020354883291339883,0.020190145352010358,0.8,Q80,2022-09-19,2026-05-27,44,44,1.0,0.22727272727272727,,0.398650537896734,0.09606951895240678,0.17300133511172633,0.5553108528923429,0.17104872652944103,0.5616500099220044,0.09448942879255653,0.07334725873091097,0.021094925347249292,0.07734805960658074,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0029,510300,510300_DTE30_OTM2_Q90_MonthlyHold,OTM2,0.02,0.020354883291339883,0.020190145352010358,0.9,Q90,2022-09-19,2026-05-27,44,44,1.0,0.22727272727272727,,0.4140421661645748,0.09935422299880114,0.1707691330546486,0.5818043414614417,0.16593114504139084,0.5987677778877356,0.10630060739162608,0.08251566607227484,0.023731791015655458,0.08701656705740335,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0030,510300,510300_DTE30_OTM2_Q100_MonthlyHold,OTM2,0.02,0.020354883291339883,0.020190145352010358,1.0,Q100,2022-09-19,2026-05-27,44,44,1.0,0.22727272727272727,,0.4294043160212493,0.10260683365876555,0.16874790212292762,0.6080480549264526,0.1607876152678942,0.6381513494544248,0.11811178599069569,0.09168407341363871,0.02636865668406161,0.09668507450822592,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0031,510300,510300_DTE30_OTM3_Q10_MonthlyHold,OTM3,0.03,0.030493334801014214,0.03150514869011567,0.1,Q10,2022-09-19,2026-05-27,44,44,1.0,0.1590909090909091,,0.28725390205111623,0.071477610568639,0.19478385132824383,0.36695860607144015,0.22017374250864352,0.32464184763463766,0.008807868602619161,0.006688943446036542,0.002114521222281312,0.007753244481698145,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0032,510300,510300_DTE30_OTM3_Q20_MonthlyHold,OTM3,0.03,0.030493334801014214,0.03150514869011567,0.2,Q20,2022-09-19,2026-05-27,44,44,1.0,0.1590909090909091,,0.2994235200376847,0.0742376884360425,0.19222107750685913,0.38620992764642803,0.21502222311326502,0.34525588732722334,0.017615737205238322,0.013377886892073084,0.004229042444562624,0.01550648896339629,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0033,510300,510300_DTE30_OTM3_Q30_MonthlyHold,OTM3,0.03,0.030493334801014214,0.03150514869011567,0.3,Q30,2022-09-19,2026-05-27,44,44,1.0,0.1590909090909091,,0.3115837848642802,0.07697694804911759,0.18977193175441986,0.40562873201255045,0.20983981796806195,0.36683670808765967,0.02642360580785749,0.020066830338109624,0.0063435636668439325,0.02325973344509442,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0034,510300,510300_DTE30_OTM3_Q40_MonthlyHold,OTM3,0.03,0.030493334801014214,0.03150514869011567,0.4,Q40,2022-09-19,2026-05-27,44,44,1.0,0.1590909090909091,,0.32373203141043994,0.07969513604811862,0.18744086819576494,0.4251748128102154,0.2046263604733537,0.3894666154632431,0.035231474410476644,0.026755773784146168,0.008458084889125249,0.03101297792679258,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0035,510300,510300_DTE30_OTM3_Q50_MonthlyHold,OTM3,0.03,0.030493334801014214,0.03150514869011567,0.5,Q50,2022-09-19,2026-05-27,44,44,1.0,0.1590909090909091,,0.33586555836586984,0.08239199794670471,0.18523234491425025,0.44480351412085456,0.19938168322941918,0.41323754826515374,0.044039343013095804,0.033444717230182705,0.010572606111406561,0.03876622240849072,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0036,510300,510300_DTE30_OTM3_Q60_MonthlyHold,OTM3,0.03,0.030493334801014214,0.03150514869011567,0.6,Q60,2022-09-19,2026-05-27,44,44,1.0,0.1590909090909091,,0.3479816286264781,0.08506727813699899,0.18315079491815775,0.46446578719470977,0.19699253178967913,0.43182996514721605,0.05284721161571498,0.04013366067621925,0.012687127333687865,0.04651946689018884,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0037,510300,510300_DTE30_OTM3_Q70_MonthlyHold,OTM3,0.03,0.030493334801014214,0.03150514869011567,0.7,Q70,2022-09-19,2026-05-27,44,44,1.0,0.1590909090909091,,0.3600774697137683,0.08772071989472452,0.181200594094352,0.4841083459640752,0.19462707326177453,0.45071180707084696,0.061655080218334116,0.046822604122255786,0.014801648555969183,0.054272711371887,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0038,510300,510300_DTE30_OTM3_Q80_MonthlyHold,OTM3,0.03,0.030493334801014214,0.03150514869011567,0.8,Q80,2022-09-19,2026-05-27,44,44,1.0,0.1590909090909091,,0.3721502742178906,0.09035206538441476,0.1793860263939497,0.5036739326952511,0.19225598228071317,0.4699571077715107,0.07046294882095329,0.053511547568292336,0.016916169778250497,0.06202595585358516,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0039,510300,510300_DTE30_OTM3_Q90_MonthlyHold,OTM3,0.03,0.030493334801014214,0.03150514869011567,0.9,Q90,2022-09-19,2026-05-27,44,44,1.0,0.1590909090909091,,0.38419720026460746,0.09296105566470181,0.17771124661919185,0.5231017025270392,0.18987924846968873,0.48957985885193556,0.07927081742357246,0.060200491014328866,0.01903069100053181,0.0697792003352833,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0040,510300,510300_DTE30_OTM3_Q100_MonthlyHold,OTM3,0.03,0.030493334801014214,0.03150514869011567,1.0,Q100,2022-09-19,2026-05-27,44,44,1.0,0.1590909090909091,,0.39621537200644696,0.09554743069368032,0.1761802413120022,0.5423277319984645,0.18749686143807331,0.509594827139215,0.08807868602619161,0.06688943446036541,0.021145212222813122,0.07753244481698145,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0041,510300,510300_DTE30_OTM4_Q10_MonthlyHold,OTM4,0.04,0.03678860930899575,0.03595121086781883,0.1,Q10,2022-09-19,2026-05-27,44,44,1.0,0.13636363636363635,,0.2853230769394903,0.0710379573874036,0.19501653372641828,0.3642663318334855,0.22097699097954382,0.3214721907131937,0.007334800031127476,0.005585352927067182,0.0017457797040447295,0.0064011922481640076,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0042,510300,510300_DTE30_OTM4_Q20_MonthlyHold,OTM4,0.04,0.03678860930899575,0.03595121086781883,0.2,Q20,2022-09-19,2026-05-27,44,44,1.0,0.13636363636363635,,0.2955521980131568,0.07336171452598217,0.19266440017321013,0.38077462395765976,0.21663761654886926,0.33863793229756656,0.014669600062254953,0.011170705854134363,0.003491559408089459,0.012802384496328015,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0043,510300,510300_DTE30_OTM4_Q30_MonthlyHold,OTM4,0.04,0.03678860930899575,0.03595121086781883,0.3,Q30,2022-09-19,2026-05-27,44,44,1.0,0.13636363636363635,,0.30576306738721715,0.07566806778283097,0.19040265855603838,0.39741077334044006,0.21227631946273395,0.3564602400039013,0.022004400093382424,0.01675605878120154,0.005237339112134189,0.019203576744492027,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0044,510300,510300_DTE30_OTM4_Q40_MonthlyHold,OTM4,0.04,0.03678860930899575,0.03595121086781883,0.4,Q40,2022-09-19,2026-05-27,44,44,1.0,0.13636363636363635,,0.3159538094742462,0.07795684599057862,0.18823456722924387,0.4141473435941119,0.2078930001172853,0.3749854297479874,0.029339200124509905,0.022341411708268727,0.006983118816178918,0.02560476899265603,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0045,510300,510300_DTE30_OTM4_Q50_MonthlyHold,OTM4,0.04,0.03678860930899575,0.03595121086781883,0.5,Q50,2022-09-19,2026-05-27,44,44,1.0,0.13636363636363635,,0.32612252861986013,0.08022787712303048,0.18616339822430994,0.4309540859710951,0.20348755850583689,0.3942642867806053,0.03667400015563737,0.02792676463533591,0.008728898520223646,0.03200596124082004,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0046,510300,510300_DTE30_OTM4_Q60_MonthlyHold,OTM4,0.04,0.03678860930899575,0.03595121086781883,0.6,Q60,2022-09-19,2026-05-27,44,44,1.0,0.13636363636363635,,0.3362673093376336,0.08248098829570516,0.18419242112675038,0.4477979484234403,0.19905989421743675,0.4143526179392503,0.04400880018676485,0.03351211756240308,0.010474678224268378,0.038407153488984054,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0047,510300,510300_DTE30_OTM4_Q70_MonthlyHold,OTM4,0.04,0.03678860930899575,0.03595121086781883,0.7,Q70,2022-09-19,2026-05-27,44,44,1.0,0.13636363636363635,,0.3463862165546261,0.08471600576633631,0.18232488526340612,0.46464313219748615,0.19462707326177464,0.4352734917428098,0.051343600217892305,0.039097470489470265,0.012220457928313107,0.04480834573714806,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0048,510300,510300_DTE30_OTM4_Q80_MonthlyHold,OTM4,0.04,0.03678860930899575,0.03595121086781883,0.8,Q80,2022-09-19,2026-05-27,44,44,1.0,0.13636363636363635,,0.35647729586760235,0.08693275493533359,0.18056400027625427,0.4814512018028546,0.19225598228071317,0.4521719111366999,0.05867840024901981,0.044682823416537454,0.013966237632357836,0.05120953798531206,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0049,510300,510300_DTE30_OTM4_Q90_MonthlyHold,OTM4,0.04,0.03678860930899575,0.03595121086781883,0.9,Q90,2022-09-19,2026-05-27,44,44,1.0,0.13636363636363635,,0.3665385738100737,0.08913106034620877,0.17891291520983327,0.49818125338617264,0.18987924846968895,0.46940916958830836,0.06601320028014727,0.05026817634360463,0.015712017336402567,0.05761073023347608,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0050,510300,510300_DTE30_OTM4_Q100_MonthlyHold,OTM4,0.04,0.03678860930899575,0.03595121086781883,1.0,Q100,2022-09-19,2026-05-27,44,44,1.0,0.13636363636363635,,0.37656805813026084,0.09131074568596298,0.17737469629478642,0.5147901453441242,0.18749686143807354,0.48699879552981795,0.07334800031127474,0.05585352927067182,0.017457797040447292,0.06401192248164007,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0051,510300,510300_DTE30_OTM5_Q10_MonthlyHold,OTM5,0.05,0.051354976560630726,0.05442334620066436,0.1,Q10,2022-09-19,2026-05-27,44,44,1.0,0.11363636363636363,,0.28637731291969226,0.07127806869976627,0.19592108213178824,0.36381010110908013,0.22268385100472587,0.3200863842535828,0.005226348953320262,0.0030867944156557124,0.002136941363187888,0.007835451665022256,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0052,510300,510300_DTE30_OTM5_Q20_MonthlyHold,OTM5,0.05,0.051354976560630726,0.05442334620066436,0.2,Q20,2022-09-19,2026-05-27,44,44,1.0,0.11363636363636363,,0.2977251594335999,0.07385362983944566,0.19443142281176523,0.3798441052964238,0.2200652670705977,0.33559875587160765,0.010452697906640523,0.006173588831311425,0.004273882726375776,0.015670903330044512,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0053,510300,510300_DTE30_OTM5_Q30_MonthlyHold,OTM5,0.05,0.051354976560630726,0.05442334620066436,0.3,Q30,2022-09-19,2026-05-27,44,44,1.0,0.11363636363636363,,0.3091207175734838,0.07642360461721132,0.1929878950650792,0.39600206319385894,0.2174387689055759,0.35147184194369097,0.015679046859960778,0.009260383246967138,0.0064108240895636645,0.02350635499506677,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0054,510300,510300_DTE30_OTM5_Q40_MonthlyHold,OTM5,0.05,0.051354976560630726,0.05442334620066436,0.4,Q40,2022-09-19,2026-05-27,44,44,1.0,0.11363636363636363,,0.32056359693043035,0.07898794720089741,0.19159154161606073,0.4122726219259985,0.21480433520996478,0.3677204518413889,0.020905395813281047,0.01234717766262285,0.008547765452751552,0.031341806660089025,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0055,510300,510300_DTE30_OTM5_Q50_MonthlyHold,OTM5,0.05,0.051354976560630726,0.05442334620066436,0.5,Q50,2022-09-19,2026-05-27,44,44,1.0,0.11363636363636363,,0.3320533980598357,0.08154661140427799,0.19024340122094527,0.42864357386867374,0.21216194463350768,0.3843602185356241,0.0261317447666013,0.015433972078278565,0.010684706815939441,0.039177258325111285,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0056,510300,510300_DTE30_OTM5_Q60_MonthlyHold,OTM5,0.05,0.051354976560630726,0.05442334620066436,0.6,Q60,2022-09-19,2026-05-27,44,44,1.0,0.11363636363636363,,0.3435897124247007,0.0840995506882356,0.18894450589931028,0.4451018582834729,0.20951157577528334,0.40140765672269385,0.031358093719921556,0.018520766493934276,0.012821648179127329,0.04701270999013354,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0057,510300,510300_DTE30_OTM5_Q70_MonthlyHold,OTM5,0.05,0.051354976560630726,0.05442334620066436,0.7,Q70,2022-09-19,2026-05-27,44,44,1.0,0.11363636363636363,,0.35517212233948325,0.08664671816188241,0.1876958780130281,0.46163356957614277,0.206853207183599,0.4188802259419474,0.03658444267324182,0.021607560909589988,0.014958589542315211,0.054848161655155776,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0058,510300,510300_DTE30_OTM5_Q80_MonthlyHold,OTM5,0.05,0.051354976560630726,0.05442334620066436,0.8,Q80,2022-09-19,2026-05-27,44,44,1.0,0.11363636363636363,,0.36680020091456766,0.08918806658364709,0.1864985272026422,0.4782239727112629,0.20418681735588828,0.4367963991925902,0.041810791626562094,0.0246943553252457,0.017095530905503104,0.06268361332017805,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0059,510300,510300_DTE30_OTM5_Q90_MonthlyHold,OTM5,0.05,0.051354976560630726,0.05442334620066436,0.9,Q90,2022-09-19,2026-05-27,44,44,1.0,0.11363636363636363,,0.3784735120013416,0.09172354836231977,0.18535344719360883,0.49485752626176405,0.201512384738605,0.45517573761682406,0.04703714057988234,0.02778114974090142,0.01923247226869099,0.0705190649852003,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0060,510300,510300_DTE30_OTM5_Q100_MonthlyHold,OTM5,0.05,0.051354976560630726,0.05442334620066436,1.0,Q100,2022-09-19,2026-05-27,44,44,1.0,0.11363636363636363,,0.39019161013789616,0.09425311555805616,0.18426161248746117,0.5115179135017609,0.19882988772711674,0.47403897188441535,0.0522634895332026,0.03086794415655713,0.021369413631878883,0.07835451665022257,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0061,510300,510300_DTE30_OTM7_Q10_MonthlyHold,OTM7,0.07,0.06674150714996858,0.06552243733159124,0.1,Q10,2022-09-19,2026-05-27,44,44,1.0,0.09090909090909091,,0.2887192877817357,0.07181096244973117,0.19668201152695552,0.36511199927345356,0.22382599862264874,0.3208338749369247,0.0037721160661308333,0.0009973666125908675,0.0027728633955068998,0.010167165783525299,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0062,510300,510300_DTE30_OTM7_Q20_MonthlyHold,OTM7,0.07,0.06674150714996858,0.06552243733159124,0.2,Q20,2022-09-19,2026-05-27,44,44,1.0,0.09090909090909091,,0.3024768583122579,0.07492723847167237,0.19593292898891568,0.38241269019109675,0.22235494520613575,0.33697131584912826,0.007544232132261667,0.001994733225181735,0.0055457267910137996,0.020334331567050598,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0063,510300,510300_DTE30_OTM7_Q30_MonthlyHold,OTM7,0.07,0.06674150714996858,0.06552243733159124,0.3,Q30,2022-09-19,2026-05-27,44,44,1.0,0.09090909090909091,,0.31635104674671166,0.07804580187828991,0.19520886607569482,0.3998066452987162,0.2208813778730898,0.35333807960547997,0.011316348198392499,0.002992099837772603,0.0083185901865207,0.0305014973505759,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0064,510300,510300_DTE30_OTM7_Q40_MonthlyHold,OTM7,0.07,0.06674150714996858,0.06552243733159124,0.4,Q40,2022-09-19,2026-05-27,44,44,1.0,0.09090909090909091,,0.33034263241594863,0.08116665964284442,0.19451010219379025,0.41728763044902495,0.21940529278375676,0.36993938757366857,0.015088464264523333,0.00398946645036347,0.011091453582027599,0.040668663134101196,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0065,510300,510300_DTE30_OTM7_Q50_MonthlyHold,OTM7,0.07,0.06674150714996858,0.06552243733159124,0.5,Q50,2022-09-19,2026-05-27,44,44,1.0,0.09090909090909091,,0.34445239829240415,0.08428981857625617,0.19383691094529948,0.4348491634807503,0.21792668609319577,0.3867806191491842,0.018860580330654162,0.0049868330629543375,0.013864316977534501,0.0508358289176265,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0066,510300,510300_DTE30_OTM7_Q60_MonthlyHold,OTM7,0.07,0.06674150714996858,0.06552243733159124,0.6,Q60,2022-09-19,2026-05-27,44,44,1.0,0.09090909090909091,,0.3586811309935636,0.08741528532886322,0.19318955966275786,0.45248452080671475,0.21644555395127574,0.403867317822298,0.022632696396784998,0.005984199675545206,0.0166371803730414,0.0610029947011518,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0067,510300,510300_DTE30_OTM7_Q70_MonthlyHold,OTM7,0.07,0.06674150714996858,0.06552243733159124,0.7,Q70,2022-09-19,2026-05-27,44,44,1.0,0.09090909090909091,,0.3730296207853019,0.09054306639214604,0.19256830894272728,0.47018674510495345,0.2149618925026643,0.4212051975259933,0.02640481246291583,0.006981566288136072,0.0194100437685483,0.0711701604846771,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0068,510300,510300_DTE30_OTM7_Q80_MonthlyHold,OTM7,0.07,0.06674150714996858,0.06552243733159124,0.8,Q80,2022-09-19,2026-05-27,44,44,1.0,0.09090909090909091,,0.38749866158501334,0.09367316810040327,0.19197341217973427,0.4879486541224895,0.2134756978868274,0.43880014928005256,0.030176928529046666,0.00797893290072694,0.022182907164055198,0.08133732626820239,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0069,510300,510300_DTE30_OTM7_Q90_MonthlyHold,OTM7,0.07,0.06674150714996858,0.06552243733159124,0.9,Q90,2022-09-19,2026-05-27,44,44,1.0,0.09090909090909091,,0.40208905096462466,0.09680559663240085,0.19140511510222416,0.5057628505941425,0.21198696623801805,0.45665824814770895,0.0339490445951775,0.008976299513317807,0.024955770559562097,0.09150449205172768,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0070,510300,510300_DTE30_OTM7_Q100_MonthlyHold,OTM7,0.07,0.06674150714996858,0.06552243733159124,1.0,Q100,2022-09-19,2026-05-27,44,44,1.0,0.09090909090909091,,0.41680159015341833,0.09994035801297874,0.19086365531226288,0.5236217332706486,0.210495693685273,0.4747857605220496,0.037721160661308324,0.009973666125908675,0.027728633955069002,0.101671657835253,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0071,510050,510050_DTE30_ATM_Q10_MonthlyHold,ATM,0.0,0.0009097393239091044,0.00040424499730484786,0.1,Q10,2022-09-19,2026-05-27,44,44,1.0,0.5,,0.15782770528296308,0.04088027093552227,0.1777320809609344,0.2300106470058592,0.17425109948127981,0.23460552649146485,0.021060168948509754,0.01655324703837888,0.004496391825656618,0.016486770027407602,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0072,510050,510050_DTE30_ATM_Q20_MonthlyHold,ATM,0.0,0.0009097393239091044,0.00040424499730484786,0.2,Q20,2022-09-19,2026-05-27,44,44,1.0,0.5,,0.18075280508393798,0.046475008953577035,0.17245539092055137,0.26949003278759576,0.1613897429311073,0.2879675505364421,0.04212033789701951,0.03310649407675776,0.008992783651313237,0.032973540054815204,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0073,510050,510050_DTE30_ATM_Q30_MonthlyHold,ATM,0.0,0.0009097393239091044,0.00040424499730484786,0.3,Q30,2022-09-19,2026-05-27,44,44,1.0,0.5,,0.2038625422391771,0.05203548527433255,0.16739794509829903,0.3108490085931246,0.14835994951725961,0.35073808965052894,0.06318050684552924,0.049659741115136616,0.013489175476969855,0.0494603100822228,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0074,510050,510050_DTE30_ATM_Q40_MonthlyHold,ATM,0.0,0.0009097393239091044,0.00040424499730484786,0.4,Q40,2022-09-19,2026-05-27,44,44,1.0,0.5,,0.22714949200766577,0.057560694365666576,0.16258020512787819,0.3540449116815418,0.13516000245867776,0.42587077033580634,0.08424067579403902,0.06621298815351552,0.017985567302626473,0.06594708010963041,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0075,510050,510050_DTE30_ATM_Q50_MonthlyHold,ATM,0.0,0.0009097393239091044,0.00040424499730484786,0.5,Q50,2022-09-19,2026-05-27,44,44,1.0,0.5,,0.25060589873309946,0.06304962227641253,0.15802409653729915,0.3989873927963299,0.12178817449933621,0.5176990503027548,0.10530084474254875,0.08276623519189437,0.022481959128283092,0.08243385013703801,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0076,510050,510050_DTE30_ATM_Q60_MonthlyHold,ATM,0.0,0.0009097393239091044,0.00040424499730484786,0.6,Q60,2022-09-19,2026-05-27,44,44,1.0,0.5,,0.27422367313668516,0.06850124662466439,0.1537528795962963,0.44552821907808027,0.1092424407602387,0.6270570864945101,0.12636101369105848,0.09931948223027323,0.02697835095393971,0.0989206201644456,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0077,510050,510050_DTE30_ATM_Q70_MonthlyHold,ATM,0.0,0.0009097393239091044,0.00040424499730484786,0.7,Q70,2022-09-19,2026-05-27,44,44,1.0,0.5,,0.29799438987483295,0.07391453658527292,0.14979092693682625,0.4934513598173145,0.10040806561138937,0.7361414258426738,0.14742118263956822,0.11587272926865211,0.031474742779596325,0.1154073901918532,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0078,510050,510050_DTE30_ATM_Q80_MonthlyHold,ATM,0.0,0.0009097393239091044,0.00040424499730484786,0.8,Q80,2022-09-19,2026-05-27,44,44,1.0,0.5,,0.32190928537328944,0.07928845287647102,0.1461633897792157,0.542464518620146,0.09150091984283171,0.866531757414705,0.16848135158807803,0.13242597630703104,0.03597113460525295,0.13189416021926081,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0079,510050,510050_DTE30_ATM_Q90_MonthlyHold,ATM,0.0,0.0009097393239091044,0.00040424499730484786,0.9,Q90,2022-09-19,2026-05-27,44,44,1.0,0.5,,0.34595925594927013,0.0846219477455521,0.14289573871051972,0.5921936406863781,0.08252052552258071,1.0254654488645538,0.18954152053658774,0.14897922334540986,0.04046752643090955,0.14838093024666835,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0080,510050,510050_DTE30_ATM_Q100_MonthlyHold,ATM,0.0,0.0009097393239091044,0.00040424499730484786,1.0,Q100,2022-09-19,2026-05-27,44,44,1.0,0.5,,0.37013485623316367,0.08991396495351944,0.14001317324529206,0.6421821809294848,0.07346640237242263,1.2238786989693509,0.2106016894850975,0.16553247038378874,0.044963918256566184,0.16486770027407602,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
