etf_code,strategy_name,sample_start,sample_end,cumulative_return,annualized_return_cagr,annualized_volatility,sharpe_daily_mean,max_drawdown,option_leg_annualized_pnl_contribution
510300,510300_ETF_BuyHold,2022-09-19,2026-05-27,0.2750775594622552,0.06869696667507008,0.19745582894131164,0.3479105531773812,0.22529454195720122,0.0
510050,510050_ETF_BuyHold,2022-09-19,2026-05-27,0.13509433962264117,0.03525226834421047,0.18320907253344454,0.19241551663755746,0.18694572543455146,0.0
510500,510500_ETF_BuyHold,2022-09-19,2026-05-27,0.5077892525818306,0.1188189184253603,0.24045575970495295,0.49414045465641987,0.2605147520401758,0.0
159915,159915_ETF_BuyHold,2022-09-19,2026-05-27,0.826204412426836,0.1789890124125566,0.33864063538396605,0.5285514900171705,0.3885121659353812,0.0
588000,588000_ETF_BuyHold,2023-06-30,2026-05-27,0.816539923954372,0.22772243969032258,0.3829792303112624,0.5946078055074776,0.2886699507389162,0.0
